district,year,planted_ha,harvested_ha,production_mt,yield(mt/ha),yield,yield_h,zyield,flag
kapirimposhi,2012,43825,37686,121099,2.76,2.7632401597261835,3.213368359603036,1.1393456279141552,0
kapirimposhi,2013,45744,35178,117360,2.57,2.565582371458552,3.3361760191028482,0.6688964530903522,0
kapirimposhi,2014,67629,55988,194355,2.87,2.8738411036685445,3.471368864756734,1.4025891017405705,0
kapirimposhi,2015,75868,40277,139227,1.84,1.8351215268624452,3.4567370956128807,-1.0696877160092058,0
kapirimposhi,2016,69695,65707,192143,2.76,2.7569122605638854,2.924239426545117,1.1242844711271505,0
kapirimposhi,2017,82936,75226,212550,2.56,2.562819523487991,2.8254858692473346,0.6623205444995197,0
kapirimposhi,2018,60078,48119,123376,2.05,2.053596990578914,2.5639768074980775,-0.5496899839416349,0
kapirimposhi,2019,65231,52015,124339,1.91,1.906133586791556,2.390445063923868,-0.9006705207396002,0
kapirimposhi,2020,67833,59502,173423,2.56,2.556616985832854,2.9145743000235287,0.6475577630920817,0
kapirimposhi,2021,65452,42606,111891,1.71,1.709512314367781,2.626179411350514,-1.3686526638936274,0
kapirimposhi,2022,60404,49751,103121,1.71,1.7071882656777697,2.0727422564370563,-1.3741841777188541,0
kaputa,2011,5931,2704,5578,0.94,0.9404822121058843,2.062869822485207,-1.7672579647498403,0
kaputa,2012,4925,3678,6557,1.33,1.3313705583756346,1.7827623708537248,-0.8928985843965465,0
kaputa,2013,4806,3676,6289,1.31,1.3085726175613817,1.7108269858541894,-0.9438942039741257,0
kaputa,2014,6038,5247,12112,2.01,2.005962239152037,2.308366685725176,0.6160631680423444,0
kaputa,2015,6606,3506,11677,1.77,1.7676354828943386,3.3305761551625785,0.08296148590806182,0
kaputa,2016,7334,7242,18697,2.55,2.5493591491682572,2.5817453742060206,1.8315616347062642,0
kaputa,2017,6781,4490,9122,1.35,1.345229317209851,2.0316258351893097,-0.8618985919373469,0
kaputa,2018,5622,4707,9014,1.6,1.6033440056919246,1.9150201827066071,-0.2845342339691891,0
kaputa,2019,5785,3478,11336,1.96,1.9595505617977529,3.2593444508338125,0.5122471145838344,0
kaputa,2020,7637,5654,12487,1.64,1.6350661254419274,2.2085249380969225,-0.21357654686289557,0
kaputa,2021,7329,5577,14242,1.94,1.9432391867921954,2.553702707548861,0.475760982728864,0
kaputa,2022,8560,7188,20345,2.38,2.376752336448598,2.830411797440178,1.4454657399205733,0
kasama,2011,11532,11374,38878,3.37,3.3713146028442593,3.4181466502549673,0.20693112633235022,0
kasama,2012,11357,10748,40303,3.55,3.5487364620938626,3.7498139188686266,0.6150439728058272,0
kasama,2013,9304,8929,29892,3.21,3.212811693895099,3.3477433083212005,-0.15766359507998778,0
kasama,2014,14091,13496,54881,3.89,3.8947555177063373,4.066464137522229,1.4109708237436556,0
kasama,2015,14899,13945,56813,3.81,3.813208940197329,4.0740767300107565,1.2233941293716746,0
kasama,2016,12729,11333,35060,2.75,2.7543404823631077,3.0936204006000176,-1.2122573861485082,0
kasama,2017,11682,10188,36191,3.1,3.0980140386920048,3.5523164507263445,-0.4217257463366983,0
kasama,2018,15683,12933,40418,2.58,2.5771854874705094,3.125183638753576,-1.619756380570044,0
kasama,2019,13850,12874,41539,3.0,2.999205776173285,3.226580705297499,-0.6490084579606518,0
kasama,2020,17227,15741,51172,2.97,2.970453358100656,3.2508735150244585,-0.7151459183178226,0
kasama,2021,17074,16916,68331,4.0,4.002049900433407,4.039430125325136,1.657773647987293,0
kasama,2022,12894,12014,40412,3.13,3.1341709322165348,3.3637423006492426,-0.3385562158270728,0
kasempa,2011,10409,9046,31025,2.98,2.980593716975694,3.429692681848331,0.5724268111402399,0
kasempa,2012,10188,9917,33920,3.33,3.3294071456615626,3.420389230614097,1.6313861185124456,0
kasempa,2013,7935,6652,22324,2.81,2.8133585381222432,3.3559831629585086,0.06471915253858551,0
kasempa,2014,11124,9718,32429,2.92,2.9152283351312476,3.337003498662276,0.373984681934108,0
kasempa,2015,13796,11637,39684,2.88,2.8764859379530296,3.4101572570250065,0.2563670138404522,0
kasempa,2016,12535,11752,35184,2.81,2.8068607897885918,2.993873383253914,0.04499270135003577,0
kasempa,2017,13371,9509,29129,2.18,2.1785206790815943,3.0633084446314016,-1.8625789507370336,0
kasempa,2018,11533,9619,29228,2.53,2.534292898638689,3.038569497868801,-0.7824935176049787,0
kasempa,2019,15396,13182,36595,2.38,2.3769160820992465,2.7761341222879685,-1.260272269606915,0
kasempa,2020,18613,16585,62338,3.35,3.349164562402622,3.758697618329816,1.6913674685034694,0
kasempa,2021,19039,14866,51078,2.68,2.6828089710594045,3.4358939862774114,-0.3316150127928361,0
kasempa,2022,16615,13640,44210,2.66,2.6608486307553414,3.2412023460410557,-0.3982841970775717,0
katete,2011,43465,37708,67082,1.54,1.5433567238007593,1.778985891587992,0.04614434372260586,0
katete,2012,47260,42270,87050,1.84,1.8419382141345746,2.059380175065058,0.9594937732715071,0
katete,2013,52833,47385,90022,1.7,1.7038971854712017,1.8997995146143294,0.5372315136683498,0
katete,2014,58787,54260,115868,1.97,1.97097997856669,2.135422042019904,1.354227625662317,0
katete,2015,57159,34384,64364,1.13,1.1260518903409786,1.8719171707771056,-1.2303752796551464,0
katete,2016,46852,35971,54259,1.16,1.1580935712456246,1.5084095521392233,-1.132360995704297,0
katete,2017,64419,62759,112938,1.75,1.7531784100964,1.799550662056438,0.6879809065680025,0
katete,2018,46654,36085,44006,0.94,0.9432417370429117,1.2195094914784537,-1.7895845897964548,0
katete,2019,45506,36488,65157,1.43,1.4318331648573814,1.785710370532778,-0.29500198396273575,0
katete,2020,49829,41046,86929,1.74,1.7445463485119108,2.1178433952151243,0.6615757582943778,0
katete,2021,51742,48575,97423,1.88,1.882861118627034,2.005620174987133,1.084675382593252,0
katete,2022,38256,28483,47410,1.24,1.2392827268925135,1.6645016325527509,-0.8840064546617885,0
kawambwa,2011,10674,10151,32815,3.07,3.0742926737867715,3.2326864348340063,-0.12655262312729096,0
kawambwa,2012,13892,12597,41019,2.95,2.952706593723006,3.2562514884496307,-0.6540592185069413,0
kawambwa,2013,9470,8811,27698,2.92,2.924815205913411,3.143570536828964,-0.7750672402816114,0
kawambwa,2014,12267,12165,37174,3.03,3.0304067824243908,3.0558158651870118,-0.3169535072221614,0
kawambwa,2015,12430,10636,42061,3.38,3.3838294448913917,3.954588191049267,1.2163863727230153,0
kawambwa,2016,10437,9307,31433,3.01,3.01168918271534,3.3773503814333297,-0.3981606428664916,0
kawambwa,2017,8829,8398,26992,3.06,3.0571978706535283,3.2140985949035485,-0.20071918392745175,0
kawambwa,2018,7223,7038,21127,2.92,2.924961927177073,3.0018471156578572,-0.7744306835785447,0
kawambwa,2019,9552,8484,25531,2.67,2.6728433835845897,3.0093116454502593,-1.8682581553812236,0
kawambwa,2020,12369,11147,42387,3.43,3.4268736357021585,3.8025477707006368,1.4031355016821156,0
kawambwa,2021,15654,15092,53279,3.4,3.4035390315574294,3.53028094354625,1.3018972877314527,0
kawambwa,2022,12910,12739,43615,3.38,3.3783888458559255,3.4237381270115392,1.1927820927551156,0
kazungula,2011,23827,18659,40401,1.7,1.6955974314852897,2.1652285760222947,1.3597134977867391,0
kazungula,2012,29044,24075,34838,1.2,1.199490428315659,1.447061266874351,0.25976114254052896,0
kazungula,2013,31712,19845,31499,0.99,0.9932832996972755,1.5872511967750063,-0.19743461430871445,0
kazungula,2014,23148,16618,31050,1.34,1.3413685847589425,1.8684558912023108,0.5743287889166465,0
kazungula,2015,32848,8990,15279,0.47,0.4651424744276668,1.699555061179088,-1.3684113208365793,0
kazungula,2016,29245,20646,29359,1.0,1.003898102239699,1.4220187929865349,-0.17389981842311775,0
kazungula,2017,45835,37523,83331,1.82,1.818064797643722,2.220797910614823,1.631244169569471,0
kazungula,2018,30536,21242,34181,1.12,1.119367304165575,1.60912343470483,0.08211475062205949,0
kazungula,2019,34196,2966,5405,0.16,0.15805942215463797,1.8223196223870533,-2.049265903508978,1
kazungula,2020,31020,16302,29853,0.96,0.9623791102514507,1.8312476996687523,-0.2659543807113809,0
kazungula,2021,34536,22028,48764,1.41,1.411975909196201,2.213727982567641,0.7308770583750408,0
kazungula,2022,36413,16207,29835,0.82,0.8193502320599786,1.8408712284815203,-0.5830733700217172,0
kitwe,2011,3397,2926,6095,1.79,1.7942302031204003,2.0830485304169515,-1.7861923758817426,0
kitwe,2012,2795,2563,7576,2.71,2.7105545617173523,2.9559110417479517,0.3398994839894626,0
kitwe,2013,2646,2516,6569,2.48,2.482615268329554,2.610890302066773,-0.18897424033085045,0
kitwe,2014,3442,3330,10091,2.93,2.931725740848344,3.0303303303303304,0.8530695630960795,0
kitwe,2015,3482,2560,7456,2.14,2.141298104537622,2.9125,-0.9809117641608183,0
kitwe,2016,2341,2195,6283,2.68,2.683895771038018,2.8624145785876993,0.27804470808442366,0
kitwe,2017,2862,2795,7048,2.46,2.4626135569531797,2.5216457960644005,-0.23538299869444632,0
kitwe,2018,1934,1834,4479,2.32,2.315925542916236,2.442202835332606,-0.575734305149017,0
kitwe,2019,2742,2319,5609,2.05,2.0455871626549964,2.41871496334627,-1.2029840604259034,0
kitwe,2020,2018,1723,5595,2.77,2.7725470763131814,3.2472431804991295,0.48373695749824286,0
kitwe,2021,2519,2476,7692,3.05,3.053592695514093,3.1066235864297256,1.1358300701930082,0
kitwe,2022,1911,1839,6448,3.37,3.3741496598639458,3.506253398586188,1.8795989617815603,0
livingstone,2011,1320,667,1602,1.21,1.2136363636363636,2.401799100449775,0.5333933216289181,0
livingstone,2012,557,267,335,0.6,0.6014362657091562,1.2546816479400749,-0.37724573106749865,0
livingstone,2013,566,277,288,0.51,0.508833922261484,1.03971119133574,-0.5149904171597952,0
livingstone,2014,511,391,790,1.55,1.5459882583170255,2.020460358056266,1.027762100004781,0
livingstone,2015,643,51,44,0.07,0.06842923794712286,0.8627450980392157,-1.1700862034639334,0
livingstone,2016,427,217,117,0.27,0.27400468384074944,0.5391705069124424,-0.8642956131976854,0
livingstone,2017,195,124,162,0.83,0.8307692307692308,1.3064516129032258,-0.0361161645067326,0
livingstone,2018,275,165,164,0.6,0.5963636363636363,0.9939393939393939,-0.384791196018459,0
livingstone,2019,248,12,2,0.01,0.008064516129032258,0.16666666666666666,-1.259877879876316,0
livingstone,2020,254,104,151,0.6,0.594488188976378,1.4519230769230769,-0.38758089768282883,0
livingstone,2021,449,344,1029,2.29,2.291759465478842,2.991279069767442,2.137086302855285,1
livingstone,2022,399,279,689,1.73,1.7268170426065164,2.4695340501792113,1.2967423784842635,0
luangwa,2011,1829,1095,1309,0.72,0.7156916347731,1.195433789954338,0.6295007911542236,0
luangwa,2012,2286,1134,1147,0.5,0.5017497812773404,1.0114638447971782,-0.06007814714486649,0
luangwa,2013,2291,1583,1601,0.7,0.6988214753382802,1.0113708149084017,0.5751247705583751,0
luangwa,2014,1608,1202,1799,1.12,1.118781094527363,1.4966722129783694,1.9287416697156863,0
luangwa,2015,2356,1693,2354,1.0,0.9991511035653651,1.390431187241583,1.5431494127151673,0
luangwa,2016,2511,207,152,0.06,0.06053365193150139,0.7342995169082126,-1.4822091844492056,0
luangwa,2017,2550,1030,871,0.34,0.3415686274509804,0.845631067961165,-0.5763752072397199,0
luangwa,2018,2339,509,284,0.12,0.12141941000427534,0.5579567779960707,-1.285961766174918,0
luangwa,2019,1679,545,461,0.27,0.2745681953543776,0.8458715596330275,-0.792331487302851,0
luangwa,2020,1677,374,566,0.34,0.3375074537865236,1.5133689839572193,-0.5894652117340479,0
luangwa,2021,2292,1232,1263,0.55,0.5510471204188482,1.0251623376623376,0.09881739494150184,0
luangwa,2022,2476,1042,1297,0.52,0.5238287560581584,1.244721689059501,0.01108696496065531,0
luanshya,2011,2508,2207,5082,2.03,2.026315789473684,2.302673312188491,-1.8703754902386347,0
luanshya,2012,4889,4342,14340,2.93,2.9331151564737166,3.3026255181943807,1.1189020854149923,0
luanshya,2013,3548,2977,9681,2.73,2.7285794813979707,3.2519314746388983,0.4446471959923779,0
luanshya,2014,4425,3725,13354,3.02,3.017853107344633,3.58496644295302,1.3982419984800836,0
luanshya,2015,3694,2910,8290,2.24,2.2441797509474823,2.8487972508591066,-1.15218370683318,0
luanshya,2016,4489,4447,9845,2.19,2.193138783693473,2.213852035079829,-1.3204410131399185,0
luanshya,2017,3086,2762,7736,2.51,2.506804925469864,2.8008689355539462,-0.2864359200883663,0
luanshya,2018,2353,1894,6084,2.59,2.585635359116022,3.212249208025343,-0.026570225257656305,0
luanshya,2019,2223,1877,5713,2.57,2.5699505173189383,3.04368673415024,-0.07827553909881142,0
luanshya,2020,2823,2613,8486,3.01,3.006021962451293,3.247608113279755,1.3592404536940816,0
luanshya,2021,2752,2748,7348,2.67,2.6700581395348837,2.6739446870451236,0.2517307237332177,0
luanshya,2022,2169,2093,5732,2.64,2.6426924850161364,2.73865265169613,0.16151943734182275,0
lufwanyama,2011,17681,14655,25560,1.45,1.4456195916520558,1.744114636642784,-1.9409502548461575,0
lufwanyama,2012,19240,16047,47944,2.49,2.4918918918918918,2.9877235620365177,1.0049569321993732,0
lufwanyama,2013,16076,14039,39886,2.48,2.481089823339139,2.841085547403661,0.9745423915704964,0
lufwanyama,2014,17418,16152,37430,2.15,2.148926397979102,2.3173600792471523,0.0392957814695802,0
lufwanyama,2015,23151,17363,40556,1.75,1.7518033778238522,2.3357714680642747,-1.0788524854284398,0
lufwanyama,2016,16070,13504,42723,2.66,2.658556316116988,3.1637292654028437,1.474220932629252,0
lufwanyama,2017,20249,17557,47176,2.33,2.3297940639043904,2.687019422452583,0.5485507400796087,0
lufwanyama,2018,19790,15244,31842,1.61,1.6089944416371904,2.0888218315402782,-1.4809484516412283,0
lufwanyama,2019,23398,17507,47438,2.03,2.0274382425848363,2.709658993545439,-0.3027689277221209,0
lufwanyama,2020,22538,20441,49233,2.18,2.1844440500488065,2.408541656474732,0.1393000599687246,0
lufwanyama,2021,23283,22113,54433,2.34,2.3378860112528455,2.461583683805906,0.5713346041325359,0
lufwanyama,2022,23088,21444,49713,2.15,2.1531964656964657,2.318270844991606,0.051318677588371976,0
lukulu,2011,7144,4646,12809,1.79,1.792973124300112,2.756995264743866,2.2729896845315993,1
lukulu,2012,8302,5131,6083,0.73,0.7327150084317032,1.1855388813096863,-0.5144512439488239,0
lukulu,2013,6348,3508,4911,0.77,0.7736294896030246,1.3999429874572407,-0.4068862107954843,0
lukulu,2014,5806,3015,5305,0.91,0.9137099552187392,1.7595356550580432,-0.03861171490254338,0
lukulu,2015,7017,3193,3380,0.48,0.4816873307681345,1.0585656122768556,-1.1744082982060413,0
lukulu,2016,7784,4966,8717,1.12,1.1198612538540595,1.7553362867498994,0.5033643932499753,0
lukulu,2017,6516,3798,7145,1.1,1.0965316144874155,1.881253291205898,0.44203027975063314,0
lukulu,2018,6580,4669,5960,0.91,0.9057750759878419,1.276504604840437,-0.05947267960512108,0
lukulu,2019,6783,1228,1182,0.17,0.1742591773551526,0.9625407166123778,-1.982643391684789,1
lukulu,2020,8070,5948,7423,0.92,0.9198265179677819,1.2479825151311366,-0.022531142546503576,0
lukulu,2021,7414,5397,7473,1.01,1.0079579174534665,1.3846581434130072,0.2091681638148027,0
lukulu,2022,7722,6775,9435,1.22,1.2218337218337219,1.392619926199262,0.7714521603422936,0
lundazi,2011,62337,60049,127437,2.04,2.0443235959382067,2.1222168562340755,-0.9944872195558038,0
lundazi,2012,55269,49719,103980,1.88,1.8813439722086522,2.091353406142521,-1.482105908187692,0
lundazi,2013,57974,53910,123504,2.13,2.130334287784179,2.290929326655537,-0.7371518557446213,0
lundazi,2014,74285,67279,192720,2.59,2.594332637813825,2.864489662450393,0.6510846721802328,0
lundazi,2015,68622,59880,154189,2.25,2.246932470636239,2.5749665998663995,-0.3883017865265972,0
lundazi,2016,57801,54383,130954,2.27,2.2656009411601876,2.4079951455418054,-0.3324475950188514,0
lundazi,2017,90770,84361,296474,3.27,3.26621130329404,3.5143490475456667,2.661278255182078,2
lundazi,2018,62467,60800,146893,2.35,2.35152960763283,2.416003289473684,-0.07535764289817629,0
lundazi,2019,62400,56716,141670,2.27,2.270352564102564,2.4978841949361734,-0.3182312157254522,0
lundazi,2020,55969,53951,142294,2.54,2.5423716700316246,2.637467331467443,0.49562266784989784,0
lundazi,2021,67441,63561,164165,2.43,2.434201746711941,2.582794480892371,0.17198910586498817,0
lundazi,2022,54451,47101,135750,2.49,2.4930671613009863,2.8821044139190253,0.3481085225800089,0
lusaka,2011,1790,1628,5413,3.02,3.024022346368715,3.324938574938575,-0.06181056649959921,0
lusaka,2012,369,336,2923,7.92,7.921409214092141,8.699404761904763,2.5474811307412897,1
lusaka,2013,222,187,345,1.56,1.554054054054054,1.8449197860962567,-0.8449988593466782,0
lusaka,2014,112,93,290,2.6,2.5892857142857144,3.118279569892473,-0.2934350460882315,0
lusaka,2015,118,100,265,2.25,2.2457627118644066,2.65,-0.4764615747736923,0
lusaka,2016,236,228,1313,5.56,5.563559322033898,5.758771929824562,1.2912360529355753,0
lusaka,2017,1141,1127,2360,2.07,2.0683610867659947,2.0940550133096716,-0.5709798556342576,0
lusaka,2018,106,79,216,2.04,2.0377358490566038,2.7341772151898733,-0.5872967570021679,0
lusaka,2019,59,24,72,1.22,1.2203389830508475,3.0,-1.0227997943211287,0
lusaka,2020,65,55,191,2.96,2.9384615384615387,3.4727272727272727,-0.10739673555493424,0
lusaka,2021,51,40,96,1.86,1.8823529411764706,2.4,-0.6700836273016849,0
lusaka,2022,1973,1967,9145,4.64,4.635073492143944,4.649211997966447,0.7965456328455092,0
luwingu,2011,5884,5822,23424,3.98,3.980965329707682,4.02335967021642,1.5769239461307563,0
luwingu,2012,7721,7458,27298,3.54,3.535552389586841,3.6602306248323946,0.3962366533393794,0
luwingu,2013,6294,5584,19624,3.12,3.117890054019701,3.51432664756447,-0.7108901673315775,0
luwingu,2014,6994,6832,22287,3.19,3.1865885044323705,3.262148711943794,-0.5287863707631806,0
luwingu,2015,7370,7201,27269,3.7,3.7,3.7868351617830855,0.8321494579652347,0
luwingu,2016,8060,7928,26099,3.24,3.2380893300248137,3.2920030272452068,-0.392269523433227,0
luwingu,2017,9290,9083,32984,3.55,3.55048439181916,3.631399317406143,0.4358179580200397,0
luwingu,2018,3694,3543,12620,3.42,3.4163508391987008,3.5619531470505224,0.0802607506497866,0
luwingu,2019,8727,8537,25758,2.95,2.9515297353042285,3.017219163640623,-1.1518731218878446,0
luwingu,2020,14764,14186,41743,2.83,2.8273503115686807,2.9425489919639083,-1.4810442222850173,0
luwingu,2021,8435,8313,34310,4.07,4.067575577949022,4.1272705401178875,1.806507800376916,0
luwingu,2022,8133,7346,24891,3.06,3.060494282552564,3.3883746256466103,-0.8630331607812557,0
mafinga,2012,8484,8057,32774,3.86,3.863036303630363,4.067767158992181,0.5139861550237486,0
mafinga,2013,10359,8151,31662,3.06,3.056472632493484,3.8844313581155685,-1.8331484535461569,0
mafinga,2014,10236,9912,33908,3.31,3.3126221180148496,3.42090395480226,-1.087742549524796,0
mafinga,2015,7861,6431,30087,3.83,3.8273756519526776,4.678432592131862,0.4102121410034123,0
mafinga,2016,9321,7686,32264,3.46,3.4614311769123485,4.19776216497528,-0.6547018551494567,0
mafinga,2017,10555,10269,37741,3.58,3.5756513500710563,3.6752361476287856,-0.32231629030028836,0
mafinga,2018,11256,10521,45082,4.01,4.005152807391613,4.284953901720368,0.9275512291322946,0
mafinga,2019,11900,11044,47695,4.01,4.007983193277311,4.318634552698298,0.9357877725146236,0
mafinga,2020,15964,14302,56993,3.57,3.570095214232022,3.984967137463292,-0.3384848820487003,0
mafinga,2021,18910,18644,67021,3.54,3.54420941300899,3.5947757991847245,-0.41381366525003155,0
mafinga,2022,16573,16379,71703,4.33,4.326494901345562,4.3777397887538925,1.862670398145348,0
mambwe,2011,7537,5376,11460,1.52,1.5204988722303303,2.1316964285714284,0.3848200023024582,0
mambwe,2012,6543,5647,10906,1.67,1.6668195017576035,1.9312909509474057,0.806372986543227,0
mambwe,2013,7400,4752,9598,1.3,1.297027027027027,2.019781144781145,-0.25900734824679844,0
mambwe,2014,8665,6419,17354,2.0,2.0027697634160417,2.703536376382614,1.7742531536538022,0
mambwe,2015,9299,6388,11068,1.19,1.1902355091945371,1.7326236693800876,-0.5666760835394952,0
mambwe,2016,7655,5830,9508,1.24,1.242064010450686,1.6308747855917667,-0.41735702002915437,0
mambwe,2017,10933,9887,18900,1.73,1.7287112411963779,1.9116010923434814,0.9846844628166685,0
mambwe,2018,11605,7351,8979,0.77,0.773718224903059,1.221466467147327,-1.7666716326852536,0
mambwe,2019,11272,8613,13371,1.19,1.1862136266855927,1.552420759317311,-0.5782632163955307,0
mambwe,2020,11149,6343,13977,1.25,1.2536550363261278,2.2035314519943245,-0.38396301698262053,0
mambwe,2021,11011,9996,19930,1.81,1.8100081736445373,1.993797519007603,1.2189027312444565,0
mambwe,2022,13155,8350,12779,0.97,0.9714177118966173,1.5304191616766467,-1.1970950186817624,0
mansa,2011,12189,11810,41552,3.41,3.408975305603413,3.5183742591024556,1.2231645919557104,0
mansa,2012,7611,7455,23655,3.11,3.1080015766653526,3.1730382293762576,0.4207695386390533,0
mansa,2013,6131,5413,15945,2.6,2.600717664328821,2.9456863107334197,-0.9316478411838943,0
mansa,2014,7669,7329,26722,3.48,3.4844177858912504,3.6460635830263337,1.4242940167945073,0
mansa,2015,10382,8781,24250,2.34,2.3357734540550954,2.761644459628744,-1.63798830644183,0
mansa,2016,8934,8556,26282,2.94,2.9417953884038504,3.0717625058438522,-0.022335657825094397,0
mansa,2017,8972,7681,23148,2.58,2.580026749888542,3.0136700950397084,-0.9868097566575684,0
mansa,2018,7187,6940,20325,2.83,2.8280228189787118,2.9286743515850144,-0.32565298466276155,0
mansa,2019,8952,8502,26778,2.99,2.9912868632707776,3.149611856033874,0.10960846485526309,0
mansa,2020,12515,11369,33095,2.64,2.6444266879744305,2.910986014601108,-0.8151197160140203,0
mansa,2021,13024,12559,46826,3.6,3.595362407862408,3.728481567003742,1.7200720442517268,0
mansa,2022,12011,10626,34631,2.88,2.8832736658063443,3.259081498211933,-0.17835439371108344,0
masaiti,2011,24472,20326,55104,2.25,2.251716247139588,2.711010528387287,-0.07636816706953437,0
masaiti,2012,21687,19782,42135,1.94,1.9428689998616684,2.129966636336063,-0.9276655772327037,0
masaiti,2013,18484,16754,42985,2.33,2.32552477818654,2.565655962755163,0.12707548309088623,0
masaiti,2014,16537,14895,41175,2.49,2.489871197919816,2.7643504531722054,0.5800750896006693,0
masaiti,2015,17397,11803,25663,1.48,1.4751393918491693,2.174277726001864,-2.2169016234240786,1
masaiti,2016,16053,15193,35912,2.24,2.2370896405656264,2.3637201342723624,-0.11668451246562701,0
masaiti,2017,21052,19477,43060,2.05,2.0454113623408703,2.210812753504133,-0.6450208446668828,0
masaiti,2018,16166,13717,31388,1.94,1.9416058394160585,2.288255449442298,-0.9311473152939811,0
masaiti,2019,18100,14541,47323,2.61,2.6145303867403316,3.2544529262086512,0.9236819876101935,0
masaiti,2020,21506,20741,56700,2.64,2.6364735422672743,2.733715828552143,0.9841654519620204,0
masaiti,2021,18369,17165,47999,2.61,2.613043714954543,2.796329740751529,0.9195841695070401,0
masaiti,2022,17647,15804,49055,2.78,2.7797925993086645,3.103961022525943,1.379205858382006,0
mazabuka,2011,53503,35975,134190,2.51,2.508083658860251,3.730090340514246,0.9630783076653052,0
mazabuka,2012,26417,22249,59695,2.26,2.2597191202634668,2.683041934468965,0.5914169437186835,0
mazabuka,2013,24085,14000,47863,1.99,1.987253477268009,3.4187857142857143,0.1836898459759288,0
mazabuka,2014,26701,24748,73303,2.75,2.7453278903411857,2.961976725391951,1.3180988559240978,0
mazabuka,2015,28275,14151,51271,1.81,1.8132979664014146,3.6231361741219703,-0.0766232518599594,0
mazabuka,2016,20224,14907,43869,2.17,2.1691554588607596,2.942845642986516,0.4558943199532389,0
mazabuka,2017,27105,24076,76537,2.82,2.823722560413208,3.1789749127762086,1.4354113763415777,0
mazabuka,2018,20282,12823,25267,1.25,1.245784439404398,1.9704437339156204,-0.9258703009497616,0
mazabuka,2019,29073,7059,11914,0.41,0.40979603068138826,1.687774472304859,-2.176872533333604,1
mazabuka,2020,18963,11765,25853,1.36,1.3633391341032537,2.1974500637484065,-0.7499573529220389,0
mazabuka,2021,25524,18956,38614,1.51,1.5128506503682808,2.037033129352184,-0.5262231017494078,0
mazabuka,2022,25188,14130,38681,1.54,1.53569159917421,2.737508846426044,-0.4920431087640626,0
mbala,2011,27957,25147,97249,3.48,3.4785205851843903,3.8672207420368236,2.4190321673943256,1
mbala,2012,41349,40507,88480,2.14,2.139834095141358,2.184313822302318,-0.5126466052975495,0
mbala,2013,30523,27724,78676,2.58,2.577597221767192,2.837830038955418,0.44604004414710796,0
mbala,2014,41765,38145,97432,2.33,2.332862444630672,2.5542535063573206,-0.08992095673484583,0
mbala,2015,39830,37658,76145,1.91,1.9117499372332414,2.0220139147060388,-1.0121433053090902,0
mbala,2016,39642,38868,80039,2.02,2.0190454568387066,2.059251826695482,-0.7771696953026308,0
mbala,2017,42843,41051,116046,2.71,2.708633849170226,2.826873888577623,0.7330058885475098,0
mbala,2018,36641,34561,91307,2.49,2.491935263775552,2.6419085095917363,0.2584432126714709,0
mbala,2019,35648,34662,65248,1.83,1.8303411131059246,1.8824072471294213,-1.190425915448966,0
mbala,2020,39259,36545,92999,2.37,2.368858096232711,2.5447804077165137,-0.011091680055196632,0
mbala,2021,47289,44759,130981,2.77,2.769798473217873,2.926361178757345,0.8669543755860262,0
mbala,2022,38599,33984,71713,1.86,1.8578978730018911,2.1101989171374766,-1.1300775301981558,0
milengi,2011,3179,3030,7913,2.49,2.489147530670022,2.6115511551155115,-0.5846565893896867,0
milengi,2012,3326,3122,9421,2.83,2.832531569452796,3.0176169122357464,0.2563608246589563,0
milengi,2013,2827,2648,8047,2.85,2.846480367881146,3.0388972809667676,0.2905242715823529,0
milengi,2014,2457,2263,7255,2.95,2.952787952787953,3.205921343349536,0.5508931881720901,0
milengi,2015,2917,2042,5600,1.92,1.9197805965032568,2.742409402546523,-1.979152117822381,1
milengi,2016,2967,2891,7674,2.59,2.5864509605662285,2.6544448287789693,-0.346340681406732,0
milengi,2017,4358,3978,13351,3.06,3.0635612666360714,3.3562091503267975,0.8221995840324938,0
milengi,2018,2926,2807,8509,2.91,2.9080656185919342,3.0313501959387246,0.4413590875508658,0
milengi,2019,4236,4130,13153,3.1,3.1050519357884796,3.1847457627118643,0.9238186790882791,0
milengi,2020,4471,2908,9156,2.05,2.0478640125251624,3.1485557083906466,-1.6654497579016745,0
milengi,2021,5392,5218,18239,3.38,3.3826038575667656,3.495400536604063,1.603599837075857,0
milengi,2022,3605,3004,9373,2.6,2.6,3.12017310252996,-0.31315632564044027,0
mkushi,2011,34536,28538,130000,3.76,3.764188093583507,4.555329735790876,0.9161395142140459,0
mkushi,2012,23776,20245,78160,3.29,3.287348586810229,3.8607063472462335,0.005063950798094302,0
mkushi,2013,25182,20973,81880,3.25,3.2515288698276548,3.9040671339341055,-0.06337515369669205,0
mkushi,2014,29530,26423,130617,4.42,4.423196749068744,4.9433069674147525,2.1752773867344852,1
mkushi,2015,26793,20837,94242,3.52,3.517411264136155,4.522819983682872,0.4446342472780803,0
mkushi,2016,23700,20766,88195,3.72,3.721308016877637,4.247086583838968,0.8342105014347111,0
mkushi,2017,29423,27711,96131,3.27,3.2672059273357577,3.4690556096856846,-0.03342171276108138,0
mkushi,2018,22218,16713,58212,2.62,2.620037807183365,3.483037156704362,-1.2699364128172337,0
mkushi,2019,25347,18881,62420,2.46,2.4626188503570443,3.3059689635082887,-1.5707096556917661,0
