district,year,planted_ha,harvested_ha,production_mt,yield(mt/ha),yield,yield_h,zyield,flag
chadiza,2011,21879,21293,42951,1.96,1.9631153160564925,2.017141783684779,-0.5134176039117009,0
chadiza,2012,23894,21453,51340,2.15,2.1486565665020505,2.3931384887894467,-0.05032542348527202,0
chadiza,2013,24901,23476,50022,2.01,2.008834986546725,2.1307718521042767,-0.39930593416248744,0
chadiza,2014,25395,22957,61135,2.41,2.40736365426265,2.6630221718865705,0.5953812809544561,0
chadiza,2015,25379,21825,51345,2.02,2.023129358918791,2.352577319587629,-0.3636286276136144,0
chadiza,2016,21652,13568,40629,1.88,1.8764548309624978,2.994472287735849,-0.7297134028384502,0
chadiza,2017,26702,26565,76979,2.88,2.882892667215939,2.897760210803689,1.7822535637257841,0
chadiza,2018,18486,10822,24018,1.3,1.2992534891269067,2.2193679541674367,-2.1703495271171076,1
chadiza,2019,22368,18897,47666,2.13,2.1309907010014304,2.522410964703392,-0.09441763561684142,0
chadiza,2020,22041,18985,57891,2.63,2.626514223492582,3.0493020805899396,1.14235891909515,0
