,district,planted_ha,harvested_ha,production_mt,yield(mt/ha),year,yield
795,senanga,11175,7941,6804,0.61,2016,0.8568190404231205
796,senanga,19274,11118,7687,0.40,2020,0.6914013311746717
797,senanga,13277,8831,7906,0.60,2017,0.8952553504699354
798,senanga,9053,4710,4897,0.54,2014,1.0397027600849258
799,senanga,12016,1728,2248,0.19,2015,1.3009259259259258
800,senanga,8024,5224,6610,0.82,2012,1.2653139356814702
801,senanga,12881,5967,6813,0.53,2013,1.1417797888386123
802,serenje,17377,16260,47986,2.76,2016,2.951168511685117
803,serenje,19518,17572,59837,3.07,2012,3.405246983837924
804,serenje,19266,13018,40113,2.08,2015,3.081348901520971
805,serenje,20899,18928,54455,2.61,2022,2.8769547759932377
806,serenje,22195,18822,54038,2.43,2017,2.871002018914037
807,serenje,22052,20953,69907,3.17,2020,3.3363718799217295
808,serenje,19659,16730,51812,2.64,2019,3.096951583980873
809,serenje,18169,15887,56596,3.11,2014,3.5624095172153334
810,serenje,15699,13705,41234,2.63,2018,3.0086829624224736
811,serenje,19590,15601,59457,3.04,2021,3.811101852445356
812,serenje,14965,13957,44267,2.96,2013,3.1716701296840295
813,serenje,17274,16607,55065,3.19,2011,3.315770458240501
814,sesheke,26261,24690,13807,0.53,2017,0.5592142567841232
815,sesheke,30017,23931,32260,1.07,2020,1.3480422882453722
816,sesheke,25735,9980,10723,0.42,2011,1.0744488977955913
817,sesheke,21372,18956,10653,0.50,2018,0.5619856509812197
818,sesheke,22275,13197,12456,0.56,2014,0.9438508751989089
819,sesheke,24067,20665,12492,0.52,2016,0.6045003629324945
820,sesheke,13810,6112,6794,0.49,2013,1.1115837696335078
821,sesheke,17756,10282,18585,1.05,2022,1.807527718342735
822,sesheke,22077,11467,14228,0.64,2012,1.2407778843638266
823,sesheke,23077,6826,6647,0.29,2015,0.9737767360093759
824,sesheke,28105,4210,2913,0.10,2019,0.6919239904988124
825,sesheke,30842,24237,16595,0.54,2021,0.6846969509427735
826,shang'ombo,22717,8972,9169,0.40,2013,1.0219572001783326
827,shang'ombo,24689,17521,9997,0.40,2018,0.5705724559100508
828,shang'ombo,19286,1478,1500,0.08,2015,1.0148849797023005
829,shang'ombo,20419,13260,8933,0.44,2012,0.6736802413273002
830,shang'ombo,14724,7784,8016,0.54,2014,1.0298047276464544
831,shang'ombo,19866,13924,14725,0.74,2020,1.0575265728239012
832,shang'ombo,18684,12819,14079,0.75,2021,1.0982915984086121
833,shang'ombo,13386,7723,8421,0.63,2017,1.090379386248867
834,shang'ombo,11232,7133,5112,0.46,2016,0.7166690032244497
835,shang'ombo,16134,7759,12480,0.77,2011,1.6084546977703311
836,shangombo,27800,1468,741,0.03,2019,0.5047683923705722
837,shangombo,20788,15981,24396,1.17,2022,1.526562793317064
838,siavonga,12118,8026,15578,1.29,2021,1.9409419386992275
839,siavonga,12637,5309,7891,0.62,2015,1.4863439442456206
840,siavonga,6670,3521,6678,1.00,2011,1.89662027833002
841,siavonga,15422,694,609,0.04,2019,0.877521613832853
842,siavonga,12010,3277,6080,0.51,2018,1.8553555080866646
843,siavonga,8971,6254,15164,1.69,2012,2.4246881995522864
844,siavonga,12731,7479,15102,1.19,2016,2.019253910950662
845,siavonga,13376,6696,9621,0.72,2022,1.4368279569892473
846,siavonga,9100,3375,8031,0.88,2013,2.3795555555555556
847,siavonga,12359,4724,6034,0.49,2020,1.277307366638442
848,siavonga,8875,4779,10688,1.20,2014,2.2364511404059426
849,siavonga,12483,6765,12521,1.00,2017,1.850849963045085
850,sinazongwe,14489,11048,27222,1.88,2014,2.463975380159305
851,sinazongwe,17005,3620,9201,0.54,2015,2.5417127071823202
852,sinazongwe,12289,9062,14960,1.22,2012,1.650849702052527
853,sinazongwe,12472,9608,14165,1.14,2011,1.474292256452956
854,sinazongwe,12652,7996,15448,1.22,2016,1.9319659829914957
855,sinazongwe,12272,6198,8198,0.67,2018,1.3226847370119392
856,sinazongwe,15404,8743,11216,0.73,2021,1.2828548553128216
857,sinazongwe,16170,10309,16842,1.04,2017,1.6337181103889804
858,sinazongwe,19500,9615,13337,0.68,2022,1.3871034841393657
859,sinazongwe,12037,5970,12337,1.02,2013,2.066499162479062
860,sinazongwe,19369,844,743,0.04,2019,0.8803317535545023
861,sinazongwe,17439,7591,10273,0.59,2020,1.3533131339744435
862,solwezi,24656,20467,48937,1.98,2019,2.3910196902330583
863,solwezi,20622,18763,41019,1.99,2015,2.1861642594467834
864,solwezi,25392,21830,43446,1.71,2011,1.9901969766376546
865,solwezi,23245,20705,39259,1.69,2014,1.896112050229413
866,solwezi,26302,21642,55321,2.10,2021,2.556187043711302
867,solwezi,21982,19283,32933,1.50,2016,1.7078774049681067
868,solwezi,22390,19005,48101,2.15,2022,2.530965535385425
869,solwezi,24289,20149,29057,1.20,2017,1.44210630800536
870,solwezi,18109,14895,28193,1.56,2013,1.8927828130245048
871,solwezi,25275,21791,46301,1.83,2018,2.1247762837868844
872,solwezi,21087,15570,40400,1.92,2020,2.5947334617854847
873,solwezi,22232,20174,36702,1.65,2012,1.8192723307227123
874,zambezi,5599,5040,11870,2.12,2014,2.3551587301587302
875,zambezi,4682,3941,7595,1.62,2018,1.9271758436944937
876,zambezi,6950,5784,14507,2.09,2015,2.5081258644536653
877,zambezi,4163,3595,7284,1.75,2012,2.0261474269819195
878,zambezi,7193,6031,12153,1.69,2020,2.015088708340242
879,zambezi,6650,5109,9911,1.49,2017,1.9399099628107261
880,zambezi,5214,4587,10010,1.92,2022,2.182254196642686
881,zambezi,5885,3990,6973,1.18,2019,1.7476190476190476
882,zambezi,7920,7340,14418,1.82,2011,1.9643051771117166
883,zambezi,6350,5533,18935,2.98,2021,3.4221941080788
884,zambezi,6946,6100,11983,1.73,2016,1.9644262295081967
885,zambezi,5399,4397,10132,1.88,2013,2.3042983852626793
