id,gid,season,ccode,ensemble,planting,harvest,wsgd,gwad
26109,45,2016 2,KEN.45_1,29,2016-10-09,2017-02-01,0,1261
25385,44,2016 2,KEN.44_1,25,2016-10-09,2017-02-01,0,2133
26803,47,2016 2,KEN.47_1,3,2016-10-09,2017-01-26,0,2776
13859,26,2016 2,KEN.26_1,19,2016-10-09,2016-12-28,0,2386
6677,12,2016 2,KEN.12_1,37,2016-10-10,2017-02-08,0,694
10973,19,2016 2,KEN.19_1,13,2016-10-10,2017-02-08,0,1439
26107,45,2016 2,KEN.45_1,27,2016-10-10,2017-02-02,0,1308
18916,33,2016 2,KEN.33_1,36,2016-10-10,2017-02-08,0,2157
14575,27,2016 2,KEN.27_1,15,2016-10-10,2017-02-02,0,1664
14573,27,2016 2,KEN.27_1,13,2016-10-10,2017-02-02,0,1499
8815,15,2016 2,KEN.15_1,15,2016-10-10,2016-12-29,0,2721
10998,19,2016 2,KEN.19_1,38,2016-10-10,2017-02-08,0.042,1552
10242,17,2016 2,KEN.17_1,2,2016-10-10,2017-02-02,0,910
16006,29,2016 2,KEN.29_1,6,2016-10-10,2016-12-29,0,1650
8831,15,2016 2,KEN.15_1,31,2016-10-10,2016-12-29,0,1629
3050,5,2016 2,KEN.5_1,10,2016-10-10,2017-01-27,0,3242
13865,26,2016 2,KEN.26_1,25,2016-10-10,2016-12-29,0,2461
4503,7,2016 2,KEN.7_1,23,2016-10-10,2017-01-03,0,2492
3060,5,2016 2,KEN.5_1,20,2016-10-10,2017-01-27,0,2619
24642,43,2016 2,KEN.43_1,2,2016-10-10,2017-02-08,0,1537
16746,30,2016 2,KEN.30_1,26,2016-10-10,2017-02-08,0,1463
13856,26,2016 2,KEN.26_1,16,2016-10-10,2016-12-29,0,2811
18891,33,2016 2,KEN.33_1,11,2016-10-10,2017-02-08,0,2027
18892,33,2016 2,KEN.33_1,12,2016-10-10,2017-02-08,0,2236
4487,7,2016 2,KEN.7_1,7,2016-10-10,2017-01-03,0.453,2469
3068,5,2016 2,KEN.5_1,28,2016-10-10,2017-01-27,0,3387
18193,32,2016 2,KEN.32_1,33,2016-10-10,2017-02-02,0.269,798
13851,26,2016 2,KEN.26_1,11,2016-10-10,2016-12-29,0,2469
7394,13,2016 2,KEN.13_1,34,2016-10-10,2017-02-08,0,2371
11717,20,2016 2,KEN.20_1,37,2016-10-10,2016-12-29,0.55,2304
18903,33,2016 2,KEN.33_1,23,2016-10-10,2017-02-08,0,1861
19635,34,2016 2,KEN.34_1,35,2016-10-10,2017-02-08,0,1280
3080,5,2016 2,KEN.5_1,40,2016-10-10,2017-01-27,0.167,4157
18906,33,2016 2,KEN.33_1,26,2016-10-10,2017-02-08,0,2085
26812,47,2016 2,KEN.47_1,12,2016-10-10,2017-01-27,0,3145
7400,13,2016 2,KEN.13_1,40,2016-10-10,2017-02-08,0,2490
23933,42,2016 2,KEN.42_1,13,2016-10-10,2017-01-31,0,3667
18181,32,2016 2,KEN.32_1,21,2016-10-10,2017-02-02,0,731
26828,47,2016 2,KEN.47_1,28,2016-10-10,2017-01-27,0,3325
3799,6,2016 2,KEN.6_1,39,2016-10-10,2016-12-29,0,2552
18172,32,2016 2,KEN.32_1,12,2016-10-10,2017-02-02,0,780
18171,32,2016 2,KEN.32_1,11,2016-10-10,2017-02-02,0.364,744
11700,20,2016 2,KEN.20_1,20,2016-10-10,2016-12-29,0.029,2253
12436,21,2016 2,KEN.21_1,36,2016-10-10,2017-01-03,0.606,2162
23939,42,2016 2,KEN.42_1,19,2016-10-10,2017-01-31,0,1693
12438,21,2016 2,KEN.21_1,38,2016-10-10,2017-01-03,0.661,2264
22511,38,2016 2,KEN.38_1,31,2016-10-10,2017-01-18,0,2274
7371,13,2016 2,KEN.13_1,11,2016-10-10,2017-02-08,0,1377
1622,3,2016 2,KEN.3_1,22,2016-10-10,2017-01-31,0,2147
10969,19,2016 2,KEN.19_1,9,2016-10-10,2017-02-08,0,1269
19617,34,2016 2,KEN.34_1,17,2016-10-10,2017-02-08,0,1211
2340,4,2016 2,KEN.4_1,20,2016-10-10,2017-01-31,0,2118
9532,16,2016 2,KEN.16_1,12,2016-10-10,2017-02-08,0.555,807
14565,27,2016 2,KEN.27_1,5,2016-10-11,2017-02-03,0,1518
892,2,2016 2,KEN.2_1,12,2016-10-11,2017-02-09,0.007,2077
13124,23,2016 2,KEN.23_1,4,2016-10-11,2017-02-09,0,1480
18914,33,2016 2,KEN.33_1,34,2016-10-11,2017-02-09,0,1788
16011,29,2016 2,KEN.29_1,11,2016-10-11,2016-12-30,0.441,1628
18881,33,2016 2,KEN.33_1,1,2016-10-11,2017-02-09,0,2156
9552,16,2016 2,KEN.16_1,32,2016-10-11,2017-02-09,0,1035
24674,43,2016 2,KEN.43_1,34,2016-10-11,2017-02-09,0,1641
8827,15,2016 2,KEN.15_1,27,2016-10-11,2016-12-30,0.451,1473
24657,43,2016 2,KEN.43_1,17,2016-10-11,2017-02-09,0,1319
8817,15,2016 2,KEN.15_1,17,2016-10-11,2016-12-30,0.422,1519
23212,41,2016 2,KEN.41_1,12,2016-10-11,2016-12-30,0,2840
26115,45,2016 2,KEN.45_1,35,2016-10-11,2017-02-03,0,1248
16021,29,2016 2,KEN.29_1,21,2016-10-11,2016-12-30,0.413,1552
6678,12,2016 2,KEN.12_1,38,2016-10-11,2017-02-09,0,728
21078,36,2016 2,KEN.36_1,38,2016-10-11,2017-01-03,0,2707
4513,7,2016 2,KEN.7_1,33,2016-10-11,2017-01-03,0,2466
4512,7,2016 2,KEN.7_1,32,2016-10-11,2017-01-03,0.548,2432
21074,36,2016 2,KEN.36_1,34,2016-10-11,2017-01-03,0.34,2228
21073,36,2016 2,KEN.36_1,33,2016-10-11,2017-01-03,0.49,2026
24651,43,2016 2,KEN.43_1,11,2016-10-11,2017-02-09,0,1453
4486,7,2016 2,KEN.7_1,6,2016-10-11,2017-01-03,0.45,2385
23921,42,2016 2,KEN.42_1,1,2016-10-11,2017-02-01,0,2441
23931,42,2016 2,KEN.42_1,11,2016-10-11,2017-02-01,0,1751
3764,6,2016 2,KEN.6_1,4,2016-10-11,2016-12-30,0,2359
3773,6,2016 2,KEN.6_1,13,2016-10-11,2016-12-30,0,2209
3790,6,2016 2,KEN.6_1,30,2016-10-11,2016-12-30,0,2525
3800,6,2016 2,KEN.6_1,40,2016-10-11,2016-12-30,0,2440
21053,36,2016 2,KEN.36_1,13,2016-10-11,2017-02-03,0.777,1014
23956,42,2016 2,KEN.42_1,36,2016-10-11,2017-02-01,0,1685
22481,38,2016 2,KEN.38_1,1,2016-10-11,2017-01-17,0,2101
15289,28,2016 2,KEN.28_1,9,2016-10-11,2017-02-09,0,1471
15310,28,2016 2,KEN.28_1,30,2016-10-11,2017-02-09,0,1471
15320,28,2016 2,KEN.28_1,40,2016-10-11,2017-02-09,0,1520
13864,26,2016 2,KEN.26_1,24,2016-10-11,2016-12-30,0,2280
13154,23,2016 2,KEN.23_1,34,2016-10-11,2017-02-09,0,1983
2339,4,2016 2,KEN.4_1,19,2016-10-11,2017-02-01,0,2271
194,1,2016 2,KEN.1_1,34,2016-10-11,2017-01-28,0,3156
10976,19,2016 2,KEN.19_1,16,2016-10-11,2017-02-09,0.3,1507
25366,44,2016 2,KEN.44_1,6,2016-10-11,2017-02-01,0,2068
25379,44,2016 2,KEN.44_1,19,2016-10-11,2017-02-01,0,2541
25384,44,2016 2,KEN.44_1,24,2016-10-11,2017-02-01,0,2557
14587,27,2016 2,KEN.27_1,27,2016-10-11,2017-02-03,0,1458
14586,27,2016 2,KEN.27_1,26,2016-10-11,2017-02-03,0,1513
21779,37,2016 2,KEN.37_1,19,2016-10-11,2016-12-30,0,2043
21786,37,2016 2,KEN.37_1,26,2016-10-11,2016-12-30,0,2600
18165,32,2016 2,KEN.32_1,5,2016-10-11,2017-02-03,0.333,950
11712,20,2016 2,KEN.20_1,32,2016-10-11,2016-12-30,0,2247
10996,19,2016 2,KEN.19_1,36,2016-10-11,2017-02-09,0,1256
5925,11,2016 2,KEN.11_1,5,2016-10-11,2017-02-01,0.594,1364
11688,20,2016 2,KEN.20_1,8,2016-10-11,2016-12-30,0.555,2313
20328,35,2016 2,KEN.35_1,8,2016-10-11,2017-01-12,0,2122
7383,13,2016 2,KEN.13_1,23,2016-10-11,2017-02-09,0,1308
9540,16,2016 2,KEN.16_1,20,2016-10-11,2017-02-09,0,1044
11703,20,2016 2,KEN.20_1,23,2016-10-12,2016-12-31,0.576,2241
2360,4,2016 2,KEN.4_1,40,2016-10-12,2017-02-02,0,2111
26835,47,2016 2,KEN.47_1,35,2016-10-12,2017-01-29,0,2224
23203,41,2016 2,KEN.41_1,3,2016-10-12,2016-12-31,0,2872
8095,14,2016 2,KEN.14_1,15,2016-10-12,2017-02-10,0,845
25375,44,2016 2,KEN.44_1,15,2016-10-12,2017-02-02,0,2197
17473,31,2016 2,KEN.31_1,33,2016-10-12,2017-02-10,0,2416
3792,6,2016 2,KEN.6_1,32,2016-10-12,2016-12-31,0,2822
26105,45,2016 2,KEN.45_1,25,2016-10-12,2017-02-04,0,1212
15300,28,2016 2,KEN.28_1,20,2016-10-12,2017-02-10,0,1076
889,2,2016 2,KEN.2_1,9,2016-10-12,2017-02-10,0,2300
25372,44,2016 2,KEN.44_1,12,2016-10-12,2017-02-02,0,2532
26805,47,2016 2,KEN.47_1,5,2016-10-12,2017-01-29,0,3068
21794,37,2016 2,KEN.37_1,34,2016-10-12,2016-12-31,0,2334
23949,42,2016 2,KEN.42_1,29,2016-10-12,2017-02-02,0,1656
9553,16,2016 2,KEN.16_1,33,2016-10-12,2017-02-10,0,1020
8819,15,2016 2,KEN.15_1,19,2016-10-12,2016-12-31,0,1575
21790,37,2016 2,KEN.37_1,30,2016-10-12,2016-12-31,0,2252
5929,11,2016 2,KEN.11_1,9,2016-10-12,2017-02-02,0.598,1306
3070,5,2016 2,KEN.5_1,30,2016-10-12,2017-01-29,0,3334
5935,11,2016 2,KEN.11_1,15,2016-10-12,2017-02-02,0.658,1345
23213,41,2016 2,KEN.41_1,13,2016-10-12,2016-12-31,0.47,2178
23228,41,2016 2,KEN.41_1,28,2016-10-12,2016-12-31,0,1650
18186,32,2016 2,KEN.32_1,26,2016-10-12,2017-02-04,0.356,878
16037,29,2016 2,KEN.29_1,37,2016-10-12,2016-12-31,0.405,1654
8112,14,2016 2,KEN.14_1,32,2016-10-12,2017-02-10,0.283,875
13159,23,2016 2,KEN.23_1,39,2016-10-12,2017-02-10,0,1777
12409,21,2016 2,KEN.21_1,9,2016-10-12,2017-01-04,0.714,2120
1614,3,2016 2,KEN.3_1,14,2016-10-12,2017-02-02,0,2021
1630,3,2016 2,KEN.3_1,30,2016-10-12,2017-02-02,0,3739
8829,15,2016 2,KEN.15_1,29,2016-10-12,2016-12-31,0,2682
6662,12,2016 2,KEN.12_1,22,2016-10-12,2017-02-10,0.21,671
23202,41,2016 2,KEN.41_1,2,2016-10-12,2016-12-31,0,1651
1606,3,2016 2,KEN.3_1,6,2016-10-12,2017-02-02,0,2139
6656,12,2016 2,KEN.12_1,16,2016-10-12,2017-02-10,0.059,760
5951,11,2016 2,KEN.11_1,31,2016-10-12,2017-02-02,0.706,1425
1603,3,2016 2,KEN.3_1,3,2016-10-12,2017-02-02,0,3739
1602,3,2016 2,KEN.3_1,2,2016-10-12,2017-02-02,0,2109
26829,47,2016 2,KEN.47_1,29,2016-10-13,2017-01-30,0,2989
5924,11,2016 2,KEN.11_1,4,2016-10-13,2017-02-03,0.664,1283
11682,20,2016 2,KEN.20_1,2,2016-10-13,2017-01-01,0.524,2281
24655,43,2016 2,KEN.43_1,15,2016-10-13,2017-02-11,0,1796
23224,41,2016 2,KEN.41_1,24,2016-10-13,2017-01-01,0.42,2235
14576,27,2016 2,KEN.27_1,16,2016-10-13,2017-02-05,0,1728
21792,37,2016 2,KEN.37_1,32,2016-10-13,2017-01-01,0.212,2608
25395,44,2016 2,KEN.44_1,35,2016-10-13,2017-02-03,0,2040
3779,6,2016 2,KEN.6_1,19,2016-10-13,2017-01-01,0,2307
23955,42,2016 2,KEN.42_1,35,2016-10-13,2017-02-03,0,1714
8093,14,2016 2,KEN.14_1,13,2016-10-13,2017-02-10,0.135,914
19631,34,2016 2,KEN.34_1,31,2016-10-13,2017-02-11,0.102,1065
894,2,2016 2,KEN.2_1,14,2016-10-13,2017-02-11,0.228,2508
890,2,2016 2,KEN.2_1,10,2016-10-13,2017-02-11,0.311,1721
26813,47,2016 2,KEN.47_1,13,2016-10-13,2017-01-30,0,1858
22505,38,2016 2,KEN.38_1,25,2016-10-13,2017-01-19,0,2138
8091,14,2016 2,KEN.14_1,11,2016-10-13,2017-02-10,0.181,868
16743,30,2016 2,KEN.30_1,23,2016-10-13,2017-02-11,0,2859
22510,38,2016 2,KEN.38_1,30,2016-10-13,2017-01-19,0,2238
7382,13,2016 2,KEN.13_1,22,2016-10-13,2017-02-11,0,1406
15319,28,2016 2,KEN.28_1,39,2016-10-13,2017-02-10,0,1415
20324,35,2016 2,KEN.35_1,4,2016-10-13,2017-01-14,0.219,2282
2359,4,2016 2,KEN.4_1,39,2016-10-13,2017-02-03,0.025,2061
11701,20,2016 2,KEN.20_1,21,2016-10-13,2017-01-01,0.437,2267
1634,3,2016 2,KEN.3_1,34,2016-10-13,2017-02-03,0,2207
13142,23,2016 2,KEN.23_1,22,2016-10-13,2017-02-11,0,1542
5948,11,2016 2,KEN.11_1,28,2016-10-13,2017-02-03,0.629,1280
12414,21,2016 2,KEN.21_1,14,2016-10-13,2017-01-05,0.731,2154
21077,36,2016 2,KEN.36_1,37,2016-10-13,2017-01-05,0.536,1795
22495,38,2016 2,KEN.38_1,15,2016-10-13,2017-01-19,0,2119
12406,21,2016 2,KEN.21_1,6,2016-10-13,2017-01-05,0.733,2188
11689,20,2016 2,KEN.20_1,9,2016-10-13,2017-01-01,0.599,2247
6675,12,2016 2,KEN.12_1,35,2016-10-13,2017-02-11,0.05,679
3072,5,2016 2,KEN.5_1,32,2016-10-13,2017-01-30,0,2754
16032,29,2016 2,KEN.29_1,32,2016-10-13,2017-01-01,0.415,1494
18884,33,2016 2,KEN.33_1,4,2016-10-13,2017-02-11,0,1867
193,1,2016 2,KEN.1_1,33,2016-10-13,2017-01-30,0,2961
18883,33,2016 2,KEN.33_1,3,2016-10-13,2017-02-11,0,1920
3063,5,2016 2,KEN.5_1,23,2016-10-13,2017-01-30,0,3942
16028,29,2016 2,KEN.29_1,28,2016-10-13,2017-01-01,0.435,1737
26113,45,2016 2,KEN.45_1,33,2016-10-13,2017-02-05,0,1192
9555,16,2016 2,KEN.16_1,35,2016-10-13,2017-02-11,0.607,735
8089,14,2016 2,KEN.14_1,9,2016-10-13,2017-02-10,0.042,955
9559,16,2016 2,KEN.16_1,39,2016-10-13,2017-02-11,0,1004
23957,42,2016 2,KEN.42_1,37,2016-10-13,2017-02-03,0,1633
14589,27,2016 2,KEN.27_1,29,2016-10-13,2017-02-05,0,1662
18161,32,2016 2,KEN.32_1,1,2016-10-14,2017-02-06,0.44,757
183,1,2016 2,KEN.1_1,23,2016-10-14,2017-01-29,0,4221
17461,31,2016 2,KEN.31_1,21,2016-10-14,2017-02-11,0,2127
12413,21,2016 2,KEN.21_1,13,2016-10-14,2017-01-07,0.751,2038
12412,21,2016 2,KEN.21_1,12,2016-10-14,2017-01-07,0.749,1986
2348,4,2016 2,KEN.4_1,28,2016-10-14,2017-02-03,0,1972
5215,8,2016 2,KEN.8_1,15,2016-10-14,2017-02-06,0,1424
10243,17,2016 2,KEN.17_1,3,2016-10-14,2017-02-06,0,1096
8119,14,2016 2,KEN.14_1,39,2016-10-14,2017-02-11,0,821
24678,43,2016 2,KEN.43_1,38,2016-10-14,2017-02-11,0,1729
14596,27,2016 2,KEN.27_1,36,2016-10-14,2017-02-06,0,1663
8810,15,2016 2,KEN.15_1,10,2016-10-14,2017-01-02,0.347,1570
896,2,2016 2,KEN.2_1,16,2016-10-14,2017-02-11,0.406,1566
12416,21,2016 2,KEN.21_1,16,2016-10-14,2017-01-07,0.744,1895
20359,35,2016 2,KEN.35_1,39,2016-10-14,2017-01-15,0.059,2716
21066,36,2016 2,KEN.36_1,26,2016-10-14,2017-01-07,0.549,1941
17460,31,2016 2,KEN.31_1,20,2016-10-14,2017-02-11,0,1809
6643,12,2016 2,KEN.12_1,3,2016-10-14,2017-02-11,0,687
19639,34,2016 2,KEN.34_1,39,2016-10-14,2017-02-11,0,1054
8816,15,2016 2,KEN.15_1,16,2016-10-14,2017-01-02,0.376,1470
10250,17,2016 2,KEN.17_1,10,2016-10-14,2017-02-06,0,1165
6668,12,2016 2,KEN.12_1,28,2016-10-14,2017-02-11,0,685
8805,15,2016 2,KEN.15_1,5,2016-10-14,2017-01-02,0.431,1783
15281,28,2016 2,KEN.28_1,1,2016-10-14,2017-02-11,0,1229
11694,20,2016 2,KEN.20_1,14,2016-10-14,2017-01-02,0.635,2218
8099,14,2016 2,KEN.14_1,19,2016-10-14,2017-02-11,0.284,890
13866,26,2016 2,KEN.26_1,26,2016-10-14,2017-01-02,0,2479
23219,41,2016 2,KEN.41_1,19,2016-10-14,2017-01-02,0.494,1530
5936,11,2016 2,KEN.11_1,16,2016-10-14,2017-02-03,0.626,1262
199,1,2016 2,KEN.1_1,39,2016-10-14,2017-01-29,0,3848
25362,44,2016 2,KEN.44_1,2,2016-10-14,2017-02-03,0,2528
21772,37,2016 2,KEN.37_1,12,2016-10-14,2017-01-02,0,1690
7379,13,2016 2,KEN.13_1,19,2016-10-14,2017-02-11,0,2475
23934,42,2016 2,KEN.42_1,14,2016-10-14,2017-02-03,0,1701
7362,13,2016 2,KEN.13_1,2,2016-10-14,2017-02-11,0,1842
25386,44,2016 2,KEN.44_1,26,2016-10-14,2017-02-03,0,2570
1615,3,2016 2,KEN.3_1,15,2016-10-14,2017-02-03,0,2420
22513,38,2016 2,KEN.38_1,33,2016-10-14,2017-01-20,0,2230
899,2,2016 2,KEN.2_1,19,2016-10-14,2017-02-11,0,2183
18185,32,2016 2,KEN.32_1,25,2016-10-14,2017-02-06,0.023,742
16758,30,2016 2,KEN.30_1,38,2016-10-14,2017-02-11,0,1541
3791,6,2016 2,KEN.6_1,31,2016-10-14,2017-01-02,0,2408
25378,44,2016 2,KEN.44_1,18,2016-10-14,2017-02-03,0,1970
22519,38,2016 2,KEN.38_1,39,2016-10-14,2017-01-20,0,2101
12430,21,2016 2,KEN.21_1,30,2016-10-14,2017-01-07,0.718,2101
25390,44,2016 2,KEN.44_1,30,2016-10-15,2017-02-04,0,2722
20333,35,2016 2,KEN.35_1,13,2016-10-15,2017-02-07,0.767,974
18915,33,2016 2,KEN.33_1,35,2016-10-15,2017-02-12,0,2069
24641,43,2016 2,KEN.43_1,1,2016-10-15,2017-02-12,0,2514
23935,42,2016 2,KEN.42_1,15,2016-10-15,2017-02-04,0,1816
11710,20,2016 2,KEN.20_1,30,2016-10-15,2017-01-01,0.671,2395
21070,36,2016 2,KEN.36_1,30,2016-10-15,2017-01-08,0.589,2165
9551,16,2016 2,KEN.16_1,31,2016-10-15,2017-02-12,0.58,726
11706,20,2016 2,KEN.20_1,26,2016-10-15,2017-01-01,0.702,2280
17449,31,2016 2,KEN.31_1,9,2016-10-15,2017-02-12,0,1891
1639,3,2016 2,KEN.3_1,39,2016-10-15,2017-02-04,0,4010
10252,17,2016 2,KEN.17_1,12,2016-10-15,2017-02-07,0,1127
4511,7,2016 2,KEN.7_1,31,2016-10-15,2017-01-08,0.529,2381
3767,6,2016 2,KEN.6_1,7,2016-10-15,2017-01-01,0,3039
10995,19,2016 2,KEN.19_1,35,2016-10-15,2017-02-12,0,1092
21050,36,2016 2,KEN.36_1,10,2016-10-15,2017-01-08,0.582,2195
12418,21,2016 2,KEN.21_1,18,2016-10-15,2017-01-08,0.757,2067
1631,3,2016 2,KEN.3_1,31,2016-10-15,2017-02-04,0,2139
18175,32,2016 2,KEN.32_1,15,2016-10-15,2017-02-07,0.194,720
13144,23,2016 2,KEN.23_1,24,2016-10-15,2017-02-12,0,1678
18907,33,2016 2,KEN.33_1,27,2016-10-15,2017-02-12,0,1975
23937,42,2016 2,KEN.42_1,17,2016-10-15,2017-02-04,0,1682
13147,23,2016 2,KEN.23_1,27,2016-10-15,2017-02-12,0,1592
911,2,2016 2,KEN.2_1,31,2016-10-15,2017-02-12,0.121,1787
25398,44,2016 2,KEN.44_1,38,2016-10-15,2017-02-04,0,3005
8106,14,2016 2,KEN.14_1,26,2016-10-15,2017-02-12,0.137,899
3058,5,2016 2,KEN.5_1,18,2016-10-15,2017-01-30,0,3800
23215,41,2016 2,KEN.41_1,15,2016-10-15,2017-01-01,0,3039
176,1,2016 2,KEN.1_1,16,2016-10-15,2017-01-30,0,4523
22517,38,2016 2,KEN.38_1,37,2016-10-15,2017-01-21,0,2178
8118,14,2016 2,KEN.14_1,38,2016-10-15,2017-02-12,0.06,1010
16732,30,2016 2,KEN.30_1,12,2016-10-15,2017-02-12,0,3207
6679,12,2016 2,KEN.12_1,39,2016-10-15,2017-02-12,0,650
14567,27,2016 2,KEN.27_1,7,2016-10-15,2017-02-07,0,1638
26095,45,2016 2,KEN.45_1,15,2016-10-15,2017-02-07,0,1128
3071,5,2016 2,KEN.5_1,31,2016-10-15,2017-01-30,0,4269
21784,37,2016 2,KEN.37_1,24,2016-10-15,2017-01-01,0,2602
5223,8,2016 2,KEN.8_1,23,2016-10-15,2017-02-07,0,1544
9548,16,2016 2,KEN.16_1,28,2016-10-15,2017-02-12,0.592,720
23235,41,2016 2,KEN.41_1,35,2016-10-15,2017-01-01,0,3039
23942,42,2016 2,KEN.42_1,22,2016-10-15,2017-02-04,0,1652
24677,43,2016 2,KEN.43_1,37,2016-10-15,2017-02-12,0,795
7396,13,2016 2,KEN.13_1,36,2016-10-15,2017-02-12,0,1748
7397,13,2016 2,KEN.13_1,37,2016-10-15,2017-02-12,0,1436
10979,19,2016 2,KEN.19_1,19,2016-10-15,2017-02-12,0.325,1212
26801,47,2016 2,KEN.47_1,1,2016-10-15,2017-01-30,0,3202
26818,47,2016 2,KEN.47_1,18,2016-10-15,2017-01-30,0,3043
20353,35,2016 2,KEN.35_1,33,2016-10-15,2017-01-16,0,1882
17480,31,2016 2,KEN.31_1,40,2016-10-15,2017-02-12,0,2251
13854,26,2016 2,KEN.26_1,14,2016-10-15,2017-01-01,0,2610
4481,7,2016 2,KEN.7_1,1,2016-10-15,2017-01-08,0.475,2434
19622,34,2016 2,KEN.34_1,22,2016-10-15,2017-02-12,0.59,861
23951,42,2016 2,KEN.42_1,31,2016-10-16,2017-02-06,0,1651
21057,36,2016 2,KEN.36_1,17,2016-10-16,2017-01-09,0.564,2095
1625,3,2016 2,KEN.3_1,25,2016-10-16,2017-02-06,0,2360
23940,42,2016 2,KEN.42_1,20,2016-10-16,2017-02-06,0,1913
3765,6,2016 2,KEN.6_1,5,2016-10-16,2017-01-02,0,2583
26831,47,2016 2,KEN.47_1,31,2016-10-16,2017-01-31,0,3043
26810,47,2016 2,KEN.47_1,10,2016-10-16,2017-01-31,0,3265
26804,47,2016 2,KEN.47_1,4,2016-10-16,2017-01-31,0,2430
5204,8,2016 2,KEN.8_1,4,2016-10-16,2017-02-08,0,1449
5216,8,2016 2,KEN.8_1,16,2016-10-16,2017-02-08,0,1463
15292,28,2016 2,KEN.28_1,12,2016-10-16,2017-02-13,0,1087
4497,7,2016 2,KEN.7_1,17,2016-10-16,2017-01-09,0.54,2203
24648,43,2016 2,KEN.43_1,8,2016-10-16,2017-02-13,0,1480
167,1,2016 2,KEN.1_1,7,2016-10-16,2017-01-31,0,3702
13137,23,2016 2,KEN.23_1,17,2016-10-16,2017-02-13,0,1701
171,1,2016 2,KEN.1_1,11,2016-10-16,2017-01-31,0,3983
13141,23,2016 2,KEN.23_1,21,2016-10-16,2017-02-13,0,1585
13128,23,2016 2,KEN.23_1,8,2016-10-16,2017-02-13,0,1737
6666,12,2016 2,KEN.12_1,26,2016-10-16,2017-02-13,0,684
13157,23,2016 2,KEN.23_1,37,2016-10-16,2017-02-13,0,1645
16728,30,2016 2,KEN.30_1,8,2016-10-16,2017-02-13,0,2093
6673,12,2016 2,KEN.12_1,33,2016-10-16,2017-02-13,0,690
16030,29,2016 2,KEN.29_1,30,2016-10-16,2017-01-02,0.439,2704
9533,16,2016 2,KEN.16_1,13,2016-10-16,2017-02-13,0.588,715
25381,44,2016 2,KEN.44_1,21,2016-10-16,2017-02-06,0,2109
9525,16,2016 2,KEN.16_1,5,2016-10-16,2017-02-13,0.592,713
23236,41,2016 2,KEN.41_1,36,2016-10-16,2017-01-02,0.296,2874
21769,37,2016 2,KEN.37_1,9,2016-10-16,2017-01-02,0.587,2634
26089,45,2016 2,KEN.45_1,9,2016-10-16,2017-02-08,0,1125
24663,43,2016 2,KEN.43_1,23,2016-10-16,2017-02-13,0,1684
25400,44,2016 2,KEN.44_1,40,2016-10-16,2017-02-06,0,3171
8833,15,2016 2,KEN.15_1,33,2016-10-16,2017-01-02,0.243,2323
18899,33,2016 2,KEN.33_1,19,2016-10-16,2017-02-13,0.107,1614
17469,31,2016 2,KEN.31_1,29,2016-10-16,2017-02-13,0,1734
18902,33,2016 2,KEN.33_1,22,2016-10-16,2017-02-13,0,2076
18904,33,2016 2,KEN.33_1,24,2016-10-16,2017-02-13,0.202,2087
19614,34,2016 2,KEN.34_1,14,2016-10-16,2017-02-13,0.602,837
5947,11,2016 2,KEN.11_1,27,2016-10-16,2017-02-06,0.715,1197
18170,32,2016 2,KEN.32_1,10,2016-10-16,2017-02-08,0,807
16008,29,2016 2,KEN.29_1,8,2016-10-16,2017-01-02,0.505,1809
5235,8,2016 2,KEN.8_1,35,2016-10-16,2017-02-08,0,1482
5234,8,2016 2,KEN.8_1,34,2016-10-16,2017-02-08,0,1457
16751,30,2016 2,KEN.30_1,31,2016-10-16,2017-02-13,0,2281
23960,42,2016 2,KEN.42_1,40,2016-10-16,2017-02-06,0,2730
8812,15,2016 2,KEN.15_1,12,2016-10-17,2017-01-05,0,2807
26098,45,2016 2,KEN.45_1,18,2016-10-17,2017-02-09,0,1123
10275,17,2016 2,KEN.17_1,35,2016-10-17,2017-02-09,0,1189
14582,27,2016 2,KEN.27_1,22,2016-10-17,2017-02-09,0,1822
21764,37,2016 2,KEN.37_1,4,2016-10-17,2017-01-05,0.098,2185
24664,43,2016 2,KEN.43_1,24,2016-10-17,2017-02-14,0,1722
9542,16,2016 2,KEN.16_1,22,2016-10-17,2017-02-14,0.561,716
23230,41,2016 2,KEN.41_1,30,2016-10-17,2017-01-05,0,1817
26081,45,2016 2,KEN.45_1,1,2016-10-17,2017-02-09,0.227,1054
24671,43,2016 2,KEN.43_1,31,2016-10-17,2017-02-14,0,1662
8110,14,2016 2,KEN.14_1,30,2016-10-17,2017-02-14,0,825
909,2,2016 2,KEN.2_1,29,2016-10-17,2017-02-14,0.324,1559
187,1,2016 2,KEN.1_1,27,2016-10-17,2017-02-01,0,3532
186,1,2016 2,KEN.1_1,26,2016-10-17,2017-02-01,0,4215
16034,29,2016 2,KEN.29_1,34,2016-10-17,2017-01-05,0.463,1789
16734,30,2016 2,KEN.30_1,14,2016-10-17,2017-02-14,0,3016
5225,8,2016 2,KEN.8_1,25,2016-10-17,2017-02-09,0,1405
12401,21,2016 2,KEN.21_1,1,2016-10-17,2017-01-10,0.752,1789
2321,4,2016 2,KEN.4_1,1,2016-10-17,2017-02-07,0,2356
6670,12,2016 2,KEN.12_1,30,2016-10-17,2017-02-14,0,848
16726,30,2016 2,KEN.30_1,6,2016-10-17,2017-02-14,0,2040
19613,34,2016 2,KEN.34_1,13,2016-10-17,2017-02-14,0,1014
