id,gid,season,ccode,ensemble,planting,harvest,wsgd,gwad
13696,26,2014 2,KEN.26_1,16,2014-10-01,2014-12-21,0.183,2313
20190,35,2014 2,KEN.35_1,30,2014-10-01,2015-01-05,0,3062
18725,33,2014 2,KEN.33_1,5,2014-10-01,2015-01-30,0,1737
20186,35,2014 2,KEN.35_1,26,2014-10-01,2015-01-05,0,2463
10809,19,2014 2,KEN.19_1,9,2014-10-01,2015-02-01,0.142,1198
8646,15,2014 2,KEN.15_1,6,2014-10-01,2014-12-21,0,2122
2911,5,2014 2,KEN.5_1,31,2014-10-01,2015-01-18,0.227,3779
10119,17,2014 2,KEN.17_1,39,2014-10-01,2015-01-27,0,1440
10820,19,2014 2,KEN.19_1,20,2014-10-01,2015-02-01,0.12,1142
10092,17,2014 2,KEN.17_1,12,2014-10-01,2015-01-27,0,1441
3637,6,2014 2,KEN.6_1,37,2014-10-01,2014-12-21,0,1965
3630,6,2014 2,KEN.6_1,30,2014-10-01,2014-12-21,0,2439
13708,26,2014 2,KEN.26_1,28,2014-10-01,2014-12-21,0,2386
3623,6,2014 2,KEN.6_1,23,2014-10-01,2014-12-21,0,2012
13687,26,2014 2,KEN.26_1,7,2014-10-01,2014-12-21,0,2285
21624,37,2014 2,KEN.37_1,24,2014-10-01,2014-12-21,0,2309
8644,15,2014 2,KEN.15_1,4,2014-10-01,2014-12-21,0,2293
7954,14,2014 2,KEN.14_1,34,2014-10-01,2015-02-01,0,1086
7209,13,2014 2,KEN.13_1,9,2014-10-01,2015-01-30,0,1968
15867,29,2014 2,KEN.29_1,27,2014-10-01,2014-12-21,0,2443
14416,27,2014 2,KEN.27_1,16,2014-10-01,2015-01-27,0,1374
14421,27,2014 2,KEN.27_1,21,2014-10-01,2015-01-27,0,1328
2897,5,2014 2,KEN.5_1,17,2014-10-01,2015-01-18,0.288,4126
2885,5,2014 2,KEN.5_1,5,2014-10-01,2015-01-18,0,2620
21633,37,2014 2,KEN.37_1,33,2014-10-01,2014-12-21,0,2330
15123,28,2014 2,KEN.28_1,3,2014-10-01,2015-02-01,0,1110
7207,13,2014 2,KEN.13_1,7,2014-10-01,2015-01-30,0,1418
17313,31,2014 2,KEN.31_1,33,2014-10-01,2015-01-30,0,1416
15135,28,2014 2,KEN.28_1,15,2014-10-01,2015-02-01,0.483,1417
1451,3,2014 2,KEN.3_1,11,2014-10-01,2015-01-24,0,2127
24496,43,2014 2,KEN.43_1,16,2014-10-01,2015-01-30,0,2155
24491,43,2014 2,KEN.43_1,11,2014-10-01,2015-01-30,0,1023
15146,28,2014 2,KEN.28_1,26,2014-10-01,2015-02-01,0.701,1137
16584,30,2014 2,KEN.30_1,24,2014-10-01,2015-01-30,0,1677
16588,30,2014 2,KEN.30_1,28,2014-10-01,2015-01-30,0,1531
16595,30,2014 2,KEN.30_1,35,2014-10-01,2015-01-30,0.075,1748
4350,7,2014 2,KEN.7_1,30,2014-10-01,2014-12-28,0,1974
22350,38,2014 2,KEN.38_1,30,2014-10-01,2015-01-10,0,1861
24,1,2014 2,KEN.1_1,24,2014-10-01,2015-01-18,0,3492
17286,31,2014 2,KEN.31_1,6,2014-10-01,2015-01-30,0,1474
12997,23,2014 2,KEN.23_1,37,2014-10-01,2015-01-30,0,1485
1476,3,2014 2,KEN.3_1,36,2014-10-01,2015-01-24,0,3701
6495,12,2014 2,KEN.12_1,15,2014-10-01,2015-01-30,0,1303
12973,23,2014 2,KEN.23_1,13,2014-10-01,2015-01-30,0,1421
18752,33,2014 2,KEN.33_1,32,2014-10-01,2015-01-30,0,1771
17,1,2014 2,KEN.1_1,17,2014-10-01,2015-01-18,0,3616
18746,33,2014 2,KEN.33_1,26,2014-10-01,2015-01-30,0,1949
18738,33,2014 2,KEN.33_1,18,2014-10-01,2015-01-30,0,1720
26679,47,2014 2,KEN.47_1,39,2014-10-01,2015-01-18,0,2780
5048,8,2014 2,KEN.8_1,8,2014-10-01,2015-01-27,0,1362
5044,8,2014 2,KEN.8_1,4,2014-10-01,2015-01-27,0,1425
2176,4,2014 2,KEN.4_1,16,2014-10-01,2015-01-24,0,2238
18016,32,2014 2,KEN.32_1,16,2014-10-01,2015-01-27,0,1365
18018,32,2014 2,KEN.32_1,18,2014-10-01,2015-01-27,0,1487
11560,20,2014 2,KEN.20_1,40,2014-10-01,2014-12-21,0,2224
16570,30,2014 2,KEN.30_1,10,2014-10-01,2015-01-30,0,1877
12261,21,2014 2,KEN.21_1,21,2014-10-01,2014-12-28,0,1981
26664,47,2014 2,KEN.47_1,24,2014-10-01,2015-01-18,0,3329
12246,21,2014 2,KEN.21_1,6,2014-10-01,2014-12-28,0,2227
25949,45,2014 2,KEN.45_1,29,2014-10-01,2015-01-27,0.26,896
22338,38,2014 2,KEN.38_1,18,2014-10-02,2015-01-11,0.2,1967
20181,35,2014 2,KEN.35_1,21,2014-10-02,2015-01-06,0,1726
22336,38,2014 2,KEN.38_1,16,2014-10-02,2015-01-11,0.356,2004
4348,7,2014 2,KEN.7_1,28,2014-10-02,2014-12-29,0,1870
18033,32,2014 2,KEN.32_1,33,2014-10-02,2015-01-26,0,1489
7960,14,2014 2,KEN.14_1,40,2014-10-02,2015-02-02,0.403,1190
16593,30,2014 2,KEN.30_1,33,2014-10-02,2015-01-31,0.399,2106
15142,28,2014 2,KEN.28_1,22,2014-10-02,2015-02-02,0.401,1370
10819,19,2014 2,KEN.19_1,19,2014-10-02,2015-02-02,0,1062
2197,4,2014 2,KEN.4_1,37,2014-10-02,2015-01-25,0,2210
10118,17,2014 2,KEN.17_1,38,2014-10-02,2015-01-26,0.258,1559
18022,32,2014 2,KEN.32_1,22,2014-10-02,2015-01-26,0,1481
10114,17,2014 2,KEN.17_1,34,2014-10-02,2015-01-26,0,1512
12995,23,2014 2,KEN.23_1,35,2014-10-02,2015-01-31,0,1655
22357,38,2014 2,KEN.38_1,37,2014-10-02,2015-01-11,0.356,2005
4327,7,2014 2,KEN.7_1,7,2014-10-02,2014-12-29,0,1923
10822,19,2014 2,KEN.19_1,22,2014-10-02,2015-02-02,0.21,1238
8665,15,2014 2,KEN.15_1,25,2014-10-02,2014-12-22,0,1732
25227,44,2014 2,KEN.44_1,27,2014-10-02,2015-01-25,0.197,3480
20900,36,2014 2,KEN.36_1,20,2014-10-02,2014-12-29,0,2135
23769,42,2014 2,KEN.42_1,9,2014-10-02,2015-01-25,0,2561
12989,23,2014 2,KEN.23_1,29,2014-10-02,2015-01-31,0,1529
23060,41,2014 2,KEN.41_1,20,2014-10-02,2014-12-22,0,2483
14411,27,2014 2,KEN.27_1,11,2014-10-02,2015-01-26,0,1489
751,2,2014 2,KEN.2_1,31,2014-10-02,2015-01-31,0.222,2244
5061,8,2014 2,KEN.8_1,21,2014-10-02,2015-01-26,0,1460
5059,8,2014 2,KEN.8_1,19,2014-10-02,2015-01-26,0.305,1493
23079,41,2014 2,KEN.41_1,39,2014-10-02,2014-12-22,0,2103
10831,19,2014 2,KEN.19_1,31,2014-10-02,2015-02-02,0,1095
18011,32,2014 2,KEN.32_1,11,2014-10-02,2015-01-26,0,1901
7921,14,2014 2,KEN.14_1,1,2014-10-02,2015-02-02,0,1116
1455,3,2014 2,KEN.3_1,15,2014-10-02,2015-01-25,0,2866
755,2,2014 2,KEN.2_1,35,2014-10-02,2015-01-31,0,2433
26668,47,2014 2,KEN.47_1,28,2014-10-02,2015-01-19,0,3075
2918,5,2014 2,KEN.5_1,38,2014-10-02,2015-01-19,0,3129
7931,14,2014 2,KEN.14_1,11,2014-10-02,2015-02-02,0,998
14423,27,2014 2,KEN.27_1,23,2014-10-02,2015-01-26,0,1579
24518,43,2014 2,KEN.43_1,38,2014-10-02,2015-01-31,0,1575
14403,27,2014 2,KEN.27_1,3,2014-10-02,2015-01-26,0,1390
12967,23,2014 2,KEN.23_1,7,2014-10-02,2015-01-31,0,1503
5778,11,2014 2,KEN.11_1,18,2014-10-02,2015-01-25,0.023,2606
6514,12,2014 2,KEN.12_1,34,2014-10-02,2015-01-31,0,1670
18002,32,2014 2,KEN.32_1,2,2014-10-02,2015-01-26,0,1481
8650,15,2014 2,KEN.15_1,10,2014-10-02,2014-12-22,0,2116
14408,27,2014 2,KEN.27_1,8,2014-10-02,2015-01-26,0,1438
9370,16,2014 2,KEN.16_1,10,2014-10-02,2015-01-31,0.168,1235
2167,4,2014 2,KEN.4_1,7,2014-10-02,2015-01-25,0,2299
23772,42,2014 2,KEN.42_1,12,2014-10-02,2015-01-25,0,1951
5771,11,2014 2,KEN.11_1,11,2014-10-02,2015-01-25,0,2321
9389,16,2014 2,KEN.16_1,29,2014-10-02,2015-01-31,0.159,1236
20,1,2014 2,KEN.1_1,20,2014-10-02,2015-01-19,0,3964
18726,33,2014 2,KEN.33_1,6,2014-10-03,2015-02-02,0,1742
19478,34,2014 2,KEN.34_1,38,2014-10-03,2015-02-02,0.29,1461
18,1,2014 2,KEN.1_1,18,2014-10-03,2015-01-20,0,3485
14415,27,2014 2,KEN.27_1,15,2014-10-03,2015-01-27,0,1393
12966,23,2014 2,KEN.23_1,6,2014-10-03,2015-02-02,0,2089
6518,12,2014 2,KEN.12_1,38,2014-10-03,2015-02-02,0,1820
9392,16,2014 2,KEN.16_1,32,2014-10-03,2015-02-02,0.121,1242
5054,8,2014 2,KEN.8_1,14,2014-10-03,2015-01-27,0,1457
15124,28,2014 2,KEN.28_1,4,2014-10-03,2015-02-01,0.324,1294
10801,19,2014 2,KEN.19_1,1,2014-10-03,2015-02-01,0.058,1217
744,2,2014 2,KEN.2_1,24,2014-10-03,2015-02-02,0,1608
25950,45,2014 2,KEN.45_1,30,2014-10-03,2015-01-27,0.213,899
26667,47,2014 2,KEN.47_1,27,2014-10-03,2015-01-20,0,2869
19464,34,2014 2,KEN.34_1,24,2014-10-03,2015-02-02,0,1361
15144,28,2014 2,KEN.28_1,24,2014-10-03,2015-02-01,0.423,1272
8658,15,2014 2,KEN.15_1,18,2014-10-03,2014-12-23,0,1816
21622,37,2014 2,KEN.37_1,22,2014-10-03,2014-12-23,0,2111
2187,4,2014 2,KEN.4_1,27,2014-10-03,2015-01-26,0,2331
9384,16,2014 2,KEN.16_1,24,2014-10-03,2015-02-02,0.135,1211
1452,3,2014 2,KEN.3_1,12,2014-10-03,2015-01-26,0,2111
21606,37,2014 2,KEN.37_1,6,2014-10-03,2014-12-23,0,2541
24520,43,2014 2,KEN.43_1,40,2014-10-03,2015-02-02,0,980
7222,13,2014 2,KEN.13_1,22,2014-10-03,2015-02-02,0,1416
17305,31,2014 2,KEN.31_1,25,2014-10-03,2015-02-02,0,2025
24486,43,2014 2,KEN.43_1,6,2014-10-03,2015-02-02,0,2191
5775,11,2014 2,KEN.11_1,15,2014-10-03,2015-01-26,0,2323
1454,3,2014 2,KEN.3_1,14,2014-10-03,2015-01-26,0,2366
2192,4,2014 2,KEN.4_1,32,2014-10-03,2015-01-26,0,2210
13693,26,2014 2,KEN.26_1,13,2014-10-03,2014-12-23,0.254,2350
22351,38,2014 2,KEN.38_1,31,2014-10-03,2015-01-12,0,1840
13695,26,2014 2,KEN.26_1,15,2014-10-03,2014-12-23,0,2545
9372,16,2014 2,KEN.16_1,12,2014-10-03,2015-02-02,0.078,1206
724,2,2014 2,KEN.2_1,4,2014-10-03,2015-02-02,0.369,2507
23052,41,2014 2,KEN.41_1,12,2014-10-03,2014-12-23,0,2548
7218,13,2014 2,KEN.13_1,18,2014-10-03,2015-02-02,0,1474
5791,11,2014 2,KEN.11_1,31,2014-10-03,2015-01-26,0.199,2805
18727,33,2014 2,KEN.33_1,7,2014-10-03,2015-02-02,0,2008
13691,26,2014 2,KEN.26_1,11,2014-10-03,2014-12-23,0,2441
12993,23,2014 2,KEN.23_1,33,2014-10-03,2015-02-02,0,1401
6493,12,2014 2,KEN.12_1,13,2014-10-03,2015-02-02,0,1337
8679,15,2014 2,KEN.15_1,39,2014-10-03,2014-12-23,0,1706
734,2,2014 2,KEN.2_1,14,2014-10-03,2015-02-02,0,2202
5798,11,2014 2,KEN.11_1,38,2014-10-03,2015-01-26,0,2118
5799,11,2014 2,KEN.11_1,39,2014-10-03,2015-01-26,0,2547
18027,32,2014 2,KEN.32_1,27,2014-10-03,2015-01-27,0,1777
25935,45,2014 2,KEN.45_1,15,2014-10-03,2015-01-27,0.272,905
2914,5,2014 2,KEN.5_1,34,2014-10-03,2015-01-20,0,3053
25206,44,2014 2,KEN.44_1,6,2014-10-03,2015-01-26,0,2590
20179,35,2014 2,KEN.35_1,19,2014-10-03,2015-01-07,0,2230
23791,42,2014 2,KEN.42_1,31,2014-10-03,2015-01-26,0,1875
10817,19,2014 2,KEN.19_1,17,2014-10-03,2015-02-01,0.252,1262
23788,42,2014 2,KEN.42_1,28,2014-10-03,2015-01-26,0,1809
12280,21,2014 2,KEN.21_1,40,2014-10-03,2014-12-28,0,1871
736,2,2014 2,KEN.2_1,16,2014-10-03,2015-02-02,0,2056
10087,17,2014 2,KEN.17_1,7,2014-10-03,2015-01-27,0,1454
18745,33,2014 2,KEN.33_1,25,2014-10-03,2015-02-02,0,1665
26656,47,2014 2,KEN.47_1,16,2014-10-03,2015-01-20,0,3215
3621,6,2014 2,KEN.6_1,21,2014-10-03,2014-12-23,0,2139
23068,41,2014 2,KEN.41_1,28,2014-10-03,2014-12-23,0.392,2059
12970,23,2014 2,KEN.23_1,10,2014-10-03,2015-02-02,0,1508
18035,32,2014 2,KEN.32_1,35,2014-10-03,2015-01-27,0,1492
23077,41,2014 2,KEN.41_1,37,2014-10-04,2014-12-24,0,2144
7956,14,2014 2,KEN.14_1,36,2014-10-04,2015-02-02,0,1192
1456,3,2014 2,KEN.3_1,16,2014-10-04,2015-01-27,0,2091
19,1,2014 2,KEN.1_1,19,2014-10-04,2015-01-21,0,3288
7212,13,2014 2,KEN.13_1,12,2014-10-04,2015-02-03,0,2004
2908,5,2014 2,KEN.5_1,28,2014-10-04,2015-01-21,0,2768
11532,20,2014 2,KEN.20_1,12,2014-10-04,2014-12-24,0,2411
2907,5,2014 2,KEN.5_1,27,2014-10-04,2015-01-21,0,3030
2900,5,2014 2,KEN.5_1,20,2014-10-04,2015-01-21,0,2400
5079,8,2014 2,KEN.8_1,39,2014-10-04,2015-01-28,0.494,1365
24512,43,2014 2,KEN.43_1,32,2014-10-04,2015-02-03,0,2099
15122,28,2014 2,KEN.28_1,2,2014-10-04,2015-02-02,0.658,1204
15127,28,2014 2,KEN.28_1,7,2014-10-04,2015-02-02,0.337,1277
24508,43,2014 2,KEN.43_1,28,2014-10-04,2015-02-03,0,1282
15140,28,2014 2,KEN.28_1,20,2014-10-04,2015-02-02,0.338,1277
16586,30,2014 2,KEN.30_1,26,2014-10-04,2015-02-03,0,1487
15149,28,2014 2,KEN.28_1,29,2014-10-04,2015-02-02,0.701,1071
24485,43,2014 2,KEN.43_1,5,2014-10-04,2015-02-03,0,2017
23078,41,2014 2,KEN.41_1,38,2014-10-04,2014-12-24,0,2410
11544,20,2014 2,KEN.20_1,24,2014-10-04,2014-12-24,0,2046
23051,41,2014 2,KEN.41_1,11,2014-10-04,2014-12-24,0,2401
21638,37,2014 2,KEN.37_1,38,2014-10-04,2014-12-24,0,2262
21620,37,2014 2,KEN.37_1,20,2014-10-04,2014-12-24,0,2381
16562,30,2014 2,KEN.30_1,2,2014-10-04,2015-02-03,0.474,2251
12994,23,2014 2,KEN.23_1,34,2014-10-04,2015-02-03,0,1565
25202,44,2014 2,KEN.44_1,2,2014-10-04,2015-01-27,0.089,3268
18751,33,2014 2,KEN.33_1,31,2014-10-04,2015-02-03,0,1727
23071,41,2014 2,KEN.41_1,31,2014-10-04,2014-12-24,0,2020
19476,34,2014 2,KEN.34_1,36,2014-10-04,2015-02-03,0.004,1303
19460,34,2014 2,KEN.34_1,20,2014-10-04,2015-02-03,0.093,1421
2182,4,2014 2,KEN.4_1,22,2014-10-04,2015-01-27,0,2112
23761,42,2014 2,KEN.42_1,1,2014-10-04,2015-01-27,0,1673
21602,37,2014 2,KEN.37_1,2,2014-10-04,2014-12-24,0,2082
20199,35,2014 2,KEN.35_1,39,2014-10-04,2015-01-08,0,2260
12245,21,2014 2,KEN.21_1,5,2014-10-04,2014-12-29,0,2069
12242,21,2014 2,KEN.21_1,2,2014-10-04,2014-12-29,0,1976
25931,45,2014 2,KEN.45_1,11,2014-10-04,2015-01-28,0.315,831
10816,19,2014 2,KEN.19_1,16,2014-10-04,2015-02-02,0.054,1262
23792,42,2014 2,KEN.42_1,32,2014-10-04,2015-01-27,0,1865
10827,19,2014 2,KEN.19_1,27,2014-10-04,2015-02-02,0.219,1191
10832,19,2014 2,KEN.19_1,32,2014-10-04,2015-02-02,0.319,1177
15869,29,2014 2,KEN.29_1,29,2014-10-04,2014-12-24,0,2089
10840,19,2014 2,KEN.19_1,40,2014-10-04,2015-02-02,0,1140
15853,29,2014 2,KEN.29_1,13,2014-10-04,2014-12-24,0,2119
15852,29,2014 2,KEN.29_1,12,2014-10-04,2014-12-24,0,2355
23065,41,2014 2,KEN.41_1,25,2014-10-04,2014-12-24,0,2082
26652,47,2014 2,KEN.47_1,12,2014-10-04,2015-01-21,0,3338
18026,32,2014 2,KEN.32_1,26,2014-10-04,2015-01-28,0,1483
26677,47,2014 2,KEN.47_1,37,2014-10-04,2015-01-21,0,3586
22334,38,2014 2,KEN.38_1,14,2014-10-04,2015-01-13,0,1936
5788,11,2014 2,KEN.11_1,28,2014-10-04,2015-01-27,0.198,2812
8668,15,2014 2,KEN.15_1,28,2014-10-04,2014-12-24,0,1500
9374,16,2014 2,KEN.16_1,14,2014-10-04,2015-02-03,0.069,1156
4356,7,2014 2,KEN.7_1,36,2014-10-04,2014-12-29,0,2013
9388,16,2014 2,KEN.16_1,28,2014-10-04,2015-02-03,0.121,1174
22326,38,2014 2,KEN.38_1,6,2014-10-04,2015-01-13,0,1834
6513,12,2014 2,KEN.12_1,33,2014-10-04,2015-02-03,0,1476
17285,31,2014 2,KEN.31_1,5,2014-10-04,2015-02-03,0,1797
5769,11,2014 2,KEN.11_1,9,2014-10-04,2015-01-27,0.062,2685
17316,31,2014 2,KEN.31_1,36,2014-10-04,2015-02-03,0,1450
17318,31,2014 2,KEN.31_1,38,2014-10-04,2015-02-03,0,1386
21627,37,2014 2,KEN.37_1,27,2014-10-05,2014-12-25,0,1790
18724,33,2014 2,KEN.33_1,4,2014-10-05,2015-02-04,0,1835
20196,35,2014 2,KEN.35_1,36,2014-10-05,2015-01-09,0,2028
26661,47,2014 2,KEN.47_1,21,2014-10-05,2015-01-22,0,2943
8649,15,2014 2,KEN.15_1,9,2014-10-05,2014-12-25,0,1475
12262,21,2014 2,KEN.21_1,22,2014-10-05,2014-12-30,0,2062
18038,32,2014 2,KEN.32_1,38,2014-10-05,2015-01-29,0,1365
2196,4,2014 2,KEN.4_1,36,2014-10-05,2015-01-28,0,2169
12267,21,2014 2,KEN.21_1,27,2014-10-05,2014-12-30,0,2271
19451,34,2014 2,KEN.34_1,11,2014-10-05,2015-02-04,0.127,1261
19474,34,2014 2,KEN.34_1,34,2014-10-05,2015-02-04,0.071,1209
19475,34,2014 2,KEN.34_1,35,2014-10-05,2015-02-04,0.111,1288
12976,23,2014 2,KEN.23_1,16,2014-10-05,2015-02-04,0,1344
5065,8,2014 2,KEN.8_1,25,2014-10-05,2015-01-29,0.135,1384
11535,20,2014 2,KEN.20_1,15,2014-10-05,2014-12-25,0,2303
4337,7,2014 2,KEN.7_1,17,2014-10-05,2014-12-30,0,2120
6503,12,2014 2,KEN.12_1,23,2014-10-05,2015-02-04,0,1597
23046,41,2014 2,KEN.41_1,6,2014-10-05,2014-12-25,0,2086
4341,7,2014 2,KEN.7_1,21,2014-10-05,2014-12-30,0,2079
11542,20,2014 2,KEN.20_1,22,2014-10-05,2014-12-25,0,2283
4343,7,2014 2,KEN.7_1,23,2014-10-05,2014-12-30,0,2098
1448,3,2014 2,KEN.3_1,8,2014-10-05,2015-01-28,0,2775
23049,41,2014 2,KEN.41_1,9,2014-10-05,2014-12-25,0,2111
15158,28,2014 2,KEN.28_1,38,2014-10-05,2015-02-03,0.694,1021
7949,14,2014 2,KEN.14_1,29,2014-10-05,2015-02-03,0,1007
732,2,2014 2,KEN.2_1,12,2014-10-05,2015-02-04,0.518,2195
22346,38,2014 2,KEN.38_1,26,2014-10-05,2015-01-14,0,1816
16573,30,2014 2,KEN.30_1,13,2014-10-05,2015-02-04,0,1685
9391,16,2014 2,KEN.16_1,31,2014-10-05,2015-02-04,0.038,1152
24511,43,2014 2,KEN.43_1,31,2014-10-05,2015-02-04,0,1619
7955,14,2014 2,KEN.14_1,35,2014-10-05,2015-02-03,0.32,1251
10802,19,2014 2,KEN.19_1,2,2014-10-05,2015-02-03,0.31,1139
5075,8,2014 2,KEN.8_1,35,2014-10-05,2015-01-29,0.488,1333
13710,26,2014 2,KEN.26_1,30,2014-10-05,2014-12-25,0,2176
15841,29,2014 2,KEN.29_1,1,2014-10-05,2014-12-25,0,2228
15866,29,2014 2,KEN.29_1,26,2014-10-05,2014-12-25,0,2320
15854,29,2014 2,KEN.29_1,14,2014-10-05,2014-12-25,0,2209
14435,27,2014 2,KEN.27_1,35,2014-10-05,2015-01-29,0,1400
10828,19,2014 2,KEN.19_1,28,2014-10-05,2015-02-03,0.298,1183
3614,6,2014 2,KEN.6_1,14,2014-10-05,2014-12-25,0,1566
10826,19,2014 2,KEN.19_1,26,2014-10-05,2015-02-03,0.359,1122
17287,31,2014 2,KEN.31_1,7,2014-10-05,2015-02-04,0,2058
10089,17,2014 2,KEN.17_1,9,2014-10-05,2015-01-29,0,1460
10111,17,2014 2,KEN.17_1,31,2014-10-05,2015-01-29,0,1428
13684,26,2014 2,KEN.26_1,4,2014-10-06,2014-12-26,0,2554
20919,36,2014 2,KEN.36_1,39,2014-10-06,2014-12-31,0,2298
17288,31,2014 2,KEN.31_1,8,2014-10-06,2015-02-05,0,2044
15849,29,2014 2,KEN.29_1,9,2014-10-06,2014-12-26,0.085,1788
23050,41,2014 2,KEN.41_1,10,2014-10-06,2014-12-26,0,2422
18757,33,2014 2,KEN.33_1,37,2014-10-06,2015-02-05,0,1622
11557,20,2014 2,KEN.20_1,37,2014-10-06,2014-12-26,0,2447
22321,38,2014 2,KEN.38_1,1,2014-10-06,2015-01-15,0,1811
5,1,2014 2,KEN.1_1,5,2014-10-06,2015-01-24,0,2999
15153,28,2014 2,KEN.28_1,33,2014-10-06,2015-02-04,0.468,1277
18025,32,2014 2,KEN.32_1,25,2014-10-06,2015-01-30,0,1522
20198,35,2014 2,KEN.35_1,38,2014-10-06,2015-01-08,0,1962
12255,21,2014 2,KEN.21_1,15,2014-10-06,2014-12-31,0,2286
11558,20,2014 2,KEN.20_1,38,2014-10-06,2014-12-26,0,2572
23771,42,2014 2,KEN.42_1,11,2014-10-06,2015-01-29,0,2878
15150,28,2014 2,KEN.28_1,30,2014-10-06,2015-02-04,0.492,1215
13717,26,2014 2,KEN.26_1,37,2014-10-06,2014-12-26,0,2257
26673,47,2014 2,KEN.47_1,33,2014-10-06,2015-01-24,0,2895
24489,43,2014 2,KEN.43_1,9,2014-10-06,2015-02-05,0,1771
18017,32,2014 2,KEN.32_1,17,2014-10-06,2015-01-30,0,1776
16567,30,2014 2,KEN.30_1,7,2014-10-06,2015-02-05,0,1557
16585,30,2014 2,KEN.30_1,25,2014-10-06,2015-02-05,0,1688
22340,38,2014 2,KEN.38_1,20,2014-10-06,2015-01-15,0,1822
5057,8,2014 2,KEN.8_1,17,2014-10-06,2015-01-30,0.586,1229
24510,43,2014 2,KEN.43_1,30,2014-10-06,2015-02-05,0,1493
20178,35,2014 2,KEN.35_1,18,2014-10-06,2015-01-08,0,2415
23778,42,2014 2,KEN.42_1,18,2014-10-06,2015-01-29,0,3019
12963,23,2014 2,KEN.23_1,3,2014-10-06,2015-02-05,0,1373
26680,47,2014 2,KEN.47_1,40,2014-10-06,2015-01-24,0,2783
19444,34,2014 2,KEN.34_1,4,2014-10-06,2015-02-05,0.207,1344
18743,33,2014 2,KEN.33_1,23,2014-10-06,2015-02-05,0,1847
25213,44,2014 2,KEN.44_1,13,2014-10-06,2015-01-29,0,3048
18753,33,2014 2,KEN.33_1,33,2014-10-06,2015-02-05,0,1802
20168,35,2014 2,KEN.35_1,8,2014-10-06,2015-01-08,0,1817
12981,23,2014 2,KEN.23_1,21,2014-10-06,2015-02-05,0,1518
1460,3,2014 2,KEN.3_1,20,2014-10-06,2015-01-29,0,2126
10830,19,2014 2,KEN.19_1,30,2014-10-06,2015-02-04,0.163,1143
12988,23,2014 2,KEN.23_1,28,2014-10-06,2015-02-05,0,1367
8677,15,2014 2,KEN.15_1,37,2014-10-06,2014-12-26,0.296,1764
11533,20,2014 2,KEN.20_1,13,2014-10-06,2014-12-26,0,2432
10101,17,2014 2,KEN.17_1,21,2014-10-06,2015-01-30,0.073,1455
7947,14,2014 2,KEN.14_1,27,2014-10-06,2015-02-04,0.336,1043
9399,16,2014 2,KEN.16_1,39,2014-10-06,2015-02-05,0.12,1028
1453,3,2014 2,KEN.3_1,13,2014-10-06,2015-01-29,0,2148
6504,12,2014 2,KEN.12_1,24,2014-10-06,2015-02-05,0,1770
723,2,2014 2,KEN.2_1,3,2014-10-06,2015-02-05,0,1924
4340,7,2014 2,KEN.7_1,20,2014-10-06,2014-12-31,0,2143
25929,45,2014 2,KEN.45_1,9,2014-10-06,2015-01-30,0.33,774
9369,16,2014 2,KEN.16_1,9,2014-10-06,2015-02-05,0.115,1042
21603,37,2014 2,KEN.37_1,3,2014-10-07,2014-12-27,0,2961
23072,41,2014 2,KEN.41_1,32,2014-10-07,2014-12-27,0,2542
13705,26,2014 2,KEN.26_1,25,2014-10-07,2014-12-27,0,2801
23067,41,2014 2,KEN.41_1,27,2014-10-07,2014-12-27,0,2565
2912,5,2014 2,KEN.5_1,32,2014-10-07,2015-01-24,0.051,3354
11521,20,2014 2,KEN.20_1,1,2014-10-07,2014-12-27,0,2514
16587,30,2014 2,KEN.30_1,27,2014-10-07,2015-02-06,0.582,2100
23045,41,2014 2,KEN.41_1,5,2014-10-07,2014-12-27,0,2581
9361,16,2014 2,KEN.16_1,1,2014-10-07,2015-02-06,0.614,828
25234,44,2014 2,KEN.44_1,34,2014-10-07,2015-01-30,0,2502
2185,4,2014 2,KEN.4_1,25,2014-10-07,2015-01-30,0,2428
2195,4,2014 2,KEN.4_1,35,2014-10-07,2015-01-30,0,2159
12278,21,2014 2,KEN.21_1,38,2014-10-07,2015-01-01,0,2119
18037,32,2014 2,KEN.32_1,37,2014-10-07,2015-01-31,0,1690
25954,45,2014 2,KEN.45_1,34,2014-10-07,2015-01-31,0.258,762
3616,6,2014 2,KEN.6_1,16,2014-10-07,2014-12-27,0,2961
15878,29,2014 2,KEN.29_1,38,2014-10-07,2014-12-27,0.684,2307
10099,17,2014 2,KEN.17_1,19,2014-10-07,2015-01-31,0.261,1454
5800,11,2014 2,KEN.11_1,40,2014-10-07,2015-01-30,0.278,2470
20905,36,2014 2,KEN.36_1,25,2014-10-07,2015-01-01,0,2324
6484,12,2014 2,KEN.12_1,4,2014-10-07,2015-02-06,0,1623
5782,11,2014 2,KEN.11_1,22,2014-10-07,2015-01-30,0,2369
15851,29,2014 2,KEN.29_1,11,2014-10-07,2014-12-27,0,2750
17293,31,2014 2,KEN.31_1,13,2014-10-07,2015-02-06,0,1951
17315,31,2014 2,KEN.31_1,35,2014-10-07,2015-02-06,0,1907
14405,27,2014 2,KEN.27_1,5,2014-10-07,2015-01-31,0,1041
14409,27,2014 2,KEN.27_1,9,2014-10-07,2015-01-31,0,1323
14413,27,2014 2,KEN.27_1,13,2014-10-07,2015-01-31,0,1398
