cname,planting,harvest,gwad
Chadiza,2013-10-15,2014-02-07,6169
Chadiza,2013-10-15,2014-02-07,6073
Chadiza,2013-10-16,2014-02-08,5965
Chadiza,2013-10-16,2014-02-08,6011
Chadiza,2013-10-17,2014-02-09,5844
Chadiza,2013-10-17,2014-02-09,6059
Chadiza,2013-10-19,2014-02-12,6613
Chadiza,2013-10-19,2014-02-12,6176
Chadiza,2013-10-20,2014-02-17,6629
Chadiza,2013-10-20,2014-02-17,5977
Chadiza,2013-10-21,2014-02-18,6389
Chadiza,2013-10-21,2014-02-18,6281
Chadiza,2013-10-22,2014-02-20,6898
Chadiza,2013-10-22,2014-02-20,6115
Chadiza,2013-10-22,2014-02-20,5864
Chadiza,2013-10-22,2014-02-20,6044
Chadiza,2013-10-23,2014-02-21,6000
Chadiza,2013-10-23,2014-02-21,5925
Chadiza,2013-10-24,2014-02-23,6225
Chadiza,2013-10-25,2014-02-24,5713
Chadiza,2013-10-25,2014-02-24,5525
Chadiza,2013-10-25,2014-02-24,5777
Chadiza,2013-10-25,2014-02-24,5779
Chadiza,2013-10-26,2014-02-26,5626
Chadiza,2013-10-27,2014-02-27,5523
Chadiza,2013-10-28,2014-03-01,5569
Chadiza,2013-10-29,2014-03-02,5821
Chadiza,2013-10-29,2014-03-02,6042
Chadiza,2013-10-30,2014-03-03,6070
Chadiza,2013-10-30,2014-03-03,6227
Chadiza,2013-10-30,2014-03-03,6102
Chadiza,2013-11-01,2014-03-05,5968
Chadiza,2013-11-02,2014-03-05,5937
Chadiza,2013-11-02,2014-03-05,5713
Chadiza,2013-11-02,2014-03-05,5676
Chadiza,2013-11-03,2014-03-06,6087
Chadiza,2013-11-03,2014-03-06,5859
Chadiza,2013-11-03,2014-03-06,5789
Chadiza,2013-11-04,2014-03-07,6159
Chadiza,2013-11-04,2014-03-07,6144
Chadiza,2013-11-04,2014-03-07,5717
Chadiza,2013-11-06,2014-03-09,6073
Chadiza,2013-11-08,2014-03-14,5764
Chadiza,2013-11-08,2014-03-14,6000
Chadiza,2013-11-09,2014-03-19,6324
Chadiza,2013-11-09,2014-03-19,5725
Chadiza,2013-11-09,2014-03-19,5817
Chadiza,2013-11-09,2014-03-19,6107
Chadiza,2013-11-10,2014-03-20,6367
Chadiza,2013-11-10,2014-03-20,7464
Chadiza,2014-01-01,2014-05-20,7594
Chadiza,2014-01-01,2014-05-20,6625
Chadiza,2014-01-01,2014-05-20,7170
Chadiza,2014-01-02,2014-05-21,7817
Chadiza,2014-01-02,2014-05-21,7365
Chadiza,2014-01-03,2014-05-22,6571
Chadiza,2014-01-03,2014-05-22,7446
Chadiza,2014-01-04,2014-05-23,7421
Chadiza,2014-01-04,2014-05-23,6728
