cname,planting,harvest,gwad
Chadiza,2015-10-17,2016-02-06,5861
Chadiza,2015-10-18,2016-02-08,5990
Chadiza,2015-10-19,2016-02-09,5959
Chadiza,2015-10-19,2016-02-09,6115
Chadiza,2015-10-20,2016-02-14,5922
Chadiza,2015-10-20,2016-02-14,5861
Chadiza,2015-10-21,2016-02-15,5878
Chadiza,2015-10-21,2016-02-15,5727
Chadiza,2015-10-22,2016-02-17,5827
Chadiza,2015-10-22,2016-02-17,5784
Chadiza,2015-10-24,2016-02-19,5772
Chadiza,2015-10-24,2016-02-19,5501
Chadiza,2015-10-25,2016-02-20,5756
Chadiza,2015-10-25,2016-02-20,5657
Chadiza,2015-10-25,2016-02-20,5514
Chadiza,2015-10-26,2016-02-21,5824
Chadiza,2015-10-26,2016-02-21,5636
Chadiza,2015-10-26,2016-02-21,5714
Chadiza,2015-10-27,2016-02-22,5552
Chadiza,2015-10-27,2016-02-22,5936
Chadiza,2015-10-27,2016-02-22,5852
Chadiza,2015-10-29,2016-02-25,5407
Chadiza,2015-10-29,2016-02-25,5477
Chadiza,2015-10-30,2016-02-26,5658
Chadiza,2015-10-30,2016-02-26,5575
Chadiza,2015-10-31,2016-03-01,5584
Chadiza,2015-10-31,2016-03-01,6029
Chadiza,2015-11-02,2016-03-03,5703
Chadiza,2015-11-02,2016-03-03,6412
Chadiza,2015-11-03,2016-03-02,5820
Chadiza,2015-11-05,2016-03-04,5550
Chadiza,2015-11-05,2016-03-04,5640
Chadiza,2015-11-05,2016-03-04,5437
Chadiza,2015-11-06,2016-03-05,5685
Chadiza,2015-11-06,2016-03-05,6053
Chadiza,2015-11-06,2016-03-05,5566
Chadiza,2015-11-06,2016-03-05,5729
Chadiza,2015-11-06,2016-03-05,5649
Chadiza,2015-11-06,2016-03-05,5622
Chadiza,2015-11-07,2016-03-06,5648
Chadiza,2015-11-07,2016-03-06,5728
Chadiza,2015-11-07,2016-03-06,5666
Chadiza,2015-11-08,2016-03-07,5842
Chadiza,2015-11-08,2016-03-07,5696
Chadiza,2015-11-08,2016-03-07,6710
Chadiza,2015-11-10,2016-03-11,5712
Chadiza,2015-11-10,2016-03-11,5677
Chadiza,2015-11-11,2016-03-12,5815
Chadiza,2015-11-13,2016-03-16,5809
