cname,planting,harvest,gwad
Chadiza,2017-10-15,2017-12-13,911
Chadiza,2017-10-16,2017-12-14,1160
Chadiza,2017-10-16,2017-12-14,1206
Chadiza,2017-10-17,2017-12-13,1056
Chadiza,2017-10-17,2017-12-13,1133
Chadiza,2017-10-18,2017-12-14,1251
Chadiza,2017-10-19,2017-12-15,1061
Chadiza,2017-10-19,2017-12-15,1181
Chadiza,2017-10-19,2017-12-15,1160
Chadiza,2017-10-20,2017-12-19,1487
Chadiza,2017-10-20,2017-12-19,1168
Chadiza,2017-10-22,2017-12-21,2167
Chadiza,2017-10-24,2017-12-24,2259
Chadiza,2017-10-24,2017-12-24,1523
Chadiza,2017-10-24,2017-12-24,2471
Chadiza,2017-10-25,2017-12-25,2402
Chadiza,2017-10-26,2017-12-26,3007
Chadiza,2017-10-27,2017-12-27,2872
Chadiza,2017-10-28,2017-12-29,3398
Chadiza,2017-10-28,2017-12-29,3527
Chadiza,2017-10-28,2017-12-29,3344
Chadiza,2017-10-29,2017-12-31,3576
Chadiza,2017-10-29,2017-12-31,3633
Chadiza,2017-10-30,2018-01-01,4050
Chadiza,2017-10-31,2018-01-02,4032
Chadiza,2017-11-01,2018-01-04,3998
Chadiza,2017-11-01,2018-01-04,3891
Chadiza,2017-11-01,2018-01-04,4057
Chadiza,2017-11-01,2018-01-04,4048
Chadiza,2017-11-01,2018-01-04,4067
Chadiza,2017-11-03,2018-01-06,3957
Chadiza,2017-11-04,2018-01-07,4357
Chadiza,2017-11-04,2018-01-07,4362
Chadiza,2017-11-04,2018-01-07,4207
Chadiza,2017-11-05,2018-01-09,4283
Chadiza,2017-11-07,2018-01-11,4245
Chadiza,2017-11-07,2018-01-11,4447
Chadiza,2017-11-07,2018-01-11,4259
Chadiza,2017-11-08,2018-01-13,4410
Chadiza,2017-11-08,2018-01-13,4394
Chadiza,2017-11-08,2018-01-13,4191
Chadiza,2017-11-09,2018-01-14,4369
Chadiza,2017-11-09,2018-01-14,4404
Chadiza,2017-11-10,2018-01-15,4538
Chadiza,2017-11-10,2018-01-15,4356
Chadiza,2017-11-11,2018-01-16,4508
Chadiza,2017-11-11,2018-01-16,4511
Chadiza,2017-11-11,2018-01-16,4303
Chadiza,2017-11-12,2018-01-18,4519
Chadiza,2017-11-13,2018-01-19,4376
Chadiza,2018-01-02,2018-03-17,3793
Chadiza,2018-01-03,2018-03-18,3863
Chadiza,2018-01-03,2018-03-18,3785
Chadiza,2018-01-03,2018-03-18,3791
Chadiza,2018-01-03,2018-03-18,3864
Chadiza,2018-01-03,2018-03-18,3722
Chadiza,2018-01-05,2018-03-20,3834
Chadiza,2018-01-07,2018-03-22,3766
Chadiza,2018-01-08,2018-03-23,3853
Chadiza,2018-01-08,2018-03-23,3829
Chadiza,2018-01-09,2018-03-24,3983
Chadiza,2018-01-09,2018-03-24,3953
Chadiza,2018-01-11,2018-03-26,4087
Chadiza,2018-01-12,2018-03-27,3927
Chadiza,2018-01-12,2018-03-27,3923
Chadiza,2018-01-13,2018-03-28,3870
Chadiza,2018-01-13,2018-03-28,3919
Chadiza,2018-01-13,2018-03-28,3887
Chadiza,2018-01-13,2018-03-28,3849
Chadiza,2018-01-13,2018-03-28,3848
Chadiza,2018-01-13,2018-03-28,3864
Chadiza,2018-01-14,2018-03-29,3874
Chadiza,2018-01-15,2018-04-01,4042
Chadiza,2018-01-15,2018-04-01,4047
Chadiza,2018-01-15,2018-04-01,4120
Chadiza,2018-01-15,2018-04-01,3980
Chadiza,2018-01-16,2018-04-02,4026
Chadiza,2018-01-17,2018-04-01,3907
Chadiza,2018-01-19,2018-04-04,3863
Chadiza,2018-01-20,2018-04-05,3989
Chadiza,2018-01-21,2018-04-06,3876
Chadiza,2018-01-21,2018-04-06,3859
Chadiza,2018-01-22,2018-04-06,4303
Chadiza,2018-01-22,2018-04-06,3947
Chadiza,2018-01-23,2018-04-07,3833
Chadiza,2018-01-23,2018-04-07,4019
Chadiza,2018-01-23,2018-04-07,3801
Chadiza,2018-01-24,2018-04-08,3828
Chadiza,2018-01-24,2018-04-08,4111
Chadiza,2018-01-25,2018-04-09,3836
Chadiza,2018-01-25,2018-04-09,3839
Chadiza,2018-01-26,2018-04-10,3855
