,district,year,yield
855,kapirimposhi,2014,3.9941500000000003
856,kapirimposhi,2015,3.90966
857,kapirimposhi,2016,3.94996
858,kapirimposhi,2017,4.24161
859,kapirimposhi,2018,3.84408
860,kapirimposhi,2019,3.79051
861,kapirimposhi,2020,3.9614499999999997
862,kapirimposhi,2021,4.18755
863,kapirimposhi,2022,3.898653846153846
864,kaputa,1999,4.278126666666667
865,kaputa,2000,4.1848
866,kaputa,2001,4.23133
867,kaputa,2002,4.27194
868,kaputa,2003,3.99404
869,kaputa,2004,4.35788
870,kaputa,2005,4.0098199999999995
871,kaputa,2006,3.9081799999999998
872,kaputa,2007,3.8964600000000003
873,kaputa,2008,4.05255
874,kaputa,2009,4.11233
875,kaputa,2010,3.92797
876,kaputa,2011,3.96568
877,kaputa,2012,4.01707
878,kaputa,2013,4.1554899999999995
879,kaputa,2014,4.00967
880,kaputa,2015,3.9312400000000003
881,kaputa,2016,3.9682799999999996
882,kaputa,2017,4.28341
883,kaputa,2018,3.8719799999999998
884,kaputa,2019,3.77956
885,kaputa,2020,3.97834
886,kaputa,2021,4.19589
887,kaputa,2022,3.848773584905661
888,kasama,1999,4.282846666666667
889,kasama,2000,4.16767
890,kasama,2001,4.23052
891,kasama,2002,4.23203
892,kasama,2003,3.9632799999999997
893,kasama,2004,4.28367
894,kasama,2005,3.96769
895,kasama,2006,3.98504
896,kasama,2007,3.89778
897,kasama,2008,4.0336099999999995
898,kasama,2009,4.09416
899,kasama,2010,3.9259
900,kasama,2011,4.01125
901,kasama,2012,3.98128
902,kasama,2013,4.23996
903,kasama,2014,3.98752
904,kasama,2015,3.8912400000000003
905,kasama,2016,3.9473599999999998
906,kasama,2017,4.24648
907,kasama,2018,3.7788299999999997
908,kasama,2019,3.7449500000000002
909,kasama,2020,3.95551
910,kasama,2021,4.16072
911,kasama,2022,3.7463018867924527
912,kasempa,1999,4.26244
913,kasempa,2000,4.17424
914,kasempa,2001,4.2073
915,kasempa,2002,4.1470400000000005
916,kasempa,2003,3.96609
917,kasempa,2004,4.3501900000000004
918,kasempa,2005,3.8881799999999997
919,kasempa,2006,3.9458100000000003
920,kasempa,2007,3.9031000000000002
921,kasempa,2008,4.01309
922,kasempa,2009,4.09253
923,kasempa,2010,3.91724
924,kasempa,2011,3.99593
925,kasempa,2012,3.9881
926,kasempa,2013,4.1866699999999994
927,kasempa,2014,4.01174
928,kasempa,2015,3.90698
929,kasempa,2016,3.94728
930,kasempa,2017,4.21688
931,kasempa,2018,3.85905
932,kasempa,2019,3.7957
933,kasempa,2020,3.98084
934,kasempa,2021,4.19749
935,kasempa,2022,3.7425925925925925
936,kasenengwa,1999,4.215426666666667
937,kasenengwa,2000,4.1566
938,kasenengwa,2001,4.21604
939,kasenengwa,2002,4.18377
940,kasenengwa,2003,3.9884199999999996
941,kasenengwa,2004,4.32286
942,kasenengwa,2005,3.9044299999999996
943,kasenengwa,2006,3.94373
944,kasenengwa,2007,3.8683199999999998
945,kasenengwa,2008,4.04085
946,kasenengwa,2009,4.09131
947,kasenengwa,2010,3.90551
948,kasenengwa,2011,4.01818
949,kasenengwa,2012,4.02384
950,kasenengwa,2013,4.13952
951,kasenengwa,2014,4.0030399999999995
952,kasenengwa,2015,3.9405
953,kasenengwa,2016,3.9770999999999996
954,kasenengwa,2017,4.21818
955,kasenengwa,2018,3.8648200000000004
956,kasenengwa,2019,3.7794499999999998
957,kasenengwa,2020,3.95486
958,kasenengwa,2021,4.1868
959,kasenengwa,2022,3.886269230769231
960,katete,1999,4.261173333333334
961,katete,2000,4.188
962,katete,2001,4.209309999999999
963,katete,2002,4.2943299999999995
964,katete,2003,4.02059
965,katete,2004,4.32801
966,katete,2005,3.9960199999999997
967,katete,2006,3.96314
968,katete,2007,3.88976
969,katete,2008,4.04116
970,katete,2009,4.10412
971,katete,2010,3.9169600000000004
972,katete,2011,4.0154700000000005
973,katete,2012,4.00171
974,katete,2013,4.20405
975,katete,2014,3.99303
976,katete,2015,3.86298
977,katete,2016,3.89529
978,katete,2017,4.240489999999999
979,katete,2018,3.85766
980,katete,2019,3.79576
981,katete,2020,3.9409199999999998
982,katete,2021,4.150980000000001
983,katete,2022,3.6916666666666664
984,kawambwa,1999,4.2392666666666665
985,kawambwa,2000,4.18062
986,kawambwa,2001,4.22772
987,kawambwa,2002,4.2291
988,kawambwa,2003,3.95423
989,kawambwa,2004,4.33612
990,kawambwa,2005,3.98365
991,kawambwa,2006,3.90801
992,kawambwa,2007,3.90203
993,kawambwa,2008,3.9981400000000002
994,kawambwa,2009,4.06621
995,kawambwa,2010,3.94788
996,kawambwa,2011,3.96704
997,kawambwa,2012,4.06996
998,kawambwa,2013,4.14171
999,kawambwa,2014,3.9970100000000004
1000,kawambwa,2015,3.8652499999999996
1001,kawambwa,2016,3.93101
1002,kawambwa,2017,4.26124
1003,kawambwa,2018,3.8531
1004,kawambwa,2019,3.7517
1005,kawambwa,2020,3.9823199999999996
1006,kawambwa,2021,4.19579
1007,kawambwa,2022,3.700537037037037
1008,kazungula,1999,4.290446666666667
1009,kazungula,2000,4.17218
1010,kazungula,2001,4.19693
1011,kazungula,2002,4.235539999999999
1012,kazungula,2003,3.8937299999999997
1013,kazungula,2004,4.31149
1014,kazungula,2005,3.96099
1015,kazungula,2006,3.9190699999999996
1016,kazungula,2007,3.8712400000000002
1017,kazungula,2008,4.03709
1018,kazungula,2009,4.08387
1019,kazungula,2010,3.92825
1020,kazungula,2011,3.94089
1021,kazungula,2012,4.01347
1022,kazungula,2013,4.144909999999999
1023,kazungula,2014,3.9912
1024,kazungula,2015,3.92906
1025,kazungula,2016,3.9636
1026,kazungula,2017,4.25719
1027,kazungula,2018,3.7842599999999997
1028,kazungula,2019,3.76611
1029,kazungula,2020,3.9354
1030,kazungula,2021,4.1823500000000005
1031,kazungula,2022,4.04054
1032,kitwe,1999,4.262346666666667
1033,kitwe,2000,4.15901
1034,kitwe,2001,4.2043
1035,kitwe,2002,4.10988
1036,kitwe,2003,4.0145100000000005
1037,kitwe,2004,4.2645100000000005
1038,kitwe,2005,3.95734
1039,kitwe,2006,3.9272500000000004
1040,kitwe,2007,3.89774
1041,kitwe,2008,4.05035
1042,kitwe,2009,4.09179
1043,kitwe,2010,3.89014
1044,kitwe,2011,3.97416
1045,kitwe,2012,3.9741500000000003
1046,kitwe,2013,4.14684
1047,kitwe,2014,3.99741
1048,kitwe,2015,3.92948
1049,kitwe,2016,3.96502
1050,kitwe,2017,4.26106
1051,kitwe,2018,3.8777600000000003
1052,kitwe,2019,3.76301
1053,kitwe,2020,3.97287
1054,kitwe,2021,4.2307
1055,kitwe,2022,3.4907894736842104
1056,lavushimanda,1999,4.24098
1057,lavushimanda,2000,4.156960000000001
1058,lavushimanda,2001,4.19141
1059,lavushimanda,2002,4.24859
1060,lavushimanda,2003,3.98964
1061,lavushimanda,2004,4.31884
1062,lavushimanda,2005,3.99451
1063,lavushimanda,2006,3.9805
1064,lavushimanda,2007,3.89785
1065,lavushimanda,2008,4.02854
1066,lavushimanda,2009,4.06274
1067,lavushimanda,2010,3.93051
1068,lavushimanda,2011,4.05135
1069,lavushimanda,2012,3.97341
1070,lavushimanda,2013,4.18145
1071,lavushimanda,2014,4.01529
1072,lavushimanda,2015,3.92022
1073,lavushimanda,2016,3.95686
1074,lavushimanda,2017,4.2649799999999995
1075,lavushimanda,2018,3.8348500000000003
1076,lavushimanda,2019,3.7298899999999997
1077,lavushimanda,2020,3.93157
1078,lavushimanda,2021,4.16833
1079,lavushimanda,2022,4.03286274509804
1080,limulunga,1999,4.28396
1081,limulunga,2000,4.19458
1082,limulunga,2001,4.31095
1083,limulunga,2002,4.18758
1084,limulunga,2003,3.95567
1085,limulunga,2004,4.37575
1086,limulunga,2005,3.99872
1087,limulunga,2006,3.8937
1088,limulunga,2007,3.89205
1089,limulunga,2008,3.99681
1090,limulunga,2009,4.07686
1091,limulunga,2010,3.9156400000000002
1092,limulunga,2011,3.9877
1093,limulunga,2012,3.97873
1094,limulunga,2013,4.16796
1095,limulunga,2014,3.98329
1096,limulunga,2015,3.9544599999999996
1097,limulunga,2016,3.98755
1098,limulunga,2017,4.2618599999999995
1099,limulunga,2018,3.82812
1100,limulunga,2019,3.7596600000000002
1101,limulunga,2020,3.97143
1102,limulunga,2021,4.18873
1103,limulunga,2022,3.888549019607843
1104,livingstone,1999,4.3010866666666665
1105,livingstone,2000,4.19836
1106,livingstone,2001,4.18673
1107,livingstone,2002,4.21878
1108,livingstone,2003,3.9498599999999997
1109,livingstone,2004,4.3006400000000005
1110,livingstone,2005,3.97663
1111,livingstone,2006,3.91058
1112,livingstone,2007,3.87166
1113,livingstone,2008,4.01246
1114,livingstone,2009,4.0993900000000005
1115,livingstone,2010,3.9622100000000002
1116,livingstone,2011,4.02327
1117,livingstone,2012,4.01848
1118,livingstone,2013,4.11932
1119,livingstone,2014,3.97454
1120,livingstone,2015,3.91606
1121,livingstone,2016,3.9456599999999997
1122,livingstone,2017,4.2645100000000005
1123,livingstone,2018,3.84126
1124,livingstone,2019,3.73794
1125,livingstone,2020,3.97098
1126,livingstone,2021,4.20513
1127,livingstone,2022,3.8434528301886792
1128,luampa,1999,4.282533333333333
1129,luampa,2000,4.1904
1130,luampa,2001,4.25139
1131,luampa,2002,4.2913
1132,luampa,2003,3.9670300000000003
1133,luampa,2004,4.31241
1134,luampa,2005,4.02679
1135,luampa,2006,3.9483800000000002
1136,luampa,2007,3.8655500000000003
1137,luampa,2008,4.02302
1138,luampa,2009,4.09661
1139,luampa,2010,3.94606
1140,luampa,2011,4.0124
1141,luampa,2012,4.0194600000000005
1142,luampa,2013,4.180009999999999
1143,luampa,2014,3.9954199999999997
1144,luampa,2015,3.91885
1145,luampa,2016,3.97056
1146,luampa,2017,4.2673700000000006
1147,luampa,2018,3.86731
1148,luampa,2019,3.7338299999999998
1149,luampa,2020,3.9946499999999996
1150,luampa,2021,4.1680399999999995
1151,luampa,2022,3.650818181818182
1152,luangwa,1999,4.2523
1153,luangwa,2000,4.15434
1154,luangwa,2001,4.21692
1155,luangwa,2002,4.2447
1156,luangwa,2003,3.97389
1157,luangwa,2004,4.34417
1158,luangwa,2005,3.96611
1159,luangwa,2006,3.9078000000000004
1160,luangwa,2007,3.87475
1161,luangwa,2008,4.01657
1162,luangwa,2009,4.0756
1163,luangwa,2010,3.92969
1164,luangwa,2011,3.95949
1165,luangwa,2012,3.9933899999999998
1166,luangwa,2013,4.1639800000000005
1167,luangwa,2014,3.99199
1168,luangwa,2015,3.8944099999999997
1169,luangwa,2016,3.9732100000000004
1170,luangwa,2017,4.26594
1171,luangwa,2018,3.87522
1172,luangwa,2019,3.75075
1173,luangwa,2020,3.9497500000000003
1174,luangwa,2021,4.19432
1175,luangwa,2022,3.8360377358490565
1176,luano,1999,4.23604
1177,luano,2000,4.20582
1178,luano,2001,4.2620499999999995
1179,luano,2002,4.2567200000000005
1180,luano,2003,3.94505
1181,luano,2004,4.27946
1182,luano,2005,3.9883100000000002
1183,luano,2006,3.89491
1184,luano,2007,3.90658
1185,luano,2008,4.03815
1186,luano,2009,4.04476
1187,luano,2010,3.93356
1188,luano,2011,4.05633
1189,luano,2012,4.08137
1190,luano,2013,4.130199999999999
1191,luano,2014,3.99599
1192,luano,2015,3.89129
1193,luano,2016,3.98177
1194,luano,2017,4.24507
1195,luano,2018,3.84646
1196,luano,2019,3.74077
1197,luano,2020,3.957
1198,luano,2021,4.18991
1199,luano,2022,3.875903846153846
1200,luanshya,1999,4.239813333333333
1201,luanshya,2000,4.17344
1202,luanshya,2001,4.31231
1203,luanshya,2002,4.13805
1204,luanshya,2003,3.94174
1205,luanshya,2004,4.3373
1206,luanshya,2005,3.99149
1207,luanshya,2006,3.9581
1208,luanshya,2007,3.89048
1209,luanshya,2008,4.01957
1210,luanshya,2009,4.06447
1211,luanshya,2010,3.90213
1212,luanshya,2011,4.02673
1213,luanshya,2012,4.04303
1214,luanshya,2013,4.17067
1215,luanshya,2014,3.98341
1216,luanshya,2015,3.90366
1217,luanshya,2016,3.9380200000000003
1218,luanshya,2017,4.2632900000000005
1219,luanshya,2018,3.83159
1220,luanshya,2019,3.7841700000000005
1221,luanshya,2020,3.95915
1222,luanshya,2021,4.21796
1223,luanshya,2022,3.854057692307692
1224,lufwanyama,1999,4.251473333333333
1225,lufwanyama,2000,4.18658
1226,lufwanyama,2001,4.22082
1227,lufwanyama,2002,4.15017
1228,lufwanyama,2003,3.91921
1229,lufwanyama,2004,4.38234
1230,lufwanyama,2005,3.98957
1231,lufwanyama,2006,3.91085
1232,lufwanyama,2007,3.8966000000000003
1233,lufwanyama,2008,4.03946
1234,lufwanyama,2009,4.0953
1235,lufwanyama,2010,3.8940699999999997
1236,lufwanyama,2011,4.03641
1237,lufwanyama,2012,4.00831
1238,lufwanyama,2013,4.1341
1239,lufwanyama,2014,3.99182
1240,lufwanyama,2015,3.91418
1241,lufwanyama,2016,3.98628
1242,lufwanyama,2017,4.26302
1243,lufwanyama,2018,3.86695
1244,lufwanyama,2019,3.78459
1245,lufwanyama,2020,3.97466
1246,lufwanyama,2021,4.16674
1247,lufwanyama,2022,3.693703703703704
1248,lukulu,1999,4.247413333333333
1249,lukulu,2000,4.1715800000000005
1250,lukulu,2001,4.28496
1251,lukulu,2002,4.2428
1252,lukulu,2003,3.95785
1253,lukulu,2004,4.31151
1254,lukulu,2005,4.0006
1255,lukulu,2006,3.9520600000000004
1256,lukulu,2007,3.8774
1257,lukulu,2008,4.034479999999999
1258,lukulu,2009,4.09316
1259,lukulu,2010,3.9219
1260,lukulu,2011,4.0436700000000005
1261,lukulu,2012,3.96428
1262,lukulu,2013,4.10342
1263,lukulu,2014,3.98337
1264,lukulu,2015,3.8671699999999998
1265,lukulu,2016,3.95138
1266,lukulu,2017,4.27719
1267,lukulu,2018,3.85339
1268,lukulu,2019,3.78027
1269,lukulu,2020,3.96988
1270,lukulu,2021,4.13847
1271,lukulu,2022,3.7355094339622643
1272,lumezi,1999,4.2857199999999995
1273,lumezi,2000,4.14015
1274,lumezi,2001,4.19878
1275,lumezi,2002,4.21457
1276,lumezi,2003,3.97589
1277,lumezi,2004,4.26239
1278,lumezi,2005,3.98363
1279,lumezi,2006,4.00087
1280,lumezi,2007,3.88798
1281,lumezi,2008,4.00224
1282,lumezi,2009,4.02681
1283,lumezi,2010,3.9311399999999996
1284,lumezi,2011,3.99582
1285,lumezi,2012,3.96407
1286,lumezi,2013,4.15719
1287,lumezi,2014,4.00026
1288,lumezi,2015,3.90311
1289,lumezi,2016,3.9904
1290,lumezi,2017,4.28074
1291,lumezi,2018,3.79122
1292,lumezi,2019,3.75314
1293,lumezi,2020,3.9567
1294,lumezi,2021,4.176959999999999
1295,lumezi,2022,3.824641509433962
1296,lundazi,1999,4.24816
1297,lundazi,2000,4.17634
1298,lundazi,2001,4.18571
1299,lundazi,2002,4.20995
1300,lundazi,2003,3.9803300000000004
1301,lundazi,2004,4.25859
1302,lundazi,2005,4.05245
1303,lundazi,2006,3.9314400000000003
1304,lundazi,2007,3.8775
1305,lundazi,2008,4.00743
1306,lundazi,2009,4.11255
1307,lundazi,2010,3.8914600000000004
1308,lundazi,2011,4.00197
1309,lundazi,2012,4.01167
1310,lundazi,2013,4.13645
1311,lundazi,2014,3.98889
1312,lundazi,2015,3.87404
1313,lundazi,2016,4.00676
1314,lundazi,2017,4.25961
1315,lundazi,2018,3.82105
1316,lundazi,2019,3.7303
1317,lundazi,2020,3.93834
1318,lundazi,2021,4.10398
1319,lundazi,2022,3.650090909090909
1320,lunga,1999,4.253286666666667
1321,lunga,2000,4.16211
1322,lunga,2001,4.21802
1323,lunga,2002,4.27888
1324,lunga,2003,3.9807
1325,lunga,2004,4.3727
1326,lunga,2005,3.97822
1327,lunga,2006,3.9189300000000005
1328,lunga,2007,3.9229399999999996
1329,lunga,2008,4.00958
1330,lunga,2009,4.07949
1331,lunga,2010,3.88928
1332,lunga,2011,3.98518
1333,lunga,2012,3.96098
1334,lunga,2013,4.12643
1335,lunga,2014,3.9819799999999996
1336,lunga,2015,3.88004
1337,lunga,2016,3.95443
1338,lunga,2017,4.24334
1339,lunga,2018,3.83053
1340,lunga,2019,3.7622899999999997
1341,lunga,2020,3.96476
1342,lunga,2021,4.1794400000000005
1343,lunga,2022,3.8742115384615383
1344,lunte,1999,4.2477
1345,lunte,2000,4.15812
1346,lunte,2001,4.1413
1347,lunte,2002,4.22423
1348,lunte,2003,3.95053
1349,lunte,2004,4.32768
1350,lunte,2005,4.02644
1351,lunte,2006,3.9101299999999997
1352,lunte,2007,3.89081
1353,lunte,2008,3.97601
1354,lunte,2009,4.05386
1355,lunte,2010,3.92449
1356,lunte,2011,3.99245
1357,lunte,2012,3.9559699999999998
1358,lunte,2013,4.17488
1359,lunte,2014,3.98613
1360,lunte,2015,3.93323
1361,lunte,2016,3.93108
1362,lunte,2017,4.28894
1363,lunte,2018,3.8126499999999997
1364,lunte,2019,3.78868
1365,lunte,2020,3.98909
1366,lunte,2021,4.22734
1367,lunte,2022,3.5840892857142856
1368,lupososhi,1999,4.23966
1369,lupososhi,2000,4.162389999999999
1370,lupososhi,2001,4.261550000000001
1371,lupososhi,2002,4.26075
1372,lupososhi,2003,3.95487
1373,lupososhi,2004,4.32369
1374,lupososhi,2005,3.9619099999999996
1375,lupososhi,2006,3.97276
1376,lupososhi,2007,3.91175
1377,lupososhi,2008,4.02671
1378,lupososhi,2009,4.15621
1379,lupososhi,2010,3.93149
1380,lupososhi,2011,3.9863600000000003
1381,lupososhi,2012,3.97586
1382,lupososhi,2013,4.13846
1383,lupososhi,2014,3.9863999999999997
1384,lupososhi,2015,3.9583
1385,lupososhi,2016,3.99883
1386,lupososhi,2017,4.25445
1387,lupososhi,2018,3.90649
1388,lupososhi,2019,3.7592000000000003
1389,lupososhi,2020,3.99097
1390,lupososhi,2021,4.19384
1391,lupososhi,2022,3.769245283018868
1392,lusaka,1999,4.2350200000000005
1393,lusaka,2000,4.15665
1394,lusaka,2001,4.17525
1395,lusaka,2002,4.26666
1396,lusaka,2003,3.9671499999999997
1397,lusaka,2004,4.23229
1398,lusaka,2005,3.98582
1399,lusaka,2006,3.93143
1400,lusaka,2007,3.86455
1401,lusaka,2008,4.02001
1402,lusaka,2009,4.1068
1403,lusaka,2010,3.91007
1404,lusaka,2011,4.01303
1405,lusaka,2012,4.03907
1406,lusaka,2013,4.10409
1407,lusaka,2014,3.9882600000000004
1408,lusaka,2015,3.9179899999999996
1409,lusaka,2016,3.91524
1410,lusaka,2017,4.22448
1411,lusaka,2018,3.84783
1412,lusaka,2019,3.77069
1413,lusaka,2020,3.9598899999999997
1414,lusaka,2021,4.20559
1415,lusaka,2022,3.7818301886792454
1416,lusangazi,1999,4.274353333333334
1417,lusangazi,2000,4.1939
1418,lusangazi,2001,4.21019
1419,lusangazi,2002,4.2779
1420,lusangazi,2003,3.95774
1421,lusangazi,2004,4.34127
1422,lusangazi,2005,4.002079999999999
1423,lusangazi,2006,3.86199
1424,lusangazi,2007,3.89738
1425,lusangazi,2008,4.04052
1426,lusangazi,2009,4.07031
1427,lusangazi,2010,3.93514
1428,lusangazi,2011,4.0111799999999995
1429,lusangazi,2012,3.9948200000000003
1430,lusangazi,2013,4.13861
1431,lusangazi,2014,3.99873
1432,lusangazi,2015,3.9203500000000004
1433,lusangazi,2016,3.95632
1434,lusangazi,2017,4.284
1435,lusangazi,2018,3.88945
1436,lusangazi,2019,3.7744099999999996
1437,lusangazi,2020,3.95317
1438,lusangazi,2021,4.17908
1439,lusangazi,2022,3.8586730769230773
1440,luwingu,1999,4.271446666666667
1441,luwingu,2000,4.15935
1442,luwingu,2001,4.1538
1443,luwingu,2002,4.24433
1444,luwingu,2003,3.91776
1445,luwingu,2004,4.35297
1446,luwingu,2005,4.00503
1447,luwingu,2006,3.95281
1448,luwingu,2007,3.88881
1449,luwingu,2008,4.01773
1450,luwingu,2009,4.07355
1451,luwingu,2010,3.94643
1452,luwingu,2011,3.9760000000000004
1453,luwingu,2012,4.01682
1454,luwingu,2013,4.17766
1455,luwingu,2014,4.01416
1456,luwingu,2015,3.92632
1457,luwingu,2016,3.9390199999999997
1458,luwingu,2017,4.25053
1459,luwingu,2018,3.8306999999999998
1460,luwingu,2019,3.7640100000000003
1461,luwingu,2020,3.9571899999999998
1462,luwingu,2021,4.20453
1463,luwingu,2022,3.7680555555555553
1464,mafinga,1999,4.25734
1465,mafinga,2000,4.16167
1466,mafinga,2001,4.21441
1467,mafinga,2002,4.16809
1468,mafinga,2003,3.98222
1469,mafinga,2004,4.31043
1470,mafinga,2005,3.9882100000000005
1471,mafinga,2006,3.99344
1472,mafinga,2007,3.8930399999999996
1473,mafinga,2008,4.01236
1474,mafinga,2009,4.11853
1475,mafinga,2010,3.9086899999999996
1476,mafinga,2011,4.01013
1477,mafinga,2012,3.94094
1478,mafinga,2013,4.17544
1479,mafinga,2014,3.98854
1480,mafinga,2015,3.91714
1481,mafinga,2016,3.91995
1482,mafinga,2017,4.28114
1483,mafinga,2018,3.81229
1484,mafinga,2019,3.75923
1485,mafinga,2020,3.98218
1486,mafinga,2021,4.187250000000001
1487,mafinga,2022,3.687796296296296
1488,mambwe,1999,4.267633333333333
1489,mambwe,2000,4.14051
1490,mambwe,2001,4.23007
1491,mambwe,2002,4.27381
1492,mambwe,2003,3.918
1493,mambwe,2004,4.30968
1494,mambwe,2005,3.95435
1495,mambwe,2006,3.96671
1496,mambwe,2007,3.8671699999999998
1497,mambwe,2008,3.9906099999999998
1498,mambwe,2009,4.05736
1499,mambwe,2010,3.94039
1500,mambwe,2011,3.99173
1501,mambwe,2012,3.96811
1502,mambwe,2013,4.145849999999999
1503,mambwe,2014,3.98561
1504,mambwe,2015,3.9646600000000003
1505,mambwe,2016,3.95879
1506,mambwe,2017,4.20859
1507,mambwe,2018,3.7743700000000002
1508,mambwe,2019,3.74693
1509,mambwe,2020,3.95873
1510,mambwe,2021,4.19406
1511,mambwe,2022,3.793849056603774
1512,mansa,1999,4.293699999999999
1513,mansa,2000,4.1752
1514,mansa,2001,4.22555
1515,mansa,2002,4.24439
1516,mansa,2003,3.9555900000000004
1517,mansa,2004,4.35311
1518,mansa,2005,3.9776499999999997
1519,mansa,2006,3.96035
1520,mansa,2007,3.8950799999999997
1521,mansa,2008,4.0314499999999995
1522,mansa,2009,4.06943
1523,mansa,2010,3.9329
1524,mansa,2011,3.97984
1525,mansa,2012,3.97148
1526,mansa,2013,4.18004
1527,mansa,2014,4.0059499999999995
1528,mansa,2015,3.8862099999999997
1529,mansa,2016,3.9750600000000005
1530,mansa,2017,4.26013
1531,mansa,2018,3.86876
1532,mansa,2019,3.73137
1533,mansa,2020,3.9513499999999997
1534,mansa,2021,4.22595
1535,mansa,2022,3.74812962962963
1536,manyinga,1999,4.310813333333333
1537,manyinga,2000,4.20032
1538,manyinga,2001,4.18726
1539,manyinga,2002,4.23536
1540,manyinga,2003,3.99639
1541,manyinga,2004,4.34062
1542,manyinga,2005,4.01853
1543,manyinga,2006,4.01538
1544,manyinga,2007,3.90067
1545,manyinga,2008,4.02296
1546,manyinga,2009,4.09664
1547,manyinga,2010,3.8777
1548,manyinga,2011,3.97287
1549,manyinga,2012,4.02182
1550,manyinga,2013,4.16937
1551,manyinga,2014,3.9996199999999997
1552,manyinga,2015,3.96165
1553,manyinga,2016,4.01508
1554,manyinga,2017,4.27876
1555,manyinga,2018,3.83028
1556,manyinga,2019,3.78849
1557,manyinga,2020,4.0042599999999995
1558,manyinga,2021,4.20428
1559,manyinga,2022,3.6880185185185184
1560,masaiti,1999,4.268806666666666
1561,masaiti,2000,4.16531
1562,masaiti,2001,4.22245
1563,masaiti,2002,4.06065
1564,masaiti,2003,3.97596
1565,masaiti,2004,4.3216399999999995
1566,masaiti,2005,3.9937
1567,masaiti,2006,3.9195499999999996
1568,masaiti,2007,3.89976
1569,masaiti,2008,3.9869600000000003
1570,masaiti,2009,4.12632
1571,masaiti,2010,3.9305900000000005
1572,masaiti,2011,4.04139
1573,masaiti,2012,3.96966
1574,masaiti,2013,4.13068
1575,masaiti,2014,3.97538
1576,masaiti,2015,3.91022
1577,masaiti,2016,3.9219100000000005
1578,masaiti,2017,4.21674
1579,masaiti,2018,3.8285500000000003
1580,masaiti,2019,3.77632
1581,masaiti,2020,3.94509
1582,masaiti,2021,4.23529
1583,masaiti,2022,3.812423076923077
1584,mazabuka,1999,4.2917266666666665
1585,mazabuka,2000,4.18552
1586,mazabuka,2001,4.13243
1587,mazabuka,2002,4.2208
1588,mazabuka,2003,3.99147
1589,mazabuka,2004,4.291329999999999
1590,mazabuka,2005,4.0064
1591,mazabuka,2006,3.9178100000000002
1592,mazabuka,2007,3.9403300000000003
1593,mazabuka,2008,4.03385
1594,mazabuka,2009,4.09283
1595,mazabuka,2010,3.9345100000000004
1596,mazabuka,2011,3.98353
1597,mazabuka,2012,4.02651
1598,mazabuka,2013,4.11672
1599,mazabuka,2014,3.9892399999999997
1600,mazabuka,2015,3.96683
1601,mazabuka,2016,4.00068
1602,mazabuka,2017,4.25451
1603,mazabuka,2018,3.81899
1604,mazabuka,2019,3.7635
1605,mazabuka,2020,3.9684399999999997
1606,mazabuka,2021,4.137490000000001
1607,mazabuka,2022,3.547285714285714
1608,mbala,1999,4.25514
1609,mbala,2000,4.16902
1610,mbala,2001,4.18609
1611,mbala,2002,4.27379
1612,mbala,2003,3.94266
1613,mbala,2004,4.3303
1614,mbala,2005,3.95093
1615,mbala,2006,3.99982
1616,mbala,2007,3.89063
1617,mbala,2008,4.0593200000000005
1618,mbala,2009,4.09506
1619,mbala,2010,3.8980799999999998
1620,mbala,2011,3.9748200000000002
1621,mbala,2012,4.00303
1622,mbala,2013,4.1828899999999996
1623,mbala,2014,4.020779999999999
1624,mbala,2015,3.91241
1625,mbala,2016,3.95021
1626,mbala,2017,4.23878
1627,mbala,2018,3.87981
1628,mbala,2019,3.7650400000000004
1629,mbala,2020,3.9669499999999998
1630,mbala,2021,4.21134
1631,mbala,2022,3.7895192307692307
1632,milengi,1999,4.246906666666667
1633,milengi,2000,4.15964
1634,milengi,2001,4.1291
1635,milengi,2002,4.26877
1636,milengi,2003,4.043690000000001
1637,milengi,2004,4.3590800000000005
1638,milengi,2005,3.95976
1639,milengi,2006,3.9044600000000003
1640,milengi,2007,3.87402
1641,milengi,2008,4.01207
1642,milengi,2009,4.09495
1643,milengi,2010,3.93581
1644,milengi,2011,4.01286
1645,milengi,2012,4.0908999999999995
1646,milengi,2013,4.1961
1647,milengi,2014,3.98914
1648,milengi,2015,3.92981
1649,milengi,2016,3.92527
1650,milengi,2017,4.28681
1651,milengi,2018,3.81619
1652,milengi,2019,3.74111
1653,milengi,2020,3.96747
1654,milengi,2021,4.239599999999999
1655,milengi,2022,3.906843137254902
1656,mitete,1999,4.285853333333334
1657,mitete,2000,4.1782
1658,mitete,2001,4.13949
1659,mitete,2002,4.32836
1660,mitete,2003,4.01004
1661,mitete,2004,4.31005
1662,mitete,2005,3.9957499999999997
1663,mitete,2006,3.98273
1664,mitete,2007,3.88845
1665,mitete,2008,4.01396
1666,mitete,2009,4.10931
1667,mitete,2010,3.95115
1668,mitete,2011,4.00245
1669,mitete,2012,3.9742200000000003
1670,mitete,2013,4.13986
1671,mitete,2014,3.9731
1672,mitete,2015,3.8900900000000003
1673,mitete,2016,4.00435
1674,mitete,2017,4.24772
1675,mitete,2018,3.80336
1676,mitete,2019,3.76469
1677,mitete,2020,3.9286700000000003
1678,mitete,2021,4.16252
1679,mitete,2022,3.9020588235294116
1680,mkushi,1999,4.305146666666667
1681,mkushi,2000,4.20582
1682,mkushi,2001,4.176089999999999
1683,mkushi,2002,4.26405
