district,season_year,yield,zyield,flag
chibombo,2008,4.109120000000001,0.5774444696077691,0
chibombo,2009,3.7651799999999995,-1.4180968604790969,0
chibombo,2010,4.02112,0.066868098590599,0
chibombo,2011,4.16384,0.8949301403129858,0
chibombo,2012,4.03804,0.16503800992708006,0
chibombo,2013,3.88769,-0.7072933239641751,0
chibombo,2014,3.94682,-0.36422081466593637,0
chibombo,2015,3.9901400000000002,-0.1128779920243048,0
chibombo,2016,4.09401,0.4897761859024306,0
chibombo,2017,4.11144,0.5909051193891262,0
chibombo,2018,3.66938,-1.9739288643818718,1
chibombo,2019,3.93848,-0.412609529828245,0
chibombo,2020,4.1226400000000005,0.6558875666094957,0
chibombo,2021,3.9316199999999997,-0.4524112787507225,0
chibombo,2022,3.56781,-2.5632384326115676,1
chiengi,1999,4.293113333333333,1.5625241725150416,0
chiengi,2000,4.10776,0.513312262744728,0
chiengi,2001,4.33325,1.7897219678167036,0
chiengi,2002,4.02096,0.021971793543220635,0
chiengi,2003,4.23632,1.2410395751934116,0
chiengi,2004,4.098450000000001,0.46061203499973186,0
chiengi,2005,4.0791699999999995,0.351475580550359,0
chiengi,2006,3.83601,-1.0249570057519224,0
chiengi,2007,4.01042,-0.037690977716960956,0
chiengi,2008,4.0439,0.1518260604036197,0
chiengi,2009,3.78578,-1.3092891689776327,0
chiengi,2010,4.03365,0.09380486444376392,0
chiengi,2011,4.18785,0.9666700758593446,0
chiengi,2012,4.0609399999999996,0.2482827608090751,0
chiengi,2013,3.9530200000000004,-0.36260967509214737,0
chiengi,2014,3.9022500000000004,-0.6499985647391572,0
chiengi,2015,3.9999000000000002,-0.09724053688746404,0
chiengi,2016,4.12681,0.6211467781628005,0
chiengi,2017,4.1054,0.4999532361627545,0
chiengi,2018,3.67834,-1.9174645147265936,0
chiengi,2019,3.91147,-0.5978077913977095,0
chiengi,2020,4.09953,0.46672548784232604,0
chiengi,2021,3.95008,-0.3792518522747825,0
chiengi,2022,3.55551,-2.6127565634825958,2
chifunabuli,1999,4.264866666666666,1.3898060004587094,0
chifunabuli,2000,4.17369,0.8782850454150427,0
chifunabuli,2001,4.27185,1.4289840211809879,0
chifunabuli,2002,4.0168,-0.0019020196615566057,0
chifunabuli,2003,4.24565,1.281996315750391,0
chifunabuli,2004,4.15529,0.775057038547752,0
chifunabuli,2005,4.0747,0.32292958890454215,0
chifunabuli,2006,3.8534699999999997,-0.9182188871417106,0
chifunabuli,2007,4.058879999999999,0.23417594386972565,0
chifunabuli,2008,4.1135399999999995,0.5408304468787583,0
chifunabuli,2009,3.79252,-1.2601616598896135,0
chifunabuli,2010,4.05675,0.22222618003128763,0
chifunabuli,2011,4.18238,0.927037837788783,0
chifunabuli,2012,4.072,0.3077820009403204,0
chifunabuli,2013,3.9346300000000003,-0.462893613372717,0
chifunabuli,2014,3.9133299999999998,-0.5823912517571397,0
chifunabuli,2015,3.9511900000000004,-0.3699884071921534,0
chifunabuli,2016,4.1163799999999995,0.556763465330014,0
chifunabuli,2017,4.072010000000001,0.3078381031179685,0
chifunabuli,2018,3.6757400000000002,-1.9153228904310458,0
chifunabuli,2019,3.8494,-0.9410524734433321,0
chifunabuli,2020,4.10361,0.485120984477009,0
chifunabuli,2021,3.9138900000000003,-0.5792495298090016,0
chifunabuli,2022,3.54877,-2.6276522399930067,2
chikankanta,1999,4.305713333333333,1.8139931193643668,0
chikankanta,2000,4.12283,0.7193940541917766,0
chikankanta,2001,4.21435,1.267162429902675,0
chikankanta,2002,3.99102,-0.06951929373714102,0
chikankanta,2003,4.1973899999999995,1.165652905732472,0
chikankanta,2004,4.02477,0.13248226526901288,0
chikankanta,2005,4.02476,0.13242241295523022,0
chikankanta,2006,3.81865,-1.1011936263561137,0
chikankanta,2007,4.03907,0.21807107397383876,0
chikankanta,2008,4.02611,0.14050247531547871,0
chikankanta,2009,3.79937,-1.2165888873231818,0
chikankanta,2010,4.049099999999999,0.27810294469477526,0
chikankanta,2011,4.2093799999999995,1.2374158299542126,0
chikankanta,2012,4.06952,0.4003213694327227,0
chikankanta,2013,3.97256,-0.18000666497428167,0
chikankanta,2014,3.917,-0.5125461203337435,0
chikankanta,2015,3.9199400000000004,-0.49494954008253733,0
chikankanta,2016,4.13259,0.7778099124406666,0
chikankanta,2017,4.05973,0.34172595424249536,0
chikankanta,2018,3.71457,-1.7241365081741937,0
chikankanta,2019,3.90024,-0.6128585982283519,0
chikankanta,2020,4.12462,0.7301076183583235,0
chikankanta,2021,3.86382,-0.8308407250136575,0
chikankanta,2022,3.56614,-2.612524401604805,2
chilanga,1999,4.26478,1.5229239161388548,0
chilanga,2000,4.13812,0.7781156689751707,0
chilanga,2001,4.26383,1.5173375602663945,0
chilanga,2002,4.00824,0.014372615591157451,0
chilanga,2003,4.172560000000001,0.9806357702882761,0
chilanga,2004,4.0761899999999995,0.41394406983694976,0
chilanga,2005,4.08407,0.46028142170533676,0
chilanga,2006,3.815,-1.121950972612774,0
chilanga,2007,4.00967,0.02278155127285726,0
chilanga,2008,4.0774,0.42105932310608235,0
chilanga,2009,3.79556,-1.2362654548870669,0
chilanga,2010,4.02403,0.10722373056600769,0
chilanga,2011,4.20075,1.1464035303352036,0
chilanga,2012,4.05541,0.29174988559519344,0
chilanga,2013,3.91904,-0.5101567989596121,0
chilanga,2014,3.93297,-0.4282431807455724,0
chilanga,2015,3.98983,-0.09388508084247009,0
chilanga,2016,4.11858,0.663213149240618,0
chilanga,2017,4.0513200000000005,0.26769915347061396,0
chilanga,2018,3.6856299999999997,-1.882695034949469,0
chilanga,2019,3.9312,-0.4386514437921519,0
chilanga,2020,4.09809,0.5427242736336101,0
chilanga,2021,3.88951,-0.6838042609740084,0
chilanga,2022,3.5373200000000002,-2.7548133922591598,2
chililabombwe,1999,4.233966666666666,1.1209215243547663,0
chililabombwe,2000,4.0818200000000004,0.24224777151315202,0
chililabombwe,2001,3.95724,-0.4772236341196308,0
chililabombwe,2002,4.102180000000001,0.35983035153148185,0
chililabombwe,2003,4.3834800000000005,1.9843873141619293,1
chililabombwe,2004,3.98803,-0.29940597013316916,0
chililabombwe,2005,4.08158,0.24086172931253907,0
chililabombwe,2006,3.98475,-0.3183485468748263,0
chililabombwe,2007,4.20306,0.9424300898541206,0
chililabombwe,2008,4.21679,1.0217232540806251,0
chililabombwe,2009,3.81654,-1.28979087422665,0
chililabombwe,2010,4.1628,0.7099215107019635,0
chililabombwe,2011,4.17084,0.7563539244223662,0
chililabombwe,2012,4.22302,1.0577025995381024,0
chililabombwe,2013,4.0541599999999995,0.08250640789296124,0
chililabombwe,2014,3.89954,-0.8104512798493748,0
chililabombwe,2015,3.93682,-0.5951527246881125,0
chililabombwe,2016,4.21424,1.0069965556991582,0
chililabombwe,2017,4.04763,0.04479450968472681,0
chililabombwe,2018,3.7509500000000005,-1.6685846573014103,0
chililabombwe,2019,3.8729700000000005,-0.9638977018084586,0
chililabombwe,2020,4.07474,0.2013595265951858,0
chililabombwe,2021,3.86951,-0.9838798102005741,0
chililabombwe,2022,3.63031,-2.3653018701408617,1
chilubi,1999,4.311133333333333,1.6562061836440596,0
chilubi,2000,4.16161,0.7737823302816182,0
chilubi,2001,4.28481,1.5008569367037135,0
chilubi,2002,4.04067,0.06004529375006683,0
chilubi,2003,4.27461,1.4406608248083768,0
chilubi,2004,4.0879,0.3387768981438598,0
chilubi,2005,4.01703,-0.0794680479367715,0
chilubi,2006,3.8102199999999997,-1.299973724512689,0
chilubi,2007,4.03329,0.01649163631991004,0
chilubi,2008,4.04171,0.06618293653155029,0
chilubi,2009,3.84647,-1.0860414641003426,0
chilubi,2010,4.06144,0.18262110199184156,0
chilubi,2011,4.22204,1.1304147853634945,0
chilubi,2012,4.05382,0.1376510654582663,0
chilubi,2013,3.94137,-0.5259815602898192,0
chilubi,2014,3.9566399999999997,-0.43586443983474543,0
chilubi,2015,4.03186,0.008052377495367656,0
chilubi,2016,4.13719,0.6296657565086726,0
chilubi,2017,4.1116,0.47864433460655015,0
chilubi,2018,3.6968099999999997,-1.9692718666744535,1
chilubi,2019,3.91921,-0.6567605641722342,0
chilubi,2020,4.11102,0.4752214184399512,0
chilubi,2021,3.97283,-0.34031786614989207,0
chilubi,2022,3.60661,-2.501594346376341,1
chingola,1999,4.250133333333333,1.5513909398830106,0
chingola,2000,4.11668,0.8078531927389705,0
chingola,2001,3.95596,-0.0876012986262219,0
chingola,2002,4.05227,0.44899167090701503,0
chingola,2003,4.22142,1.3914140652227371,0
chingola,2004,3.8600499999999998,-0.6219656606647747,0
chingola,2005,4.03082,0.32948259400443164,0
chingola,2006,3.78888,-1.0184906491569405,0
chingola,2007,4.05699,0.4752892393443195,0
chingola,2008,4.05223,0.4487688101575449,0
chingola,2009,3.79275,-0.9969288716458445,0
chingola,2010,4.043229999999999,0.39862514152708783,0
chingola,2011,4.1215,0.8347079130499504,0
chingola,2012,4.08409,0.6262773971093563,0
chingola,2013,3.95604,-0.08715557712728655,0
chingola,2014,3.79946,-0.959543980922472,0
chingola,2015,3.89684,-0.41698948634094557,0
chingola,2016,4.10625,0.7497422523150126,0
chingola,2017,4.07628,0.582763835775594,0
chingola,2018,3.56327,-2.2754809913477154,1
chingola,2019,3.88994,-0.45543296562429403,0
chingola,2020,4.15568,1.0251424234709463,0
chingola,2021,3.92019,-0.2868945238385993,0
chingola,2022,3.52944,-2.46396547021086,1
chinsali,1999,4.306486666666666,1.6117520795442786,0
chinsali,2000,4.17956,0.8855712459242804,0
chinsali,2001,4.28275,1.4759483683144883,0
chinsali,2002,4.03175,0.0399113713192093,0
chinsali,2003,4.2188799999999995,1.1105313045770815,0
chinsali,2004,4.09302,0.3904531514224012,0
chinsali,2005,4.01509,-0.05540486919848459,0
chinsali,2006,3.79199,-1.3318186302727706,0
chinsali,2007,4.06981,0.2576626386723614,0
chinsali,2008,4.0902199999999995,0.37443361520093665,0
chinsali,2009,3.79731,-1.3013815114519955,0
chinsali,2010,4.05129,0.15170484909326457,0
chinsali,2011,4.19407,0.9685867711290648,0
chinsali,2012,4.09548,0.4045274582455429,0
chinsali,2013,3.94166,-0.47551720660630414,0
chinsali,2014,3.94842,-0.4368414691573484,0
chinsali,2015,3.93308,-0.5246056425992118,0
chinsali,2016,4.14499,0.6877871862185938,0
chinsali,2017,4.15979,0.7724618776748898,0
chinsali,2018,3.69693,-1.875681884991381,0
chinsali,2019,3.88834,-0.7805749463664178,0
chinsali,2020,4.09684,0.41230837583882424,0
chinsali,2021,3.97397,-0.2906632011365146,0
chinsali,2022,3.5928500000000003,-2.471150931394839,1
chipangali,1999,4.297219999999999,1.668979658187516,0
chipangali,2000,4.17579,0.9721899156978624,0
chipangali,2001,4.24796,1.3863158789316474,0
chipangali,2002,3.9976300000000005,-0.05012796721375102,0
chipangali,2003,4.22736,1.2681089391697522,0
chipangali,2004,4.04197,0.20430386332228748,0
chipangali,2005,4.00603,-0.0019270791555051857,0
chipangali,2006,3.8076600000000003,-1.1402140034548813,0
chipangali,2007,4.03641,0.17239946598849432,0
chipangali,2008,4.08249,0.4368157661937432,0
chipangali,2009,3.7938600000000005,-1.2194011766934316,0
chipangali,2010,4.051,0.25611981798490524,0
chipangali,2011,4.13091,0.7146594566437912,0
chipangali,2012,4.08542,0.45362869500453756,0
chipangali,2013,3.93427,-0.41370037999597076,0
chipangali,2014,3.7950999999999997,-1.212285807503885,0
chipangali,2015,3.9375600000000004,-0.394821698839822,0
chipangali,2016,4.099270000000001,0.533102778291058,0
chipangali,2017,4.12803,0.6981334378809618,0
chipangali,2018,3.68808,-1.8263880741698086,0
chipangali,2019,3.92495,-0.46718041293679063,0
chipangali,2020,4.15906,0.8761898136485178,0
chipangali,2021,3.9161900000000003,-0.5174470533403908,0
chipangali,2022,3.5885599999999998,-2.3974538336408684,1
chipata,1999,4.2616933333333336,1.6043354101698653,0
chipata,2000,4.146310000000001,0.9299164940264752,0
chipata,2001,4.09206,0.6128236770328649,0
chipata,2002,3.9908699999999997,0.021365204192621418,0
chipata,2003,4.22469,1.3880498580072804,0
chipata,2004,3.9164600000000003,-0.4135633951160259,0
chipata,2005,4.0635699999999995,0.4462988041084769,0
chipata,2006,3.84447,-0.8343470245237663,0
chipata,2007,4.0324,0.2641092537731669,0
chipata,2008,4.06297,0.442791786777675,0
chipata,2009,3.8218799999999997,-0.9663862270285704,0
chipata,2010,4.08276,0.5584649084053914,0
chipata,2011,4.13683,0.8745056201997535,0
chipata,2012,4.08113,0.5489375113233689,0
chipata,2013,3.9033100000000003,-0.4904255249494993,0
chipata,2014,3.8955599999999997,-0.5357244988057324,0
chipata,2015,3.9336,-0.3133796000327005,0
chipata,2016,4.12185,0.7869470875073279,0
chipata,2017,4.07046,0.4865710531238878,0
chipata,2018,3.6595400000000002,-1.9152682161666719,0
chipata,2019,3.86295,-0.7263308907349747,0
chipata,2020,4.08466,0.5695704632862736,0
chipata,2021,3.9124,-0.43729421238780786,0
chipata,2022,3.4907299999999997,-2.9019675421886255,2
chipili,1999,4.280806666666667,1.393465532262356,0
chipili,2000,4.16139,0.7636971156542948,0
chipili,2001,4.34551,1.7346919030866128,0
chipili,2002,3.94873,-0.3578092470187268,0
chipili,2003,4.32996,1.6526857715171326,0
chipili,2004,4.08839,0.3787165623056162,0
chipili,2005,3.97971,-0.19442982862499875,0
chipili,2006,3.78957,-1.1971723274430568,0
chipili,2007,4.0582,0.21950337181798946,0
chipili,2008,4.0975600000000005,0.4270764482536635,0
chipili,2009,3.77663,-1.265414085803768,0
chipili,2010,4.0293,0.06709326234159298,0
chipili,2011,4.18905,0.9095678294299733,0
chipili,2012,4.06245,0.24191662321157636,0
chipili,2013,3.93416,-0.43464714650215525,0
chipili,2014,3.9337299999999997,-0.43691484017256604,0
chipili,2015,3.97784,-0.20429165923817633,0
chipili,2016,4.1552999999999995,0.7315802448338343,0
chipili,2017,4.11287,0.5078168903326787,0
chipili,2018,3.6850799999999997,-1.7482218893526975,0
chipili,2019,3.8945100000000004,-0.6437495977387994,0
chipili,2020,4.10889,0.48682753961585856,0
chipili,2021,3.90654,-0.5803069120294221,0
chipili,2022,3.55169,-2.4516815607387326,1
chirundu,1999,4.254526666666666,1.3314345655930457,0
chirundu,2000,4.15188,0.7710942263445091,0
chirundu,2001,4.25984,1.3604396477766596,0
chirundu,2002,4.01068,0.00029417534209716503,0
chirundu,2003,4.26948,1.4130636739215838,0
chirundu,2004,4.07997,0.37854301056842404,0
chirundu,2005,4.0120499999999995,0.0077729010494132465,0
chirundu,2006,3.79177,-1.1947188499053338,0
chirundu,2007,4.08469,0.4043091312534895,0
chirundu,2008,4.05462,0.240159290363669,0
chirundu,2009,3.82045,-1.0381569132003114,0
chirundu,2010,4.05281,0.23027863815181165,0
chirundu,2011,4.15782,0.8035202341557993,0
chirundu,2012,4.06811,0.31380017342331845,0
chirundu,2013,3.9213400000000003,-0.48740608355701687,0
chirundu,2014,3.92008,-0.4942843276382013,0
chirundu,2015,3.91635,-0.5146461136880526,0
chirundu,2016,4.116890000000001,0.5800864799948346,0
chirundu,2017,4.17332,0.8881335542020994,0
chirundu,2018,3.69701,-1.7120064762012848,0
chirundu,2019,3.89,-0.6584887577667593,0
chirundu,2020,4.15065,0.764379749979542,0
chirundu,2021,3.90758,-0.5625208760626366,0
chirundu,2022,3.4931099999999997,-2.825081054100659,2
chisamba,1999,4.29334,1.6713084368484072,0
chisamba,2000,4.14272,0.8108439299629929,0
chisamba,2001,4.15533,0.88288255319912,0
chisamba,2002,4.006600000000001,0.03321527057352345,0
chisamba,2003,4.2395499999999995,1.3640160067238114,0
chisamba,2004,4.085109999999999,0.4817285386360173,0
chisamba,2005,3.9944,-0.03648109766444249,0
chisamba,2006,3.7656099999999997,-1.3435165148090078,0
chisamba,2007,4.0542,0.3051453630429501,0
chisamba,2008,4.04162,0.2332781243188872,0
chisamba,2009,3.80033,-1.1451675061842432,0
chisamba,2010,4.00768,0.03938511300769858,0
chisamba,2011,4.16339,0.9289278587727225,0
chisamba,2012,4.07597,0.4295133906282345,0
chisamba,2013,3.92442,-0.4362640361310568,0
chisamba,2014,3.95763,-0.24654138128001055,0
chisamba,2015,3.95437,-0.2651651649239256,0
chisamba,2016,4.1296800000000005,0.7363487953873377,0
chisamba,2017,4.07144,0.4036343293070895,0
chisamba,2018,3.6889600000000002,-1.7814039431237505,0
chisamba,2019,3.9182900000000003,-0.47128360476209763,0
chisamba,2020,4.13621,0.7736534908458526,0
chisamba,2021,3.9082299999999996,-0.5287545444730777,0
chisamba,2022,3.50378,-2.839303407902939,2
chitambo,1999,4.273133333333334,1.3815051410693078,0
chitambo,2000,4.1956999999999995,0.9652237436389488,0
chitambo,2001,4.32851,1.679209956201049,0
chitambo,2002,3.98602,-0.16201538782721192,0
chitambo,2003,4.22368,1.1156441504418084,0
chitambo,2004,4.08922,0.3927875421961961,0
chitambo,2005,4.03983,0.127267031403018,0
chitambo,2006,3.8076100000000004,-1.121147081097326,0
chitambo,2007,4.04357,0.1473732616189806,0
chitambo,2008,4.10722,0.4895554951072543,0
chitambo,2009,3.81311,-1.0915790954856155,0
chitambo,2010,4.02065,0.024155401578898065,0
chitambo,2011,4.25534,1.2858482276175964,0
chitambo,2012,4.04654,0.16333997384930735,0
chitambo,2013,3.9282600000000003,-0.4725329967240313,0
chitambo,2014,3.94627,-0.37571128383913327,0
chitambo,2015,3.9453300000000002,-0.3807647213800438,0
chitambo,2016,4.11248,0.5178332413468185,0
chitambo,2017,4.0844,0.36687523480556533,0
chitambo,2018,3.65686,-1.9315786867274503,0
chitambo,2019,3.87332,-0.7678902929981215,0
chitambo,2020,4.15305,0.735937455213582,0
chitambo,2021,3.91305,-0.5543019169338774,0
chitambo,2022,3.54461,-2.535034393075584,1
choma,1999,4.24026,1.3017453377491321,0
choma,2000,4.15725,0.8198451685282655,0
choma,2001,4.3085,1.697900831637003,0
choma,2002,3.99439,-0.1256103375470342,0
choma,2003,4.17275,0.9098277323509756,0
choma,2004,4.07867,0.36366259658059596,0
choma,2005,4.06309,0.2732156066220237,0
choma,2006,3.81614,-1.1604098215082412,0
choma,2007,4.06457,0.28180749013541784,0
choma,2008,4.0494900000000005,0.19426316352596892,0
choma,2009,3.7888900000000003,-1.3186049740352672,0
choma,2010,4.03596,0.11571709329878584,0
choma,2011,4.24895,1.352193626756832,0
choma,2012,4.0616,0.26456566984164936,0
choma,2013,3.9589,-0.33164138206755844,0
choma,2014,3.95094,-0.377851782585544,0
choma,2015,4.00383,-0.07080805351565447,0
choma,2016,4.1492,0.7731122886074375,0
choma,2017,4.06296,0.27246091415125534,0
choma,2018,3.69416,-1.868543572159504,0
choma,2019,3.91699,-0.5749426239907774,0
choma,2020,4.13055,0.6648429456852689,0
choma,2021,3.86332,-0.8865145078852977,0
choma,2022,3.57329,-2.5702334101757227,1
chongwe,1999,4.271066666666666,1.5263629486040948,0
chongwe,2000,4.16322,0.8928895864698091,0
chongwe,2001,4.30335,1.7159898730112992,0
chongwe,2002,3.9370800000000004,-0.4354191182935686,0
chongwe,2003,4.20251,1.123672504176334,0
chongwe,2004,4.03941,0.16565026243711348,0
chongwe,2005,4.0617399999999995,0.29681296420312275,0
chongwe,2006,3.8052699999999997,-1.2096491102227365,0
chongwe,2007,4.0285899999999994,0.10209538410713767,0
chongwe,2008,4.0665,0.3247724116015212,0
chongwe,2009,3.7846499999999996,-1.3307675567258805,0
chongwe,2010,4.04279,0.1855038196233704,0
chongwe,2011,4.2001800000000005,1.1099864721514896,0
chongwe,2012,4.06236,0.30045474096510194,0
chongwe,2013,3.9287400000000003,-0.4844068895756355,0
chongwe,2014,3.9949500000000002,-0.09550037439750142,0
chongwe,2015,3.9882100000000005,-0.13509001210027335,0
chongwe,2016,4.10585,0.555907759317272,0
chongwe,2017,4.058879999999999,0.28001380043013535,0
chongwe,2018,3.69077,-1.8822030444909177,0
chongwe,2019,3.88109,-0.7642950552339693,0
chongwe,2020,4.1700099999999996,0.9327729158469332,0
chongwe,2021,3.8591699999999998,-0.8930494852702898,0
chongwe,2022,3.62262,-2.2825047966339467,1
gwembe,1999,4.278153333333333,1.5293818144775138,0
gwembe,2000,4.16355,0.8781547246795326,0
gwembe,2001,4.22203,1.2104640834362836,0
gwembe,2002,3.9662900000000003,-0.24276429222122325,0
gwembe,2003,4.21491,1.1700050780609723,0
gwembe,2004,4.0218,0.07266820614722726,0
gwembe,2005,3.99432,-0.08348537077882232,0
gwembe,2006,3.83563,-0.9852325004147412,0
gwembe,2007,4.06402,0.3125810161114898,0
gwembe,2008,4.074870000000001,0.37423553975223683,0
gwembe,2009,3.8139600000000002,-1.1083710743589736,0
gwembe,2010,4.07227,0.359461183856753,0
gwembe,2011,4.2317,1.2654133224783102,0
gwembe,2012,4.07489,0.37434918864373623,0
gwembe,2013,3.8989299999999996,-0.625533758805609,0
gwembe,2014,3.87709,-0.7496383483276213,0
gwembe,2015,4.01616,0.040619218743192576,0
gwembe,2016,4.11142,0.5819288889752006,0
gwembe,2017,4.17642,0.9512877863621504,0
gwembe,2018,3.6429,-2.0804100433899175,1
gwembe,2019,3.87606,-0.7554912662400611,0
gwembe,2020,4.10813,0.563233646322847,0
gwembe,2021,3.89791,-0.6313298522722941,0
gwembe,2022,3.5828699999999998,-2.421527191238203,1
ikelenge,1999,4.266366666666667,1.3880861844994832,0
ikelenge,2000,4.12913,0.6090296068091953,0
