,district,season_year,cultivar,year,yield
1625,chifunabuli,2015,cultivar2,2016,3.73678
1626,chifunabuli,2015,cultivar3,2015,6.523540000000001
1627,chifunabuli,2015,cultivar3,2016,6.43942
1628,chifunabuli,2015,cultivar4,2015,2.33476
1629,chifunabuli,2015,cultivar4,2016,2.4876
1630,chifunabuli,2015,cultivar5,2015,3.10124
1631,chifunabuli,2015,cultivar5,2016,3.4322399999999997
1632,chifunabuli,2015,cultivar6,2015,6.99194
1633,chifunabuli,2015,cultivar6,2016,6.67302
1634,chifunabuli,2015,cultivar7,2015,7.175979999999999
1635,chifunabuli,2015,cultivar7,2016,6.69964
1636,chifunabuli,2015,cultivar8,2015,6.1047199999999995
1637,chifunabuli,2015,cultivar8,2016,6.31172
1638,chifunabuli,2015,cultivar9,2015,6.1101
1639,chifunabuli,2015,cultivar9,2016,6.64006
1640,chifunabuli,2016,cultivar1,2016,3.34286
1641,chifunabuli,2016,cultivar1,2017,4.45442
1642,chifunabuli,2016,cultivar10,2016,4.69318
1643,chifunabuli,2016,cultivar10,2017,5.75452
1644,chifunabuli,2016,cultivar2,2016,1.0747
1645,chifunabuli,2016,cultivar2,2017,4.3384
1646,chifunabuli,2016,cultivar3,2016,6.0969
1647,chifunabuli,2016,cultivar3,2017,6.84206
1648,chifunabuli,2016,cultivar4,2016,1.84272
1649,chifunabuli,2016,cultivar4,2017,2.76526
1650,chifunabuli,2016,cultivar5,2016,2.5418600000000002
1651,chifunabuli,2016,cultivar5,2017,4.06606
1652,chifunabuli,2016,cultivar6,2016,6.37648
1653,chifunabuli,2016,cultivar6,2017,6.8141
1654,chifunabuli,2016,cultivar7,2016,6.9879999999999995
1655,chifunabuli,2016,cultivar7,2017,7.250900000000001
1656,chifunabuli,2016,cultivar8,2016,5.1904200000000005
1657,chifunabuli,2016,cultivar8,2017,6.44318
1658,chifunabuli,2016,cultivar9,2016,5.56634
1659,chifunabuli,2016,cultivar9,2017,7.187379999999999
1660,chifunabuli,2017,cultivar1,2017,3.99572
1661,chifunabuli,2017,cultivar1,2018,4.09252
1662,chifunabuli,2017,cultivar10,2017,5.43846
1663,chifunabuli,2017,cultivar10,2018,5.476660000000001
1664,chifunabuli,2017,cultivar2,2017,2.85346
1665,chifunabuli,2017,cultivar2,2018,4.19238
1666,chifunabuli,2017,cultivar3,2017,6.50362
1667,chifunabuli,2017,cultivar3,2018,7.130800000000001
1668,chifunabuli,2017,cultivar4,2017,2.39666
1669,chifunabuli,2017,cultivar4,2018,2.6786399999999997
1670,chifunabuli,2017,cultivar5,2017,3.6992399999999996
1671,chifunabuli,2017,cultivar5,2018,3.66824
1672,chifunabuli,2017,cultivar6,2017,7.23808
1673,chifunabuli,2017,cultivar6,2018,6.94524
1674,chifunabuli,2017,cultivar7,2017,7.952100000000001
1675,chifunabuli,2017,cultivar7,2018,7.272480000000001
1676,chifunabuli,2017,cultivar8,2017,6.32042
1677,chifunabuli,2017,cultivar8,2018,6.67448
1678,chifunabuli,2017,cultivar9,2017,6.4703
1679,chifunabuli,2017,cultivar9,2018,7.0132
1680,chifunabuli,2018,cultivar1,2018,3.1733
1681,chifunabuli,2018,cultivar1,2019,3.43074
1682,chifunabuli,2018,cultivar10,2018,4.83772
1683,chifunabuli,2018,cultivar10,2019,4.07952
1684,chifunabuli,2018,cultivar2,2018,1.3187
1685,chifunabuli,2018,cultivar2,2019,4.28632
1686,chifunabuli,2018,cultivar3,2018,5.6874199999999995
1687,chifunabuli,2018,cultivar3,2019,5.97704
1688,chifunabuli,2018,cultivar4,2018,1.5673400000000002
1689,chifunabuli,2018,cultivar4,2019,2.6592000000000002
1690,chifunabuli,2018,cultivar5,2018,2.1358
1691,chifunabuli,2018,cultivar5,2019,3.56508
1692,chifunabuli,2018,cultivar6,2018,5.5286599999999995
1693,chifunabuli,2018,cultivar6,2019,5.938680000000001
1694,chifunabuli,2018,cultivar7,2018,6.77466
1695,chifunabuli,2018,cultivar7,2019,5.9405600000000005
1696,chifunabuli,2018,cultivar8,2018,5.697419999999999
1697,chifunabuli,2018,cultivar8,2019,5.5857600000000005
1698,chifunabuli,2018,cultivar9,2018,5.170660000000001
1699,chifunabuli,2018,cultivar9,2019,5.27148
1700,chifunabuli,2019,cultivar1,2019,3.56186
1701,chifunabuli,2019,cultivar1,2020,4.076960000000001
1702,chifunabuli,2019,cultivar10,2019,4.69254
1703,chifunabuli,2019,cultivar10,2020,5.53034
1704,chifunabuli,2019,cultivar2,2019,1.9891800000000002
1705,chifunabuli,2019,cultivar2,2020,4.06658
1706,chifunabuli,2019,cultivar3,2019,6.3728
1707,chifunabuli,2019,cultivar3,2020,7.05842
1708,chifunabuli,2019,cultivar4,2019,1.90496
1709,chifunabuli,2019,cultivar4,2020,2.5981799999999997
1710,chifunabuli,2019,cultivar5,2019,2.4835399999999996
1711,chifunabuli,2019,cultivar5,2020,3.61606
1712,chifunabuli,2019,cultivar6,2019,6.51952
1713,chifunabuli,2019,cultivar6,2020,6.943440000000001
1714,chifunabuli,2019,cultivar7,2019,7.21844
1715,chifunabuli,2019,cultivar7,2020,7.04826
1716,chifunabuli,2019,cultivar8,2019,5.7464200000000005
1717,chifunabuli,2019,cultivar8,2020,6.57954
1718,chifunabuli,2019,cultivar9,2019,5.865359999999999
1719,chifunabuli,2019,cultivar9,2020,6.731240000000001
1720,chifunabuli,2020,cultivar1,2020,3.6611599999999997
1721,chifunabuli,2020,cultivar1,2021,4.44282
1722,chifunabuli,2020,cultivar10,2020,5.09718
1723,chifunabuli,2020,cultivar10,2021,5.68704
1724,chifunabuli,2020,cultivar2,2020,2.49508
1725,chifunabuli,2020,cultivar2,2021,4.3819799999999995
1726,chifunabuli,2020,cultivar3,2020,6.73712
1727,chifunabuli,2020,cultivar3,2021,7.7664800000000005
1728,chifunabuli,2020,cultivar4,2020,2.30354
1729,chifunabuli,2020,cultivar4,2021,2.71762
1730,chifunabuli,2020,cultivar5,2020,3.13404
1731,chifunabuli,2020,cultivar5,2021,3.8552
1732,chifunabuli,2020,cultivar6,2020,7.11194
1733,chifunabuli,2020,cultivar6,2021,7.16938
1734,chifunabuli,2020,cultivar7,2020,7.23882
1735,chifunabuli,2020,cultivar7,2021,7.9481399999999995
1736,chifunabuli,2020,cultivar8,2020,7.2802999999999995
1737,chifunabuli,2020,cultivar8,2021,6.80942
1738,chifunabuli,2020,cultivar9,2020,6.52864
1739,chifunabuli,2020,cultivar9,2021,6.94194
1740,chifunabuli,2021,cultivar1,2021,3.4913
1741,chifunabuli,2021,cultivar1,2022,3.96644
1742,chifunabuli,2021,cultivar10,2021,4.68132
1743,chifunabuli,2021,cultivar10,2022,5.78168
1744,chifunabuli,2021,cultivar2,2021,0.8667400000000001
1745,chifunabuli,2021,cultivar2,2022,4.1383
1746,chifunabuli,2021,cultivar3,2021,4.71164
1747,chifunabuli,2021,cultivar3,2022,7.47322
1748,chifunabuli,2021,cultivar4,2021,2.19618
1749,chifunabuli,2021,cultivar4,2022,2.53904
1750,chifunabuli,2021,cultivar5,2021,2.64584
1751,chifunabuli,2021,cultivar5,2022,3.47956
1752,chifunabuli,2021,cultivar6,2021,5.4906
1753,chifunabuli,2021,cultivar6,2022,7.1047400000000005
1754,chifunabuli,2021,cultivar7,2021,6.794239999999999
1755,chifunabuli,2021,cultivar7,2022,8.00822
1756,chifunabuli,2021,cultivar8,2021,5.7809
1757,chifunabuli,2021,cultivar8,2022,7.02048
1758,chifunabuli,2021,cultivar9,2021,4.9106
1759,chifunabuli,2021,cultivar9,2022,6.839879999999999
1760,chikankanta,2011,cultivar1,2011,3.94106
1761,chikankanta,2011,cultivar1,2012,4.31772
1762,chikankanta,2011,cultivar10,2011,5.05218
1763,chikankanta,2011,cultivar10,2012,5.03092
1764,chikankanta,2011,cultivar2,2011,3.3363
1765,chikankanta,2011,cultivar2,2012,4.0332799999999995
1766,chikankanta,2011,cultivar3,2011,5.90304
1767,chikankanta,2011,cultivar3,2012,5.93202
1768,chikankanta,2011,cultivar4,2011,2.6143
1769,chikankanta,2011,cultivar4,2012,2.7459800000000003
1770,chikankanta,2011,cultivar5,2011,3.73034
1771,chikankanta,2011,cultivar5,2012,3.9292399999999996
1772,chikankanta,2011,cultivar6,2011,6.3025199999999995
1773,chikankanta,2011,cultivar6,2012,5.97606
1774,chikankanta,2011,cultivar7,2011,6.79996
1775,chikankanta,2011,cultivar7,2012,6.13244
1776,chikankanta,2011,cultivar8,2011,6.4046
1777,chikankanta,2011,cultivar8,2012,5.94048
1778,chikankanta,2011,cultivar9,2011,6.16766
1779,chikankanta,2011,cultivar9,2012,5.96842
1780,chikankanta,2012,cultivar1,2012,3.57616
1781,chikankanta,2012,cultivar1,2013,4.50054
1782,chikankanta,2012,cultivar10,2012,5.10944
1783,chikankanta,2012,cultivar10,2013,5.12162
1784,chikankanta,2012,cultivar2,2012,3.64044
1785,chikankanta,2012,cultivar2,2013,4.4064
1786,chikankanta,2012,cultivar3,2012,6.38842
1787,chikankanta,2012,cultivar3,2013,6.11658
1788,chikankanta,2012,cultivar4,2012,2.44564
1789,chikankanta,2012,cultivar4,2013,2.8563600000000005
1790,chikankanta,2012,cultivar5,2012,3.5263799999999996
1791,chikankanta,2012,cultivar5,2013,3.95874
1792,chikankanta,2012,cultivar6,2012,6.237240000000001
1793,chikankanta,2012,cultivar6,2013,5.69126
1794,chikankanta,2012,cultivar7,2012,6.59906
1795,chikankanta,2012,cultivar7,2013,6.22668
1796,chikankanta,2012,cultivar8,2012,6.2755600000000005
1797,chikankanta,2012,cultivar8,2013,5.50146
1798,chikankanta,2012,cultivar9,2012,5.98982
1799,chikankanta,2012,cultivar9,2013,6.35398
1800,chikankanta,2013,cultivar1,2013,3.84342
1801,chikankanta,2013,cultivar1,2014,4.09284
1802,chikankanta,2013,cultivar10,2013,4.96744
1803,chikankanta,2013,cultivar10,2014,5.13746
1804,chikankanta,2013,cultivar2,2013,3.50952
1805,chikankanta,2013,cultivar2,2014,4.2501999999999995
1806,chikankanta,2013,cultivar3,2013,6.04168
1807,chikankanta,2013,cultivar3,2014,6.19186
1808,chikankanta,2013,cultivar4,2013,2.48162
1809,chikankanta,2013,cultivar4,2014,2.69034
1810,chikankanta,2013,cultivar5,2013,3.44902
1811,chikankanta,2013,cultivar5,2014,3.79066
1812,chikankanta,2013,cultivar6,2013,6.04634
1813,chikankanta,2013,cultivar6,2014,6.32504
1814,chikankanta,2013,cultivar7,2013,6.401459999999999
1815,chikankanta,2013,cultivar7,2014,6.715520000000001
1816,chikankanta,2013,cultivar8,2013,5.64594
1817,chikankanta,2013,cultivar8,2014,5.8525
1818,chikankanta,2013,cultivar9,2013,5.85884
1819,chikankanta,2013,cultivar9,2014,6.2584
1820,chikankanta,2014,cultivar1,2014,3.68278
1821,chikankanta,2014,cultivar1,2015,3.9486399999999997
1822,chikankanta,2014,cultivar10,2014,5.08296
1823,chikankanta,2014,cultivar10,2015,4.9237
1824,chikankanta,2014,cultivar2,2014,2.99674
1825,chikankanta,2014,cultivar2,2015,3.90918
1826,chikankanta,2014,cultivar3,2014,6.15796
1827,chikankanta,2014,cultivar3,2015,5.554640000000001
1828,chikankanta,2014,cultivar4,2014,2.45612
1829,chikankanta,2014,cultivar4,2015,2.84778
1830,chikankanta,2014,cultivar5,2014,3.58626
1831,chikankanta,2014,cultivar5,2015,3.7409
1832,chikankanta,2014,cultivar6,2014,6.87628
1833,chikankanta,2014,cultivar6,2015,6.06402
1834,chikankanta,2014,cultivar7,2014,6.93028
1835,chikankanta,2014,cultivar7,2015,6.1716
1836,chikankanta,2014,cultivar8,2014,6.4797
1837,chikankanta,2014,cultivar8,2015,5.40086
1838,chikankanta,2014,cultivar9,2014,6.31898
1839,chikankanta,2014,cultivar9,2015,5.93494
1840,chikankanta,2015,cultivar1,2015,3.72572
1841,chikankanta,2015,cultivar1,2016,4.10984
1842,chikankanta,2015,cultivar10,2015,4.4988
1843,chikankanta,2015,cultivar10,2016,4.97776
1844,chikankanta,2015,cultivar2,2015,3.05746
1845,chikankanta,2015,cultivar2,2016,3.78082
1846,chikankanta,2015,cultivar3,2015,5.98842
1847,chikankanta,2015,cultivar3,2016,6.41198
1848,chikankanta,2015,cultivar4,2015,2.4899199999999997
1849,chikankanta,2015,cultivar4,2016,2.45374
1850,chikankanta,2015,cultivar5,2015,3.61402
1851,chikankanta,2015,cultivar5,2016,3.42856
1852,chikankanta,2015,cultivar6,2015,5.83456
1853,chikankanta,2015,cultivar6,2016,5.92622
1854,chikankanta,2015,cultivar7,2015,6.0519799999999995
1855,chikankanta,2015,cultivar7,2016,6.249059999999999
1856,chikankanta,2015,cultivar8,2015,5.84306
1857,chikankanta,2015,cultivar8,2016,6.0579600000000005
1858,chikankanta,2015,cultivar9,2015,5.406420000000001
1859,chikankanta,2015,cultivar9,2016,6.451219999999999
1860,chikankanta,2016,cultivar1,2016,3.64986
1861,chikankanta,2016,cultivar1,2017,4.43428
1862,chikankanta,2016,cultivar10,2016,4.61564
1863,chikankanta,2016,cultivar10,2017,4.86084
1864,chikankanta,2016,cultivar2,2016,2.7893
1865,chikankanta,2016,cultivar2,2017,4.17432
1866,chikankanta,2016,cultivar3,2016,6.16146
1867,chikankanta,2016,cultivar3,2017,5.86726
1868,chikankanta,2016,cultivar4,2016,2.48388
1869,chikankanta,2016,cultivar4,2017,2.78926
1870,chikankanta,2016,cultivar5,2016,3.58574
1871,chikankanta,2016,cultivar5,2017,3.9742
1872,chikankanta,2016,cultivar6,2016,6.290839999999999
1873,chikankanta,2016,cultivar6,2017,5.6948
1874,chikankanta,2016,cultivar7,2016,5.87566
1875,chikankanta,2016,cultivar7,2017,5.92314
1876,chikankanta,2016,cultivar8,2016,5.61592
1877,chikankanta,2016,cultivar8,2017,5.45922
1878,chikankanta,2016,cultivar9,2016,6.07162
1879,chikankanta,2016,cultivar9,2017,5.83146
1880,chikankanta,2017,cultivar1,2017,4.07538
1881,chikankanta,2017,cultivar1,2018,4.0773399999999995
1882,chikankanta,2017,cultivar10,2017,5.08358
1883,chikankanta,2017,cultivar10,2018,5.18664
1884,chikankanta,2017,cultivar2,2017,3.6239600000000003
1885,chikankanta,2017,cultivar2,2018,4.2413
1886,chikankanta,2017,cultivar3,2017,6.7801
1887,chikankanta,2017,cultivar3,2018,6.3917399999999995
1888,chikankanta,2017,cultivar4,2017,2.57152
1889,chikankanta,2017,cultivar4,2018,2.6518599999999997
1890,chikankanta,2017,cultivar5,2017,3.62866
1891,chikankanta,2017,cultivar5,2018,3.64284
1892,chikankanta,2017,cultivar6,2017,6.18708
1893,chikankanta,2017,cultivar6,2018,6.42874
1894,chikankanta,2017,cultivar7,2017,5.96174
1895,chikankanta,2017,cultivar7,2018,6.5241999999999996
1896,chikankanta,2017,cultivar8,2017,6.0133600000000005
1897,chikankanta,2017,cultivar8,2018,6.21792
1898,chikankanta,2017,cultivar9,2017,6.06722
1899,chikankanta,2017,cultivar9,2018,5.97492
1900,chikankanta,2018,cultivar1,2018,3.48416
1901,chikankanta,2018,cultivar1,2019,3.75378
1902,chikankanta,2018,cultivar10,2018,4.868860000000001
1903,chikankanta,2018,cultivar10,2019,4.72254
1904,chikankanta,2018,cultivar2,2018,3.48412
1905,chikankanta,2018,cultivar2,2019,4.0782
1906,chikankanta,2018,cultivar3,2018,6.48542
1907,chikankanta,2018,cultivar3,2019,5.95838
1908,chikankanta,2018,cultivar4,2018,2.38368
1909,chikankanta,2018,cultivar4,2019,2.66516
1910,chikankanta,2018,cultivar5,2018,3.30054
1911,chikankanta,2018,cultivar5,2019,3.5722000000000005
1912,chikankanta,2018,cultivar6,2018,6.552440000000001
1913,chikankanta,2018,cultivar6,2019,5.63434
1914,chikankanta,2018,cultivar7,2018,6.5533
1915,chikankanta,2018,cultivar7,2019,6.10232
1916,chikankanta,2018,cultivar8,2018,5.77842
1917,chikankanta,2018,cultivar8,2019,5.19976
1918,chikankanta,2018,cultivar9,2018,5.9535800000000005
1919,chikankanta,2018,cultivar9,2019,5.5526800000000005
1920,chikankanta,2019,cultivar1,2019,3.6227199999999997
1921,chikankanta,2019,cultivar1,2020,4.04852
1922,chikankanta,2019,cultivar10,2019,4.842099999999999
1923,chikankanta,2019,cultivar10,2020,5.08388
1924,chikankanta,2019,cultivar2,2019,2.17992
1925,chikankanta,2019,cultivar2,2020,4.266
1926,chikankanta,2019,cultivar3,2019,5.69514
1927,chikankanta,2019,cultivar3,2020,6.6261
1928,chikankanta,2019,cultivar4,2019,2.4074
1929,chikankanta,2019,cultivar4,2020,2.6188
1930,chikankanta,2019,cultivar5,2019,3.32002
1931,chikankanta,2019,cultivar5,2020,3.5786599999999997
1932,chikankanta,2019,cultivar6,2019,6.6545000000000005
1933,chikankanta,2019,cultivar6,2020,6.27794
1934,chikankanta,2019,cultivar7,2019,6.316800000000001
1935,chikankanta,2019,cultivar7,2020,6.856559999999999
1936,chikankanta,2019,cultivar8,2019,5.78378
1937,chikankanta,2019,cultivar8,2020,5.97332
1938,chikankanta,2019,cultivar9,2019,5.99212
1939,chikankanta,2019,cultivar9,2020,6.50898
1940,chikankanta,2020,cultivar1,2020,3.66962
1941,chikankanta,2020,cultivar1,2021,4.4206
1942,chikankanta,2020,cultivar10,2020,4.95834
1943,chikankanta,2020,cultivar10,2021,5.31462
1944,chikankanta,2020,cultivar2,2020,3.3560000000000003
1945,chikankanta,2020,cultivar2,2021,4.37412
1946,chikankanta,2020,cultivar3,2020,6.76544
1947,chikankanta,2020,cultivar3,2021,6.00398
1948,chikankanta,2020,cultivar4,2020,2.46944
1949,chikankanta,2020,cultivar4,2021,2.7137599999999997
1950,chikankanta,2020,cultivar5,2020,3.4936200000000004
1951,chikankanta,2020,cultivar5,2021,3.86362
1952,chikankanta,2020,cultivar6,2020,6.75092
1953,chikankanta,2020,cultivar6,2021,6.18002
1954,chikankanta,2020,cultivar7,2020,6.46562
1955,chikankanta,2020,cultivar7,2021,6.24364
1956,chikankanta,2020,cultivar8,2020,6.08048
1957,chikankanta,2020,cultivar8,2021,6.02336
1958,chikankanta,2020,cultivar9,2020,6.610320000000001
1959,chikankanta,2020,cultivar9,2021,6.30992
1960,chikankanta,2021,cultivar1,2021,3.7138400000000003
1961,chikankanta,2021,cultivar1,2022,4.02622
1962,chikankanta,2021,cultivar10,2021,5.0336
1963,chikankanta,2021,cultivar10,2022,5.25344
1964,chikankanta,2021,cultivar2,2021,3.6751799999999997
1965,chikankanta,2021,cultivar2,2022,4.0602
1966,chikankanta,2021,cultivar3,2021,6.380599999999999
1967,chikankanta,2021,cultivar3,2022,6.500839999999999
1968,chikankanta,2021,cultivar4,2021,2.66
1969,chikankanta,2021,cultivar4,2022,2.5437600000000002
1970,chikankanta,2021,cultivar5,2021,3.6269600000000004
1971,chikankanta,2021,cultivar5,2022,3.52028
1972,chikankanta,2021,cultivar6,2021,5.69626
1973,chikankanta,2021,cultivar6,2022,6.46526
1974,chikankanta,2021,cultivar7,2021,6.58682
1975,chikankanta,2021,cultivar7,2022,6.6709000000000005
1976,chikankanta,2021,cultivar8,2021,6.3780600000000005
1977,chikankanta,2021,cultivar8,2022,6.21128
1978,chikankanta,2021,cultivar9,2021,6.323300000000001
1979,chikankanta,2021,cultivar9,2022,6.34532
1980,chilanga,2011,cultivar1,2011,3.8862799999999997
1981,chilanga,2011,cultivar1,2012,4.28028
1982,chilanga,2011,cultivar10,2011,4.92728
1983,chilanga,2011,cultivar10,2012,4.518879999999999
1984,chilanga,2011,cultivar2,2011,4.10888
1985,chilanga,2011,cultivar2,2012,3.88602
1986,chilanga,2011,cultivar3,2011,6.45244
1987,chilanga,2011,cultivar3,2012,5.6135
1988,chilanga,2011,cultivar4,2011,2.6044600000000004
1989,chilanga,2011,cultivar4,2012,2.78206
1990,chilanga,2011,cultivar5,2011,3.73438
1991,chilanga,2011,cultivar5,2012,3.9322399999999997
1992,chilanga,2011,cultivar6,2011,6.2035599999999995
1993,chilanga,2011,cultivar6,2012,5.50436
1994,chilanga,2011,cultivar7,2011,6.7505
1995,chilanga,2011,cultivar7,2012,6.04096
1996,chilanga,2011,cultivar8,2011,5.8323599999999995
1997,chilanga,2011,cultivar8,2012,5.184679999999999
1998,chilanga,2011,cultivar9,2011,6.38248
1999,chilanga,2011,cultivar9,2012,5.46056
2000,chilanga,2012,cultivar1,2012,3.52392
2001,chilanga,2012,cultivar1,2013,4.49306
2002,chilanga,2012,cultivar10,2012,4.98356
2003,chilanga,2012,cultivar10,2013,4.88012
2004,chilanga,2012,cultivar2,2012,2.7469400000000004
2005,chilanga,2012,cultivar2,2013,4.03894
2006,chilanga,2012,cultivar3,2012,5.99506
2007,chilanga,2012,cultivar3,2013,5.63328
2008,chilanga,2012,cultivar4,2012,2.4754400000000003
2009,chilanga,2012,cultivar4,2013,2.80784
2010,chilanga,2012,cultivar5,2012,3.54456
2011,chilanga,2012,cultivar5,2013,3.9197800000000003
2012,chilanga,2012,cultivar6,2012,6.14462
2013,chilanga,2012,cultivar6,2013,5.48992
2014,chilanga,2012,cultivar7,2012,6.1037
2015,chilanga,2012,cultivar7,2013,6.209020000000001
2016,chilanga,2012,cultivar8,2012,5.5939
2017,chilanga,2012,cultivar8,2013,5.13142
2018,chilanga,2012,cultivar9,2012,5.91758
2019,chilanga,2012,cultivar9,2013,5.50216
2020,chilanga,2013,cultivar1,2013,3.6819
2021,chilanga,2013,cultivar1,2014,4.113040000000001
2022,chilanga,2013,cultivar10,2013,4.91164
2023,chilanga,2013,cultivar10,2014,5.04814
2024,chilanga,2013,cultivar2,2013,3.72494
2025,chilanga,2013,cultivar2,2014,4.41892
2026,chilanga,2013,cultivar3,2013,6.2897799999999995
2027,chilanga,2013,cultivar3,2014,6.355
2028,chilanga,2013,cultivar4,2013,2.43012
2029,chilanga,2013,cultivar4,2014,2.72574
2030,chilanga,2013,cultivar5,2013,3.5048200000000005
2031,chilanga,2013,cultivar5,2014,3.8136799999999997
2032,chilanga,2013,cultivar6,2013,5.89264
2033,chilanga,2013,cultivar6,2014,6.1738800000000005
2034,chilanga,2013,cultivar7,2013,6.12442
2035,chilanga,2013,cultivar7,2014,6.18792
2036,chilanga,2013,cultivar8,2013,6.059
2037,chilanga,2013,cultivar8,2014,5.77932
2038,chilanga,2013,cultivar9,2013,6.00842
2039,chilanga,2013,cultivar9,2014,6.0442
2040,chilanga,2014,cultivar1,2014,3.71558
2041,chilanga,2014,cultivar1,2015,3.9599200000000003
2042,chilanga,2014,cultivar10,2014,4.9311
2043,chilanga,2014,cultivar10,2015,4.6939400000000004
2044,chilanga,2014,cultivar2,2014,3.1581
2045,chilanga,2014,cultivar2,2015,4.0367
2046,chilanga,2014,cultivar3,2014,6.31076
2047,chilanga,2014,cultivar3,2015,6.0369600000000005
2048,chilanga,2014,cultivar4,2014,2.59252
2049,chilanga,2014,cultivar4,2015,2.82146
2050,chilanga,2014,cultivar5,2014,3.71776
2051,chilanga,2014,cultivar5,2015,3.84024
2052,chilanga,2014,cultivar6,2014,6.543819999999999
2053,chilanga,2014,cultivar6,2015,5.53094
2054,chilanga,2014,cultivar7,2014,6.20268
2055,chilanga,2014,cultivar7,2015,5.48074
2056,chilanga,2014,cultivar8,2014,5.89164
2057,chilanga,2014,cultivar8,2015,5.04716
2058,chilanga,2014,cultivar9,2014,6.211799999999999
2059,chilanga,2014,cultivar9,2015,5.27308
2060,chilanga,2015,cultivar1,2015,3.7368
2061,chilanga,2015,cultivar1,2016,4.0723199999999995
2062,chilanga,2015,cultivar10,2015,4.56294
2063,chilanga,2015,cultivar10,2016,5.1182799999999995
2064,chilanga,2015,cultivar2,2015,4.08146
2065,chilanga,2015,cultivar2,2016,3.75846
2066,chilanga,2015,cultivar3,2015,5.79548
2067,chilanga,2015,cultivar3,2016,6.35606
2068,chilanga,2015,cultivar4,2015,2.51998
2069,chilanga,2015,cultivar4,2016,2.47006
2070,chilanga,2015,cultivar5,2015,3.62966
2071,chilanga,2015,cultivar5,2016,3.4405799999999997
2072,chilanga,2015,cultivar6,2015,6.33318
2073,chilanga,2015,cultivar6,2016,5.934819999999999
2074,chilanga,2015,cultivar7,2015,6.39572
2075,chilanga,2015,cultivar7,2016,6.17226
2076,chilanga,2015,cultivar8,2015,5.55704
2077,chilanga,2015,cultivar8,2016,6.11186
2078,chilanga,2015,cultivar9,2015,5.491499999999999
2079,chilanga,2015,cultivar9,2016,5.9238599999999995
2080,chilanga,2016,cultivar1,2016,3.7248200000000002
2081,chilanga,2016,cultivar1,2017,4.35996
2082,chilanga,2016,cultivar10,2016,4.75574
2083,chilanga,2016,cultivar10,2017,4.80046
2084,chilanga,2016,cultivar2,2016,4.09746
2085,chilanga,2016,cultivar2,2017,4.22386
2086,chilanga,2016,cultivar3,2016,6.48998
2087,chilanga,2016,cultivar3,2017,5.7228200000000005
2088,chilanga,2016,cultivar4,2016,2.57194
2089,chilanga,2016,cultivar4,2017,2.71692
2090,chilanga,2016,cultivar5,2016,3.7395
2091,chilanga,2016,cultivar5,2017,3.92064
2092,chilanga,2016,cultivar6,2016,6.46182
2093,chilanga,2016,cultivar6,2017,5.67336
2094,chilanga,2016,cultivar7,2016,6.1174599999999995
2095,chilanga,2016,cultivar7,2017,6.184360000000001
2096,chilanga,2016,cultivar8,2016,6.00458
2097,chilanga,2016,cultivar8,2017,5.08428
2098,chilanga,2016,cultivar9,2016,5.70192
2099,chilanga,2016,cultivar9,2017,5.68182
2100,chilanga,2017,cultivar1,2017,4.0560599999999996
2101,chilanga,2017,cultivar1,2018,4.22802
2102,chilanga,2017,cultivar10,2017,4.99552
2103,chilanga,2017,cultivar10,2018,5.1271
2104,chilanga,2017,cultivar2,2017,3.8446
2105,chilanga,2017,cultivar2,2018,4.01576
2106,chilanga,2017,cultivar3,2017,6.29462
2107,chilanga,2017,cultivar3,2018,6.4610199999999995
2108,chilanga,2017,cultivar4,2017,2.55554
2109,chilanga,2017,cultivar4,2018,2.6683999999999997
2110,chilanga,2017,cultivar5,2017,3.8402
2111,chilanga,2017,cultivar5,2018,3.65498
2112,chilanga,2017,cultivar6,2017,6.06662
2113,chilanga,2017,cultivar6,2018,5.7629399999999995
2114,chilanga,2017,cultivar7,2017,6.34178
2115,chilanga,2017,cultivar7,2018,6.228580000000001
2116,chilanga,2017,cultivar8,2017,5.9417
2117,chilanga,2017,cultivar8,2018,5.867319999999999
2118,chilanga,2017,cultivar9,2017,6.24856
2119,chilanga,2017,cultivar9,2018,6.01424
2120,chilanga,2018,cultivar1,2018,3.4755200000000004
2121,chilanga,2018,cultivar1,2019,3.78406
2122,chilanga,2018,cultivar10,2018,4.88002
2123,chilanga,2018,cultivar10,2019,4.79122
2124,chilanga,2018,cultivar2,2018,2.7694799999999997
2125,chilanga,2018,cultivar2,2019,4.124359999999999
2126,chilanga,2018,cultivar3,2018,5.89644
2127,chilanga,2018,cultivar3,2019,5.52792
2128,chilanga,2018,cultivar4,2018,2.41062
2129,chilanga,2018,cultivar4,2019,2.64656
2130,chilanga,2018,cultivar5,2018,3.3431200000000003
2131,chilanga,2018,cultivar5,2019,3.59016
2132,chilanga,2018,cultivar6,2018,6.48114
2133,chilanga,2018,cultivar6,2019,5.77972
2134,chilanga,2018,cultivar7,2018,6.66352
2135,chilanga,2018,cultivar7,2019,5.912780000000001
2136,chilanga,2018,cultivar8,2018,6.24538
2137,chilanga,2018,cultivar8,2019,5.042
2138,chilanga,2018,cultivar9,2018,6.16834
2139,chilanga,2018,cultivar9,2019,6.1030999999999995
2140,chilanga,2019,cultivar1,2019,3.68826
2141,chilanga,2019,cultivar1,2020,4.03878
2142,chilanga,2019,cultivar10,2019,4.83572
2143,chilanga,2019,cultivar10,2020,4.94658
2144,chilanga,2019,cultivar2,2019,3.4023399999999997
