,district,cultivar,rmse,%rmse,unbiased rmse,bias,correlation,season length
69,shangombo,10,4988.919146720442,1045823.7395158102,240.60412601758617,4983.11387658933,0.09813244801241758,104.88727272727273
70,siavonga,10,5005.72901186513,555544.0098069627,133.7898659707928,5003.940768233749,-0.1998645063037371,104.94545454545455
71,sinazongwe,10,4972.811696526741,542450.6641416335,126.11042257427903,4971.212360222736,0.26440628326522403,104.78545454545454
72,solwezi,10,4586.5475322487455,263772.84395967564,496.0585027549865,4559.642993417526,-0.5925387350774308,104.92727272727272
73,zambezi,10,5820.70101202978,314660.396128437,142.08736988662557,5818.966527723219,-0.3348776456905108,104.7690909090909
74,chadiza,1,3566.10710995541,163551.9013817777,325.8510309819243,3551.1886777926265,0.10673540487626561,117.94
75,chama,1,3742.5931509742227,180285.60367502924,152.74270488360312,3739.4749845164097,0.38796186926469156,117.89272727272727
76,chavuma,1,3720.368505212955,163207.0094957249,147.57451808743633,3717.4404603425382,0.12140456965251364,118.0109090909091
77,chibombo,1,3751.837033129582,192320.26507905166,146.24833201295775,3748.9855359211524,-0.13148897387937095,118.26
78,chiengi,1,3741.3325085907222,168704.82552101754,138.8021538097546,3738.7568658493324,-0.29091896324517347,117.96
79,chililabombwe,1,3802.2632208637283,149665.87288919516,185.08379096552662,3797.755862487061,-0.9240545547759347,124.5109090909091
80,chilubi,1,3767.9628331429376,143683.30831312496,146.54182238636815,3765.1121372727052,0.24807574204384986,118.14
81,chingola,1,3310.409816105823,111025.01477116632,465.5987042777676,3277.503775305935,-0.6237396329437331,117.99454545454546
82,chinsali,1,3742.556277824237,113124.49527297472,160.2809853182025,3739.122557288947,0.42068682723324025,117.81090909090909
83,chipata,1,3572.551780207772,168435.56129172785,382.0698771360836,3552.0626164597566,-0.42586361392276145,118.01454545454546
84,choma,1,3729.8676570681437,222995.1965589908,162.47158014187352,3726.3273775782513,0.49278661178106276,118.07636363636364
85,chongwe,1,3396.078660043131,152475.18731598384,390.32998573295407,3373.572700778517,-0.07985519125840765,118.13454545454546
86,gwembe,1,3708.624657522643,277611.24230099947,153.29732186728174,3705.4550033016535,0.282113090275378,118.02727272727273
87,ikelenge,1,3414.670730864673,122850.65769389266,308.3406275605991,3400.810470126116,0.43537902897188513,118.13818181818182
88,isoka,1,3740.4908978593294,116169.33829953475,151.9827798237667,3737.401957457283,0.2797227146219654,118.12363636363636
89,itezhitezhi,1,3741.0960892855996,289006.6182331776,132.69883814061785,3738.7418963635528,-0.0641898504855622,118.03454545454545
90,kabompo,1,3769.4025980469723,147527.35229017027,151.2525673960068,3766.3667648038972,0.1670793772889636,118.16363636363636
91,kabwe,1,3517.8588579837983,127855.21321586348,271.0247168403158,3507.403105939878,0.5703312915624135,117.74363636363637
92,kafue,1,3765.00154104901,157854.97328601568,154.91595730371336,3761.8130801880757,0.19308745841604522,118.11818181818182
93,kalabo,1,3736.2547296619728,756117.7696425859,147.54252480168245,3733.3404088425423,0.1725198146490776,118.01272727272728
94,kalomo,1,3590.9078672407663,237112.90510038208,228.77565675211767,3583.612843191807,0.10612676403916049,117.97272727272727
95,kalulushi,1,3273.394440794424,114428.16156849844,475.7500732172091,3238.6375272416117,-0.20056180701692775,117.9
96,kaoma,1,3678.9146215532187,234270.24756042648,175.69431684103367,3674.7169006207578,-0.03791521343209424,118.18909090909091
