cname,planting,harvest,gwad
Central,2015-10-15,2016-01-21,3713
Central,2015-10-15,2016-01-21,3743
Central,2015-10-15,2016-01-21,3939
Central,2015-10-15,2016-01-21,3735
Central,2015-10-15,2016-01-21,3449
Central,2015-10-15,2016-01-21,2775
Central,2015-10-16,2016-01-22,3700
Central,2015-10-16,2016-01-22,3637
Central,2015-10-16,2016-01-22,3667
Central,2015-10-17,2016-01-23,3658
Central,2015-10-17,2016-01-23,2781
Central,2015-10-18,2016-01-25,2836
Central,2015-10-18,2016-01-25,3467
Central,2015-10-19,2016-01-29,3801
Central,2015-10-19,2016-01-29,2832
Central,2015-10-19,2016-01-29,3731
Central,2015-10-20,2016-01-31,3340
Central,2015-10-21,2016-02-01,2700
Central,2015-10-21,2016-02-01,2692
Central,2015-10-23,2016-02-04,3755
Central,2015-10-24,2016-02-05,6492
Central,2015-10-25,2016-02-06,3061
Central,2015-10-26,2016-02-07,4407
Central,2015-10-27,2016-02-09,3400
Central,2015-10-28,2016-02-10,3446
Central,2015-10-30,2016-02-13,3297
Central,2015-10-30,2016-02-13,3533
Central,2015-10-31,2016-02-14,5114
Central,2015-11-02,2016-02-15,2734
Central,2015-11-02,2016-02-15,5084
Central,2015-11-02,2016-02-15,3340
Central,2015-11-04,2016-02-18,3775
Central,2015-11-04,2016-02-18,4502
Central,2015-11-05,2016-02-19,4205
Central,2015-11-05,2016-02-19,3349
Central,2015-11-06,2016-02-20,3639
Central,2015-11-06,2016-02-20,4916
Central,2015-11-07,2016-02-20,3914
Central,2015-11-08,2016-02-21,3246
Central,2015-11-08,2016-02-21,4501
Central,2015-11-09,2016-02-25,3982
Central,2015-11-09,2016-02-25,4689
Central,2015-11-09,2016-02-25,3466
Central,2015-11-10,2016-02-26,3966
Central,2015-11-11,2016-02-26,3694
Central,2015-11-12,2016-02-27,4421
Central,2015-11-12,2016-02-27,3092
Central,2015-11-12,2016-02-27,4835
Central,2015-11-12,2016-02-27,4613
Central,2015-11-13,2016-03-01,3373
Central,2016-01-01,2016-04-25,5089
Central,2016-01-01,2016-04-25,2700
Central,2016-01-02,2016-04-26,3889
Central,2016-01-03,2016-04-26,5131
Central,2016-01-03,2016-04-26,4964
Central,2016-01-03,2016-04-26,2920
Central,2016-01-04,2016-04-27,5119
Central,2016-01-04,2016-04-27,5212
Central,2016-01-04,2016-04-27,3000
Central,2016-01-05,2016-04-28,4908
Central,2016-01-06,2016-05-01,4901
Central,2016-01-06,2016-05-01,3680
Central,2016-01-06,2016-05-01,4186
Central,2016-01-07,2016-05-02,3881
Central,2016-01-07,2016-05-02,3017
Central,2016-01-07,2016-05-02,5572
Central,2016-01-08,2016-05-03,3183
Central,2016-01-08,2016-05-03,4199
Central,2016-01-09,2016-05-04,5719
Central,2016-01-10,2016-05-04,4356
Central,2016-01-10,2016-05-04,3519
Central,2016-01-10,2016-05-04,5403
Central,2016-01-12,2016-05-07,3078
Central,2016-01-12,2016-05-07,3691
Central,2016-01-13,2016-05-08,3857
Central,2016-01-13,2016-05-08,3424
Central,2016-01-15,2016-05-10,5856
Central,2016-01-16,2016-05-11,5901
Central,2016-01-16,2016-05-11,2956
Central,2016-01-17,2016-05-13,4704
Central,2016-01-17,2016-05-13,4000
Central,2016-01-18,2016-05-14,3401
Central,2016-01-18,2016-05-14,4836
Central,2016-01-18,2016-05-14,3194
Central,2016-01-18,2016-05-14,5272
Central,2016-01-19,2016-05-15,4124
Central,2016-01-21,2016-05-17,4172
Central,2016-01-22,2016-05-19,5044
Central,2016-01-23,2016-05-20,3213
Central,2016-01-24,2016-05-22,5510
Central,2016-01-24,2016-05-22,5347
Central,2016-01-25,2016-05-23,3534
Central,2016-01-25,2016-05-23,7079
Central,2016-01-26,2016-05-25,6056
Central,2016-01-26,2016-05-25,6511
Central,2016-01-27,2016-05-26,4366
Central,2016-01-27,2016-05-26,3778
Central,2016-01-28,2016-05-25,4374
Central,2016-01-29,2016-05-26,3884
