,planting,cname,harvest,gwad,cultivar,year,plantingyear,plantingmonth
82074,2014-11-05,ikelenge,2015-03-01,3794,1,2014,2014,11
82075,2014-11-05,ikelenge,2015-03-01,3793,1,2014,2014,11
82076,2014-11-06,ikelenge,2015-03-02,3499,1,2014,2014,11
82077,2014-11-06,ikelenge,2015-03-02,3472,1,2014,2014,11
82078,2014-11-07,ikelenge,2015-03-08,3582,1,2014,2014,11
82079,2014-11-07,ikelenge,2015-03-08,3547,1,2014,2014,11
82080,2014-11-08,ikelenge,2015-03-09,3557,1,2014,2014,11
82081,2014-11-08,ikelenge,2015-03-09,3537,1,2014,2014,11
82082,2014-11-08,ikelenge,2015-03-09,3547,1,2014,2014,11
82083,2014-11-08,ikelenge,2015-03-09,3517,1,2014,2014,11
82084,2014-11-08,ikelenge,2015-03-09,3529,1,2014,2014,11
82085,2014-11-08,ikelenge,2015-03-09,3513,1,2014,2014,11
82086,2014-11-10,ikelenge,2015-03-13,3619,1,2014,2014,11
82087,2014-11-10,ikelenge,2015-03-13,3621,1,2014,2014,11
82088,2014-11-11,ikelenge,2015-03-14,3820,1,2014,2014,11
82089,2014-11-11,ikelenge,2015-03-14,3808,1,2014,2014,11
82090,2014-11-12,ikelenge,2015-03-15,3730,1,2014,2014,11
82091,2014-11-12,ikelenge,2015-03-15,3733,1,2014,2014,11
82092,2014-11-12,ikelenge,2015-03-15,3730,1,2014,2014,11
82093,2014-11-13,ikelenge,2015-03-15,3775,1,2014,2014,11
82094,2014-11-13,ikelenge,2015-03-15,3782,1,2014,2014,11
87821,2015-10-15,ikelenge,2016-02-04,2646,1,2015,2015,10
87822,2015-10-15,ikelenge,2016-02-04,2718,1,2015,2015,10
87823,2015-10-17,ikelenge,2016-02-06,2736,1,2015,2015,10
87824,2015-10-17,ikelenge,2016-02-06,2742,1,2015,2015,10
87825,2015-10-18,ikelenge,2016-02-07,3251,1,2015,2015,10
87826,2015-10-18,ikelenge,2016-02-07,3006,1,2015,2015,10
87827,2015-10-18,ikelenge,2016-02-07,2902,1,2015,2015,10
87828,2015-10-18,ikelenge,2016-02-07,2908,1,2015,2015,10
87829,2015-10-19,ikelenge,2016-02-08,2964,1,2015,2015,10
87830,2015-10-19,ikelenge,2016-02-08,2981,1,2015,2015,10
87831,2015-10-20,ikelenge,2016-02-09,3387,1,2015,2015,10
87832,2015-10-20,ikelenge,2016-02-09,3425,1,2015,2015,10
87833,2015-10-20,ikelenge,2016-02-09,3338,1,2015,2015,10
87834,2015-10-22,ikelenge,2016-02-12,3652,1,2015,2015,10
87835,2015-10-22,ikelenge,2016-02-12,3639,1,2015,2015,10
87836,2015-10-23,ikelenge,2016-02-13,3495,1,2015,2015,10
87837,2015-10-23,ikelenge,2016-02-13,3507,1,2015,2015,10
87838,2015-10-24,ikelenge,2016-02-18,3804,1,2015,2015,10
87839,2015-10-24,ikelenge,2016-02-18,3774,1,2015,2015,10
87840,2015-10-25,ikelenge,2016-02-19,3829,1,2015,2015,10
87841,2015-10-26,ikelenge,2016-02-21,4037,1,2015,2015,10
87842,2015-10-27,ikelenge,2016-02-22,4050,1,2015,2015,10
87843,2015-10-28,ikelenge,2016-02-23,4027,1,2015,2015,10
87844,2015-10-28,ikelenge,2016-02-23,4025,1,2015,2015,10
87845,2015-10-30,ikelenge,2016-02-25,3894,1,2015,2015,10
87846,2015-10-30,ikelenge,2016-02-25,3907,1,2015,2015,10
87847,2015-10-30,ikelenge,2016-02-25,3912,1,2015,2015,10
87848,2015-10-31,ikelenge,2016-02-26,3699,1,2015,2015,10
87849,2015-10-31,ikelenge,2016-02-26,3688,1,2015,2015,10
87850,2015-10-31,ikelenge,2016-02-26,3691,1,2015,2015,10
87851,2015-11-01,ikelenge,2016-02-28,3789,1,2015,2015,11
87852,2015-11-02,ikelenge,2016-02-29,3639,1,2015,2015,11
87853,2015-11-03,ikelenge,2016-03-02,3635,1,2015,2015,11
87854,2015-11-03,ikelenge,2016-03-02,3628,1,2015,2015,11
87855,2015-11-05,ikelenge,2016-03-02,3437,1,2015,2015,11
87856,2015-11-05,ikelenge,2016-03-02,3437,1,2015,2015,11
87857,2015-11-06,ikelenge,2016-03-03,3775,1,2015,2015,11
87858,2015-11-06,ikelenge,2016-03-03,3770,1,2015,2015,11
87859,2015-11-06,ikelenge,2016-03-03,3758,1,2015,2015,11
87860,2015-11-07,ikelenge,2016-03-03,3732,1,2015,2015,11
87861,2015-11-08,ikelenge,2016-03-04,3713,1,2015,2015,11
87862,2015-11-09,ikelenge,2016-03-05,3669,1,2015,2015,11
87863,2015-11-09,ikelenge,2016-03-05,3670,1,2015,2015,11
87864,2015-11-10,ikelenge,2016-03-08,3701,1,2015,2015,11
87865,2015-11-10,ikelenge,2016-03-08,3701,1,2015,2015,11
87866,2015-11-11,ikelenge,2016-03-09,3524,1,2015,2015,11
87867,2015-11-11,ikelenge,2016-03-09,3524,1,2015,2015,11
87868,2015-11-12,ikelenge,2016-03-10,3483,1,2015,2015,11
87869,2015-11-12,ikelenge,2016-03-10,3483,1,2015,2015,11
87870,2015-11-12,ikelenge,2016-03-10,3483,1,2015,2015,11
93601,2016-10-15,ikelenge,2017-02-01,2225,1,2016,2016,10
93602,2016-10-15,ikelenge,2017-02-01,2725,1,2016,2016,10
93603,2016-10-15,ikelenge,2017-02-01,2347,1,2016,2016,10
93604,2016-10-16,ikelenge,2017-02-02,2667,1,2016,2016,10
93605,2016-10-16,ikelenge,2017-02-02,2169,1,2016,2016,10
93606,2016-10-16,ikelenge,2017-02-02,2285,1,2016,2016,10
93607,2016-10-17,ikelenge,2017-02-04,2505,1,2016,2016,10
93608,2016-10-19,ikelenge,2017-02-07,3105,1,2016,2016,10
93609,2016-10-19,ikelenge,2017-02-07,2984,1,2016,2016,10
93610,2016-10-20,ikelenge,2017-02-09,3201,1,2016,2016,10
93611,2016-10-20,ikelenge,2017-02-09,3254,1,2016,2016,10
93612,2016-10-20,ikelenge,2017-02-09,3265,1,2016,2016,10
93613,2016-10-21,ikelenge,2017-02-10,3370,1,2016,2016,10
93614,2016-10-21,ikelenge,2017-02-10,3294,1,2016,2016,10
93615,2016-10-22,ikelenge,2017-02-12,3542,1,2016,2016,10
93616,2016-10-22,ikelenge,2017-02-12,3531,1,2016,2016,10
93617,2016-10-22,ikelenge,2017-02-12,3380,1,2016,2016,10
93618,2016-10-24,ikelenge,2017-02-15,3503,1,2016,2016,10
93619,2016-10-24,ikelenge,2017-02-15,3570,1,2016,2016,10
93620,2016-10-25,ikelenge,2017-02-17,3498,1,2016,2016,10
93621,2016-10-25,ikelenge,2017-02-17,3546,1,2016,2016,10
93622,2016-10-25,ikelenge,2017-02-17,3630,1,2016,2016,10
93623,2016-10-26,ikelenge,2017-02-18,3395,1,2016,2016,10
93624,2016-10-26,ikelenge,2017-02-18,3410,1,2016,2016,10
93625,2016-10-28,ikelenge,2017-02-21,3376,1,2016,2016,10
93626,2016-10-28,ikelenge,2017-02-21,3368,1,2016,2016,10
93627,2016-10-29,ikelenge,2017-02-22,3478,1,2016,2016,10
93628,2016-10-29,ikelenge,2017-02-22,3451,1,2016,2016,10
93629,2016-10-30,ikelenge,2017-02-24,3330,1,2016,2016,10
93630,2016-10-30,ikelenge,2017-02-24,3351,1,2016,2016,10
93631,2016-10-31,ikelenge,2017-02-25,3291,1,2016,2016,10
93632,2016-10-31,ikelenge,2017-02-25,3269,1,2016,2016,10
93633,2016-10-31,ikelenge,2017-02-25,3375,1,2016,2016,10
93634,2016-11-02,ikelenge,2017-03-04,3516,1,2016,2016,11
93635,2016-11-02,ikelenge,2017-03-04,3462,1,2016,2016,11
93636,2016-11-05,ikelenge,2017-03-07,3424,1,2016,2016,11
93637,2016-11-05,ikelenge,2017-03-07,3402,1,2016,2016,11
93638,2016-11-06,ikelenge,2017-03-08,3414,1,2016,2016,11
93639,2016-11-06,ikelenge,2017-03-08,3412,1,2016,2016,11
93640,2016-11-07,ikelenge,2017-03-10,3450,1,2016,2016,11
93641,2016-11-07,ikelenge,2017-03-10,3450,1,2016,2016,11
93642,2016-11-08,ikelenge,2017-03-11,3516,1,2016,2016,11
93643,2016-11-08,ikelenge,2017-03-11,3517,1,2016,2016,11
93644,2016-11-08,ikelenge,2017-03-11,3516,1,2016,2016,11
93645,2016-11-10,ikelenge,2017-03-12,3772,1,2016,2016,11
93646,2016-11-10,ikelenge,2017-03-12,3772,1,2016,2016,11
93647,2016-11-11,ikelenge,2017-03-13,3597,1,2016,2016,11
93648,2016-11-12,ikelenge,2017-03-13,3615,1,2016,2016,11
93649,2016-11-12,ikelenge,2017-03-13,3615,1,2016,2016,11
93650,2016-11-12,ikelenge,2017-03-13,3615,1,2016,2016,11
99381,2017-10-15,ikelenge,2018-02-01,3258,1,2017,2017,10
99382,2017-10-18,ikelenge,2018-02-08,3343,1,2017,2017,10
99383,2017-10-20,ikelenge,2018-02-11,3402,1,2017,2017,10
99384,2017-10-20,ikelenge,2018-02-11,3374,1,2017,2017,10
99385,2017-10-20,ikelenge,2018-02-11,3437,1,2017,2017,10
99386,2017-10-21,ikelenge,2018-02-12,3434,1,2017,2017,10
99387,2017-10-21,ikelenge,2018-02-12,3445,1,2017,2017,10
99388,2017-10-21,ikelenge,2018-02-12,3473,1,2017,2017,10
99389,2017-10-21,ikelenge,2018-02-12,3491,1,2017,2017,10
99390,2017-10-22,ikelenge,2018-02-14,3665,1,2017,2017,10
99391,2017-10-22,ikelenge,2018-02-14,3664,1,2017,2017,10
99392,2017-10-24,ikelenge,2018-02-16,3847,1,2017,2017,10
99393,2017-10-25,ikelenge,2018-02-18,3927,1,2017,2017,10
99394,2017-10-25,ikelenge,2018-02-18,3919,1,2017,2017,10
99395,2017-10-26,ikelenge,2018-02-22,4388,1,2017,2017,10
99396,2017-10-26,ikelenge,2018-02-22,4388,1,2017,2017,10
99397,2017-10-28,ikelenge,2018-02-22,4168,1,2017,2017,10
99398,2017-10-28,ikelenge,2018-02-22,4166,1,2017,2017,10
99399,2017-10-28,ikelenge,2018-02-22,4165,1,2017,2017,10
99400,2017-10-28,ikelenge,2018-02-22,4166,1,2017,2017,10
99401,2017-10-29,ikelenge,2018-02-24,4433,1,2017,2017,10
99402,2017-10-29,ikelenge,2018-02-24,4434,1,2017,2017,10
99403,2017-10-29,ikelenge,2018-02-24,4433,1,2017,2017,10
99404,2017-11-01,ikelenge,2018-02-28,4355,1,2017,2017,11
99405,2017-11-02,ikelenge,2018-03-01,4318,1,2017,2017,11
99406,2017-11-02,ikelenge,2018-03-01,4318,1,2017,2017,11
99407,2017-11-02,ikelenge,2018-03-01,4318,1,2017,2017,11
99408,2017-11-03,ikelenge,2018-03-03,4209,1,2017,2017,11
99409,2017-11-03,ikelenge,2018-03-03,4209,1,2017,2017,11
99410,2017-11-03,ikelenge,2018-03-03,4209,1,2017,2017,11
99411,2017-11-04,ikelenge,2018-03-05,4036,1,2017,2017,11
99412,2017-11-05,ikelenge,2018-03-06,4108,1,2017,2017,11
99413,2017-11-05,ikelenge,2018-03-06,4108,1,2017,2017,11
99414,2017-11-05,ikelenge,2018-03-06,4108,1,2017,2017,11
99415,2017-11-06,ikelenge,2018-03-07,4050,1,2017,2017,11
99416,2017-11-07,ikelenge,2018-03-08,3973,1,2017,2017,11
99417,2017-11-08,ikelenge,2018-03-13,4144,1,2017,2017,11
99418,2017-11-09,ikelenge,2018-03-11,4360,1,2017,2017,11
99419,2017-11-09,ikelenge,2018-03-11,4360,1,2017,2017,11
99420,2017-11-09,ikelenge,2018-03-11,4360,1,2017,2017,11
99421,2017-11-10,ikelenge,2018-03-12,4381,1,2017,2017,11
99422,2017-11-10,ikelenge,2018-03-12,4381,1,2017,2017,11
99423,2017-11-10,ikelenge,2018-03-12,4381,1,2017,2017,11
99424,2017-11-10,ikelenge,2018-03-12,4381,1,2017,2017,11
99425,2017-11-11,ikelenge,2018-03-13,4199,1,2017,2017,11
99426,2017-11-12,ikelenge,2018-03-16,4382,1,2017,2017,11
99427,2017-11-12,ikelenge,2018-03-16,4382,1,2017,2017,11
99428,2017-11-12,ikelenge,2018-03-16,4382,1,2017,2017,11
99429,2017-11-12,ikelenge,2018-03-16,4382,1,2017,2017,11
99430,2017-11-13,ikelenge,2018-03-17,4405,1,2017,2017,11
105164,2018-10-15,ikelenge,2019-01-30,1317,1,2018,2018,10
105165,2018-10-15,ikelenge,2019-01-30,1192,1,2018,2018,10
105166,2018-10-15,ikelenge,2019-01-30,1319,1,2018,2018,10
105167,2018-10-17,ikelenge,2019-02-02,2005,1,2018,2018,10
105168,2018-10-18,ikelenge,2019-02-04,1620,1,2018,2018,10
105169,2018-10-19,ikelenge,2019-02-06,2014,1,2018,2018,10
105170,2018-10-19,ikelenge,2019-02-06,2122,1,2018,2018,10
105171,2018-10-20,ikelenge,2019-02-07,2126,1,2018,2018,10
105172,2018-10-20,ikelenge,2019-02-07,2061,1,2018,2018,10
105173,2018-10-20,ikelenge,2019-02-07,2201,1,2018,2018,10
105174,2018-10-20,ikelenge,2019-02-07,1980,1,2018,2018,10
105175,2018-10-20,ikelenge,2019-02-07,2301,1,2018,2018,10
105176,2018-10-21,ikelenge,2019-02-09,2306,1,2018,2018,10
105177,2018-10-22,ikelenge,2019-02-10,2348,1,2018,2018,10
105178,2018-10-22,ikelenge,2019-02-10,2241,1,2018,2018,10
105179,2018-10-25,ikelenge,2019-02-14,2842,1,2018,2018,10
105180,2018-10-25,ikelenge,2019-02-14,2760,1,2018,2018,10
105181,2018-10-26,ikelenge,2019-02-15,2856,1,2018,2018,10
105182,2018-10-26,ikelenge,2019-02-15,3049,1,2018,2018,10
105183,2018-10-27,ikelenge,2019-02-17,3225,1,2018,2018,10
105184,2018-10-27,ikelenge,2019-02-17,3120,1,2018,2018,10
105185,2018-10-28,ikelenge,2019-02-18,3083,1,2018,2018,10
105186,2018-10-29,ikelenge,2019-02-20,3070,1,2018,2018,10
105187,2018-10-29,ikelenge,2019-02-20,3236,1,2018,2018,10
105188,2018-10-29,ikelenge,2019-02-20,3129,1,2018,2018,10
105189,2018-10-30,ikelenge,2019-02-21,3221,1,2018,2018,10
105190,2018-10-31,ikelenge,2019-02-23,3374,1,2018,2018,10
105191,2018-10-31,ikelenge,2019-02-23,3440,1,2018,2018,10
105192,2018-10-31,ikelenge,2019-02-23,3469,1,2018,2018,10
105193,2018-11-01,ikelenge,2019-02-24,3446,1,2018,2018,11
105194,2018-11-02,ikelenge,2019-02-25,3361,1,2018,2018,11
105195,2018-11-02,ikelenge,2019-02-25,3360,1,2018,2018,11
105196,2018-11-02,ikelenge,2019-02-25,3414,1,2018,2018,11
105197,2018-11-03,ikelenge,2019-02-26,3355,1,2018,2018,11
105198,2018-11-04,ikelenge,2019-02-28,3373,1,2018,2018,11
105199,2018-11-06,ikelenge,2019-03-02,3350,1,2018,2018,11
105200,2018-11-06,ikelenge,2019-03-02,3350,1,2018,2018,11
105201,2018-11-07,ikelenge,2019-03-03,3305,1,2018,2018,11
105202,2018-11-08,ikelenge,2019-03-04,3743,1,2018,2018,11
105203,2018-11-09,ikelenge,2019-03-06,3342,1,2018,2018,11
105204,2018-11-09,ikelenge,2019-03-06,3345,1,2018,2018,11
105205,2018-11-10,ikelenge,2019-03-08,3793,1,2018,2018,11
105206,2018-11-10,ikelenge,2019-03-08,3756,1,2018,2018,11
105207,2018-11-10,ikelenge,2019-03-08,3784,1,2018,2018,11
105208,2018-11-12,ikelenge,2019-03-10,3965,1,2018,2018,11
105209,2018-11-12,ikelenge,2019-03-10,3955,1,2018,2018,11
105210,2018-11-12,ikelenge,2019-03-10,3980,1,2018,2018,11
105211,2018-11-13,ikelenge,2019-03-11,4072,1,2018,2018,11
105212,2018-11-13,ikelenge,2019-03-11,4078,1,2018,2018,11
105213,2018-11-13,ikelenge,2019-03-11,4054,1,2018,2018,11
110941,2019-10-15,ikelenge,2020-02-05,2884,1,2019,2019,10
110942,2019-10-16,ikelenge,2020-02-03,2903,1,2019,2019,10
110943,2019-10-17,ikelenge,2020-02-05,3288,1,2019,2019,10
110944,2019-10-18,ikelenge,2020-02-07,2909,1,2019,2019,10
110945,2019-10-18,ikelenge,2020-02-07,3161,1,2019,2019,10
110946,2019-10-19,ikelenge,2020-02-08,3214,1,2019,2019,10
110947,2019-10-19,ikelenge,2020-02-08,3227,1,2019,2019,10
110948,2019-10-20,ikelenge,2020-02-10,3139,1,2019,2019,10
110949,2019-10-22,ikelenge,2020-02-13,3224,1,2019,2019,10
110950,2019-10-22,ikelenge,2020-02-13,3119,1,2019,2019,10
110951,2019-10-22,ikelenge,2020-02-13,3099,1,2019,2019,10
110952,2019-10-23,ikelenge,2020-02-15,3179,1,2019,2019,10
110953,2019-10-23,ikelenge,2020-02-15,3118,1,2019,2019,10
110954,2019-10-23,ikelenge,2020-02-15,3231,1,2019,2019,10
110955,2019-10-24,ikelenge,2020-02-16,3243,1,2019,2019,10
110956,2019-10-24,ikelenge,2020-02-16,3116,1,2019,2019,10
110957,2019-10-25,ikelenge,2020-02-18,3123,1,2019,2019,10
110958,2019-10-25,ikelenge,2020-02-18,3186,1,2019,2019,10
110959,2019-10-26,ikelenge,2020-02-19,3102,1,2019,2019,10
110960,2019-10-27,ikelenge,2020-02-21,3189,1,2019,2019,10
110961,2019-10-27,ikelenge,2020-02-21,3210,1,2019,2019,10
110962,2019-10-27,ikelenge,2020-02-21,3164,1,2019,2019,10
110963,2019-10-28,ikelenge,2020-02-22,3271,1,2019,2019,10
110964,2019-10-28,ikelenge,2020-02-22,3205,1,2019,2019,10
110965,2019-10-29,ikelenge,2020-02-23,3285,1,2019,2019,10
110966,2019-10-30,ikelenge,2020-02-24,3363,1,2019,2019,10
110967,2019-10-31,ikelenge,2020-02-26,3414,1,2019,2019,10
110968,2019-10-31,ikelenge,2020-02-26,3329,1,2019,2019,10
110969,2019-11-02,ikelenge,2020-03-03,3568,1,2019,2019,11
110970,2019-11-02,ikelenge,2020-03-03,3568,1,2019,2019,11
110971,2019-11-03,ikelenge,2020-03-04,3646,1,2019,2019,11
110972,2019-11-04,ikelenge,2020-03-05,3606,1,2019,2019,11
110973,2019-11-04,ikelenge,2020-03-05,3618,1,2019,2019,11
110974,2019-11-04,ikelenge,2020-03-05,3605,1,2019,2019,11
110975,2019-11-04,ikelenge,2020-03-05,3604,1,2019,2019,11
110976,2019-11-04,ikelenge,2020-03-05,3596,1,2019,2019,11
110977,2019-11-07,ikelenge,2020-03-08,3610,1,2019,2019,11
110978,2019-11-07,ikelenge,2020-03-08,3616,1,2019,2019,11
110979,2019-11-07,ikelenge,2020-03-08,3616,1,2019,2019,11
110980,2019-11-08,ikelenge,2020-03-08,3580,1,2019,2019,11
110981,2019-11-08,ikelenge,2020-03-08,3580,1,2019,2019,11
110982,2019-11-09,ikelenge,2020-03-09,3789,1,2019,2019,11
110983,2019-11-09,ikelenge,2020-03-09,3789,1,2019,2019,11
110984,2019-11-09,ikelenge,2020-03-09,3789,1,2019,2019,11
110985,2019-11-11,ikelenge,2020-03-13,3983,1,2019,2019,11
110986,2019-11-12,ikelenge,2020-03-14,4033,1,2019,2019,11
110987,2019-11-12,ikelenge,2020-03-14,4033,1,2019,2019,11
110988,2019-11-13,ikelenge,2020-03-15,3992,1,2019,2019,11
110989,2019-11-13,ikelenge,2020-03-15,3992,1,2019,2019,11
110990,2019-11-13,ikelenge,2020-03-15,3992,1,2019,2019,11
116722,2020-10-14,ikelenge,2021-02-08,2950,1,2020,2020,10
116723,2020-10-15,ikelenge,2021-02-10,3173,1,2020,2020,10
116724,2020-10-15,ikelenge,2021-02-10,3214,1,2020,2020,10
116725,2020-10-16,ikelenge,2021-02-11,3330,1,2020,2020,10
116726,2020-10-17,ikelenge,2021-02-13,3452,1,2020,2020,10
116727,2020-10-17,ikelenge,2021-02-13,3510,1,2020,2020,10
116728,2020-10-17,ikelenge,2021-02-13,3489,1,2020,2020,10
116729,2020-10-18,ikelenge,2021-02-14,3815,1,2020,2020,10
116730,2020-10-18,ikelenge,2021-02-14,3754,1,2020,2020,10
116731,2020-10-19,ikelenge,2021-02-16,3643,1,2020,2020,10
116732,2020-10-20,ikelenge,2021-02-18,3519,1,2020,2020,10
116733,2020-10-21,ikelenge,2021-02-19,3660,1,2020,2020,10
116734,2020-10-21,ikelenge,2021-02-19,3589,1,2020,2020,10
116735,2020-10-22,ikelenge,2021-02-21,3456,1,2020,2020,10
116736,2020-10-22,ikelenge,2021-02-21,3573,1,2020,2020,10
116737,2020-10-23,ikelenge,2021-02-23,3575,1,2020,2020,10
116738,2020-10-23,ikelenge,2021-02-23,3518,1,2020,2020,10
116739,2020-10-23,ikelenge,2021-02-23,3566,1,2020,2020,10
116740,2020-10-23,ikelenge,2021-02-23,3585,1,2020,2020,10
116741,2020-10-24,ikelenge,2021-02-25,3579,1,2020,2020,10
116742,2020-10-24,ikelenge,2021-02-25,3578,1,2020,2020,10
116743,2020-10-24,ikelenge,2021-02-25,3588,1,2020,2020,10
116744,2020-10-24,ikelenge,2021-02-25,3599,1,2020,2020,10
116745,2020-10-25,ikelenge,2021-02-25,3537,1,2020,2020,10
116746,2020-10-26,ikelenge,2021-02-26,3508,1,2020,2020,10
116747,2020-10-26,ikelenge,2021-02-26,3519,1,2020,2020,10
116748,2020-10-26,ikelenge,2021-02-26,3505,1,2020,2020,10
116749,2020-10-27,ikelenge,2021-02-27,3549,1,2020,2020,10
116750,2020-10-27,ikelenge,2021-02-27,3562,1,2020,2020,10
116751,2020-10-29,ikelenge,2021-02-28,3564,1,2020,2020,10
116752,2020-10-29,ikelenge,2021-02-28,3555,1,2020,2020,10
116753,2020-10-31,ikelenge,2021-03-04,3689,1,2020,2020,10
116754,2020-11-01,ikelenge,2021-03-05,3573,1,2020,2020,11
116755,2020-11-01,ikelenge,2021-03-05,3573,1,2020,2020,11
116756,2020-11-03,ikelenge,2021-03-10,3638,1,2020,2020,11
116757,2020-11-03,ikelenge,2021-03-10,3636,1,2020,2020,11
116758,2020-11-04,ikelenge,2021-03-11,3607,1,2020,2020,11
116759,2020-11-04,ikelenge,2021-03-11,3606,1,2020,2020,11
116760,2020-11-05,ikelenge,2021-03-12,3513,1,2020,2020,11
116761,2020-11-05,ikelenge,2021-03-12,3512,1,2020,2020,11
116762,2020-11-06,ikelenge,2021-03-13,3606,1,2020,2020,11
116763,2020-11-06,ikelenge,2021-03-13,3606,1,2020,2020,11
116764,2020-11-07,ikelenge,2021-03-14,3813,1,2020,2020,11
116765,2020-11-07,ikelenge,2021-03-14,3813,1,2020,2020,11
116766,2020-11-07,ikelenge,2021-03-14,3813,1,2020,2020,11
116767,2020-11-07,ikelenge,2021-03-14,3813,1,2020,2020,11
116768,2020-11-09,ikelenge,2021-03-18,3615,1,2020,2020,11
116769,2020-11-10,ikelenge,2021-03-19,3873,1,2020,2020,11
116770,2020-11-11,ikelenge,2021-03-17,3686,1,2020,2020,11
116771,2020-11-12,ikelenge,2021-03-18,3747,1,2020,2020,11
122500,2021-10-15,ikelenge,2022-02-02,1188,1,2021,2021,10
122501,2021-10-16,ikelenge,2022-02-03,1842,1,2021,2021,10
122502,2021-10-16,ikelenge,2022-02-03,1921,1,2021,2021,10
122503,2021-10-17,ikelenge,2022-02-05,2127,1,2021,2021,10
122504,2021-10-17,ikelenge,2022-02-05,1864,1,2021,2021,10
122505,2021-10-18,ikelenge,2022-02-07,2210,1,2021,2021,10
122506,2021-10-18,ikelenge,2022-02-07,1686,1,2021,2021,10
122507,2021-10-19,ikelenge,2022-02-09,1753,1,2021,2021,10
122508,2021-10-20,ikelenge,2022-02-10,2103,1,2021,2021,10
122509,2021-10-21,ikelenge,2022-02-12,2006,1,2021,2021,10
122510,2021-10-22,ikelenge,2022-02-13,3377,1,2021,2021,10
122511,2021-10-23,ikelenge,2022-02-15,3086,1,2021,2021,10
122512,2021-10-23,ikelenge,2022-02-15,2948,1,2021,2021,10
122513,2021-10-23,ikelenge,2022-02-15,3167,1,2021,2021,10
122514,2021-10-24,ikelenge,2022-02-17,3610,1,2021,2021,10
122515,2021-10-24,ikelenge,2022-02-17,3546,1,2021,2021,10
122516,2021-10-25,ikelenge,2022-02-18,2936,1,2021,2021,10
122517,2021-10-26,ikelenge,2022-02-20,3636,1,2021,2021,10
122518,2021-10-27,ikelenge,2022-02-18,3410,1,2021,2021,10
122519,2021-10-27,ikelenge,2022-02-18,3371,1,2021,2021,10
122520,2021-10-28,ikelenge,2022-02-20,3417,1,2021,2021,10
122521,2021-10-28,ikelenge,2022-02-20,3648,1,2021,2021,10
122522,2021-10-29,ikelenge,2022-02-21,3464,1,2021,2021,10
122523,2021-10-29,ikelenge,2022-02-21,3192,1,2021,2021,10
122524,2021-10-29,ikelenge,2022-02-21,3616,1,2021,2021,10
122525,2021-10-29,ikelenge,2022-02-21,3340,1,2021,2021,10
122526,2021-10-30,ikelenge,2022-02-23,3237,1,2021,2021,10
122527,2021-10-31,ikelenge,2022-02-24,3397,1,2021,2021,10
122528,2021-11-01,ikelenge,2022-02-26,3353,1,2021,2021,11
122529,2021-11-03,ikelenge,2022-03-03,3087,1,2021,2021,11
122530,2021-11-03,ikelenge,2022-03-03,3112,1,2021,2021,11
122531,2021-11-04,ikelenge,2022-03-05,3012,1,2021,2021,11
122532,2021-11-04,ikelenge,2022-03-05,3051,1,2021,2021,11
122533,2021-11-04,ikelenge,2022-03-05,3186,1,2021,2021,11
122534,2021-11-05,ikelenge,2022-03-06,3029,1,2021,2021,11
122535,2021-11-05,ikelenge,2022-03-06,3166,1,2021,2021,11
122536,2021-11-06,ikelenge,2022-03-07,3080,1,2021,2021,11
122537,2021-11-06,ikelenge,2022-03-07,3080,1,2021,2021,11
122538,2021-11-07,ikelenge,2022-03-08,3093,1,2021,2021,11
122539,2021-11-07,ikelenge,2022-03-08,3200,1,2021,2021,11
122540,2021-11-08,ikelenge,2022-03-08,3069,1,2021,2021,11
122541,2021-11-08,ikelenge,2022-03-08,3060,1,2021,2021,11
122542,2021-11-10,ikelenge,2022-03-09,3344,1,2021,2021,11
122543,2021-11-10,ikelenge,2022-03-09,3293,1,2021,2021,11
122544,2021-11-12,ikelenge,2022-03-15,3581,1,2021,2021,11
122545,2021-11-12,ikelenge,2022-03-15,3581,1,2021,2021,11
122546,2021-11-13,ikelenge,2022-03-17,3704,1,2021,2021,11
122547,2021-11-13,ikelenge,2022-03-17,3713,1,2021,2021,11
122548,2021-11-13,ikelenge,2022-03-17,3737,1,2021,2021,11
122549,2021-11-13,ikelenge,2022-03-17,3737,1,2021,2021,11
64755,2011-10-15,isoka,2012-02-08,3882,1,2011,2011,10
64756,2011-10-15,isoka,2012-02-08,3884,1,2011,2011,10
64757,2011-10-16,isoka,2012-02-09,3940,1,2011,2011,10
64758,2011-10-17,isoka,2012-02-12,4237,1,2011,2011,10
64759,2011-10-17,isoka,2012-02-12,4252,1,2011,2011,10
64760,2011-10-17,isoka,2012-02-12,4273,1,2011,2011,10
64761,2011-10-18,isoka,2012-02-14,4237,1,2011,2011,10
64762,2011-10-18,isoka,2012-02-14,4237,1,2011,2011,10
64763,2011-10-18,isoka,2012-02-14,4195,1,2011,2011,10
64764,2011-10-19,isoka,2012-02-15,4173,1,2011,2011,10
64765,2011-10-20,isoka,2012-02-16,4122,1,2011,2011,10
64766,2011-10-21,isoka,2012-02-17,4095,1,2011,2011,10
64767,2011-10-21,isoka,2012-02-17,4095,1,2011,2011,10
64768,2011-10-22,isoka,2012-02-18,4174,1,2011,2011,10
64769,2011-10-22,isoka,2012-02-18,4176,1,2011,2011,10
64770,2011-10-22,isoka,2012-02-18,4176,1,2011,2011,10
64771,2011-10-23,isoka,2012-02-19,4399,1,2011,2011,10
