cname,planting,harvest,gwad
Central,2014-10-15,2015-01-19,2145
Central,2014-10-16,2015-01-21,2184
Central,2014-10-16,2015-01-21,2055
Central,2014-10-17,2015-01-23,2517
Central,2014-10-17,2015-01-23,1958
Central,2014-10-18,2015-01-24,2280
Central,2014-10-18,2015-01-24,2233
Central,2014-10-19,2015-01-26,2732
Central,2014-10-19,2015-01-26,2571
Central,2014-10-20,2015-01-28,2540
Central,2014-10-20,2015-01-28,2393
Central,2014-10-21,2015-01-30,2247
Central,2014-10-21,2015-01-30,2351
Central,2014-10-21,2015-01-30,2716
Central,2014-10-22,2015-01-31,2179
Central,2014-10-23,2015-02-02,2112
Central,2014-10-23,2015-02-02,3296
Central,2014-10-23,2015-02-02,2396
Central,2014-10-25,2015-02-05,2582
Central,2014-10-26,2015-02-06,2352
Central,2014-10-27,2015-02-04,2656
Central,2014-10-27,2015-02-04,3700
Central,2014-10-29,2015-02-05,2637
Central,2014-10-29,2015-02-05,2831
Central,2014-10-30,2015-02-06,3151
Central,2014-10-30,2015-02-06,3341
Central,2014-10-31,2015-02-07,3147
Central,2014-11-01,2015-02-11,2470
Central,2014-11-01,2015-02-11,4229
Central,2014-11-02,2015-02-12,3298
Central,2014-11-02,2015-02-12,2901
Central,2014-11-03,2015-02-17,3029
Central,2014-11-03,2015-02-17,2685
Central,2014-11-04,2015-02-18,3506
Central,2014-11-04,2015-02-18,2833
Central,2014-11-04,2015-02-18,2650
Central,2014-11-05,2015-02-20,2710
Central,2014-11-05,2015-02-20,3278
Central,2014-11-06,2015-02-21,3596
Central,2014-11-06,2015-02-21,2912
Central,2014-11-07,2015-02-22,2299
Central,2014-11-07,2015-02-22,3563
Central,2014-11-08,2015-02-23,3522
Central,2014-11-09,2015-02-24,2931
Central,2014-11-09,2015-02-24,3190
Central,2014-11-09,2015-02-24,2778
Central,2014-11-10,2015-02-24,2519
Central,2014-11-10,2015-02-24,2252
Central,2014-11-12,2015-02-26,3747
Central,2014-11-12,2015-02-26,3967
Central,2015-01-01,2015-05-04,2565
Central,2015-01-03,2015-05-06,2616
Central,2015-01-03,2015-05-06,3185
Central,2015-01-03,2015-05-06,2884
Central,2015-01-04,2015-05-07,2737
Central,2015-01-04,2015-05-07,2956
Central,2015-01-05,2015-05-08,4628
Central,2015-01-05,2015-05-08,2469
Central,2015-01-05,2015-05-08,2860
Central,2015-01-07,2015-05-11,2434
Central,2015-01-07,2015-05-11,2198
Central,2015-01-07,2015-05-11,3262
Central,2015-01-08,2015-05-12,4633
Central,2015-01-09,2015-05-12,2689
Central,2015-01-09,2015-05-12,3724
Central,2015-01-09,2015-05-12,3399
Central,2015-01-09,2015-05-12,5100
Central,2015-01-11,2015-05-15,2848
Central,2015-01-12,2015-05-16,2705
Central,2015-01-12,2015-05-16,2728
Central,2015-01-13,2015-05-17,4014
Central,2015-01-13,2015-05-17,2499
Central,2015-01-14,2015-05-18,2742
Central,2015-01-14,2015-05-18,2660
Central,2015-01-15,2015-05-19,2563
Central,2015-01-16,2015-05-21,3759
Central,2015-01-17,2015-05-22,2492
Central,2015-01-17,2015-05-22,6350
Central,2015-01-17,2015-05-22,3600
Central,2015-01-18,2015-05-21,2391
Central,2015-01-19,2015-05-22,2896
Central,2015-01-19,2015-05-22,3190
Central,2015-01-19,2015-05-22,5292
Central,2015-01-19,2015-05-22,2761
Central,2015-01-21,2015-05-24,3273
Central,2015-01-21,2015-05-24,4019
Central,2015-01-22,2015-05-25,4739
Central,2015-01-22,2015-05-25,3549
Central,2015-01-24,2015-05-27,3124
Central,2015-01-26,2015-05-29,2730
Central,2015-01-27,2015-05-30,4328
Central,2015-01-27,2015-05-30,4537
Central,2015-01-27,2015-05-30,3863
Central,2015-01-28,2015-05-30,3446
Central,2015-01-29,2015-05-30,4499
Central,2015-01-29,2015-05-30,5209
Central,2015-01-29,2015-05-30,3260
Central,2015-01-30,2015-05-30,3283
Central,2015-01-30,2015-05-30,3246
Central,2015-01-30,2015-05-30,2431
Copperbelt,2014-10-15,2015-01-19,1699
Copperbelt,2014-10-15,2015-01-19,1922
Copperbelt,2014-10-16,2015-01-21,1932
Copperbelt,2014-10-16,2015-01-21,1917
Copperbelt,2014-10-16,2015-01-21,1821
Copperbelt,2014-10-17,2015-01-23,2241
Copperbelt,2014-10-17,2015-01-23,1915
Copperbelt,2014-10-19,2015-01-26,1932
Copperbelt,2014-10-19,2015-01-26,2270
Copperbelt,2014-10-19,2015-01-26,2012
Copperbelt,2014-10-20,2015-01-28,1751
Copperbelt,2014-10-21,2015-01-30,1884
Copperbelt,2014-10-21,2015-01-30,1827
Copperbelt,2014-10-24,2015-02-03,1975
Copperbelt,2014-10-24,2015-02-03,2284
