cname,planting,harvest,gwad
Central,2013-10-15,2014-01-23,2903
Central,2013-10-15,2014-01-23,1979
Central,2013-10-16,2014-01-25,2510
Central,2013-10-16,2014-01-25,3075
Central,2013-10-17,2014-01-26,2455
Central,2013-10-17,2014-01-26,2824
Central,2013-10-18,2014-01-28,2458
Central,2013-10-19,2014-01-29,2230
Central,2013-10-19,2014-01-29,3041
Central,2013-10-20,2014-01-31,2232
Central,2013-10-21,2014-02-01,3025
Central,2013-10-23,2014-02-03,2543
Central,2013-10-23,2014-02-03,2301
Central,2013-10-24,2014-02-05,3107
Central,2013-10-24,2014-02-05,2254
Central,2013-10-24,2014-02-05,3276
Central,2013-10-24,2014-02-05,2368
Central,2013-10-25,2014-02-06,2166
Central,2013-10-25,2014-02-06,2669
Central,2013-10-25,2014-02-06,2399
Central,2013-10-26,2014-02-07,2467
Central,2013-10-26,2014-02-07,2435
Central,2013-10-27,2014-02-12,2803
Central,2013-10-28,2014-02-14,2541
Central,2013-10-29,2014-02-15,2330
Central,2013-10-30,2014-02-15,3420
Central,2013-10-30,2014-02-15,2332
Central,2013-10-30,2014-02-15,2493
Central,2013-10-31,2014-02-15,3205
Central,2013-11-01,2014-02-16,2555
Central,2013-11-02,2014-02-16,4015
Central,2013-11-03,2014-02-17,2494
Central,2013-11-03,2014-02-17,2461
Central,2013-11-04,2014-02-19,2248
Central,2013-11-04,2014-02-19,3033
Central,2013-11-04,2014-02-19,2407
Central,2013-11-04,2014-02-19,2935
Central,2013-11-05,2014-02-20,2572
Central,2013-11-06,2014-02-25,3249
Central,2013-11-07,2014-02-26,3542
Central,2013-11-08,2014-02-27,2875
Central,2013-11-08,2014-02-27,3980
Central,2013-11-09,2014-02-28,3289
Central,2013-11-10,2014-03-02,5376
Central,2013-11-11,2014-03-03,3678
Central,2013-11-12,2014-03-05,2683
Central,2013-11-13,2014-03-05,3050
Central,2013-11-13,2014-03-05,2631
Central,2013-11-13,2014-03-05,3133
Central,2013-11-13,2014-03-05,2731
Central,2014-01-01,2014-05-03,4503
Central,2014-01-02,2014-05-04,2788
Central,2014-01-03,2014-05-05,2894
Central,2014-01-03,2014-05-05,2627
Central,2014-01-04,2014-05-06,5069
Central,2014-01-04,2014-05-06,4388
Central,2014-01-04,2014-05-06,4117
Central,2014-01-04,2014-05-06,2648
Central,2014-01-04,2014-05-06,3762
Central,2014-01-05,2014-05-07,4925
Central,2014-01-06,2014-05-10,3375
Central,2014-01-06,2014-05-10,2622
Central,2014-01-08,2014-05-12,4372
Central,2014-01-08,2014-05-12,2684
Central,2014-01-09,2014-05-13,3837
Central,2014-01-10,2014-05-14,2666
Central,2014-01-10,2014-05-14,4261
Central,2014-01-11,2014-05-15,3252
Central,2014-01-11,2014-05-15,5720
Central,2014-01-13,2014-05-17,3224
Central,2014-01-13,2014-05-17,2765
Central,2014-01-13,2014-05-17,3615
Central,2014-01-14,2014-05-18,2585
Central,2014-01-14,2014-05-18,4344
Central,2014-01-16,2014-05-20,3134
Central,2014-01-16,2014-05-20,3079
Central,2014-01-16,2014-05-20,2483
Central,2014-01-17,2014-05-21,3011
Central,2014-01-17,2014-05-21,4204
Central,2014-01-18,2014-05-22,3678
Central,2014-01-18,2014-05-22,3440
Central,2014-01-18,2014-05-22,4437
Central,2014-01-18,2014-05-22,2681
Central,2014-01-20,2014-05-24,6715
Central,2014-01-20,2014-05-24,3720
Central,2014-01-21,2014-05-25,4130
Central,2014-01-22,2014-05-26,2929
Central,2014-01-22,2014-05-26,3067
Central,2014-01-23,2014-05-27,3729
Central,2014-01-23,2014-05-27,3901
Central,2014-01-25,2014-05-28,5709
Central,2014-01-25,2014-05-28,3274
Central,2014-01-25,2014-05-28,6000
Central,2014-01-26,2014-05-29,5920
Central,2014-01-27,2014-05-30,5628
Central,2014-01-28,2014-05-30,6070
Central,2014-01-28,2014-05-30,3767
Central,2014-01-29,2014-05-30,3686
Central,2014-01-29,2014-05-30,4725
Central,2014-01-30,2014-05-30,3969
Copperbelt,2013-10-15,2014-01-23,1858
Copperbelt,2013-10-16,2014-01-25,2073
Copperbelt,2013-10-16,2014-01-25,2146
Copperbelt,2013-10-17,2014-01-26,2396
Copperbelt,2013-10-17,2014-01-26,1838
Copperbelt,2013-10-17,2014-01-26,2093
Copperbelt,2013-10-18,2014-01-28,1943
Copperbelt,2013-10-19,2014-01-29,1965
Copperbelt,2013-10-20,2014-01-31,2688
Copperbelt,2013-10-20,2014-01-31,2140
Copperbelt,2013-10-20,2014-01-31,1972
Copperbelt,2013-10-21,2014-02-01,2042
Copperbelt,2013-10-22,2014-02-02,2684
Copperbelt,2013-10-22,2014-02-02,2519
Copperbelt,2013-10-23,2014-02-03,2002
Copperbelt,2013-10-24,2014-02-05,3162
Copperbelt,2013-10-24,2014-02-05,2068
Copperbelt,2013-10-26,2014-02-07,2283
Copperbelt,2013-10-27,2014-02-12,2001
Copperbelt,2013-10-27,2014-02-12,2166
Copperbelt,2013-10-27,2014-02-12,2085
Copperbelt,2013-10-27,2014-02-12,2054
Copperbelt,2013-10-28,2014-02-14,2949
Copperbelt,2013-10-29,2014-02-15,2190
Copperbelt,2013-10-29,2014-02-15,2708
Copperbelt,2013-10-30,2014-02-15,2741
Copperbelt,2013-11-02,2014-02-16,2442
Copperbelt,2013-11-03,2014-02-17,3956
Copperbelt,2013-11-03,2014-02-17,1874
Copperbelt,2013-11-03,2014-02-17,4909
Copperbelt,2013-11-04,2014-02-19,2366
Copperbelt,2013-11-04,2014-02-19,3383
Copperbelt,2013-11-05,2014-02-20,2360
Copperbelt,2013-11-06,2014-02-25,2827
Copperbelt,2013-11-06,2014-02-25,2217
Copperbelt,2013-11-06,2014-02-25,2104
Copperbelt,2013-11-06,2014-02-25,4186
Copperbelt,2013-11-06,2014-02-25,2767
Copperbelt,2013-11-07,2014-02-26,3165
Copperbelt,2013-11-08,2014-02-27,2721
Copperbelt,2013-11-09,2014-02-28,2240
Copperbelt,2013-11-09,2014-02-28,2929
Copperbelt,2013-11-09,2014-02-28,2995
Copperbelt,2013-11-09,2014-02-28,3850
Copperbelt,2013-11-10,2014-03-02,2883
Copperbelt,2013-11-10,2014-03-02,3050
Copperbelt,2013-11-11,2014-03-03,2418
Copperbelt,2013-11-11,2014-03-03,3827
Copperbelt,2013-11-12,2014-03-05,3203
Copperbelt,2013-11-13,2014-03-05,1999
Copperbelt,2014-01-01,2014-05-03,4363
Copperbelt,2014-01-01,2014-05-03,2260
Copperbelt,2014-01-03,2014-05-05,3286
Copperbelt,2014-01-03,2014-05-05,4176
Copperbelt,2014-01-03,2014-05-05,2603
Copperbelt,2014-01-03,2014-05-05,2387
Copperbelt,2014-01-03,2014-05-05,3285
Copperbelt,2014-01-03,2014-05-05,2157
Copperbelt,2014-01-04,2014-05-06,2640
Copperbelt,2014-01-04,2014-05-06,2639
Copperbelt,2014-01-04,2014-05-06,2975
Copperbelt,2014-01-05,2014-05-07,2747
Copperbelt,2014-01-06,2014-05-10,5211
Copperbelt,2014-01-06,2014-05-10,2873
Copperbelt,2014-01-06,2014-05-10,3000
Copperbelt,2014-01-06,2014-05-10,2777
Copperbelt,2014-01-07,2014-05-11,4545
Copperbelt,2014-01-08,2014-05-12,5850
Copperbelt,2014-01-08,2014-05-12,2786
Copperbelt,2014-01-08,2014-05-12,3355
Copperbelt,2014-01-10,2014-05-14,2917
Copperbelt,2014-01-10,2014-05-14,3376
Copperbelt,2014-01-11,2014-05-15,2507
Copperbelt,2014-01-11,2014-05-15,2793
Copperbelt,2014-01-12,2014-05-16,3903
Copperbelt,2014-01-13,2014-05-17,2547
Copperbelt,2014-01-13,2014-05-17,2515
Copperbelt,2014-01-13,2014-05-17,5377
Copperbelt,2014-01-14,2014-05-18,5119
Copperbelt,2014-01-14,2014-05-18,3105
Copperbelt,2014-01-15,2014-05-19,2887
Copperbelt,2014-01-17,2014-05-21,2742
Copperbelt,2014-01-18,2014-05-22,2551
Copperbelt,2014-01-19,2014-05-23,5769
Copperbelt,2014-01-19,2014-05-23,3896
Copperbelt,2014-01-19,2014-05-23,3137
Copperbelt,2014-01-20,2014-05-24,4241
Copperbelt,2014-01-20,2014-05-24,2912
Copperbelt,2014-01-21,2014-05-25,3838
Copperbelt,2014-01-21,2014-05-25,4592
Copperbelt,2014-01-22,2014-05-26,2857
Copperbelt,2014-01-24,2014-05-28,3467
Copperbelt,2014-01-24,2014-05-28,3002
Copperbelt,2014-01-26,2014-05-29,3028
Copperbelt,2014-01-27,2014-05-30,4398
